draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4347,1,680730,555168,0.000659885,0.9544,0.23874,620760, 8155,11604,5544, 5894,204,2060,26509,513463, 5385, 7588,4180,4749,168,1585,18050,158797,182826,144373,142682,27628,120738,185951,198953,144663,225203,182826,158797,131710, 86001,212078,165307,1,2,132282,174080,0.4318,0.4056,0.2,1.0,0,-0.0935673
4347,2,681629,554917,0.000659885,0.9544,0.22710,607504,16960,15005,1749,10774,203,2370,27064,504041,11166,10068,1423,8587,164,1780,17688,198938,152767,176589,129629,38640,102763,249119,161814,202578,192439,152767,198938,116196,107614,177127,225849,1,2,173173,147883,0.5394,0.5069,0.8,1.0,0,-0.0935673
4348,1,682799,557567,0.002377494,0.9629,0.24456,625341, 5719,11568,5540, 5864,193,2064,26510,517049, 4155, 7544,4172,4738,164,1591,18154,160134,184534,145490,144269,27633,122233,186661,200824,145130,227236,184534,160134,133251, 86562,214030,165895,1,2,133010,175819,0.4307,0.4045,0.2,1.0,0,-0.0913820
4348,2,679560,552518,0.002377494,0.9629,0.22995,602923,19396,15041,1753,10804,214,2366,27063,500455,12396,10112,1431,8598,168,1774,17584,197601,151059,175472,128042,38635,101268,248409,159943,202111,190406,151059,197601,114655,107053,175174,225260,1,2,172446,146143,0.5413,0.5089,0.8,1.0,0,-0.0913820
4349,1,683505,557220,0.003413931,0.9534,0.22908,622007, 9392,11811,5587, 5754,193,2077,26684,514593, 6150, 7685,4199,4686,174,1600,18133,159021,183563,143347,143250,27589,121559,185899,199672,144767,225976,183563,159021,132404, 85468,212824,165333,1,2,132125,174804,0.4305,0.4044,0.2,1.0,0,-0.0928913
4349,2,678854,552865,0.003413931,0.9534,0.22108,606257,15723,14798,1706,10914,214,2353,26889,502911,10401, 9971,1404,8650,158,1765,17605,198714,152030,177615,129061,38679,101942,249171,161095,202474,191666,152030,198714,115502,108147,176381,225822,1,2,173330,147159,0.5408,0.5084,0.8,1.0,0,-0.0928913
4350,1,683589,559100,0.003537247,0.9743,0.25453,627556, 4559,11485,5503, 5850,189,2055,26392,519287, 3514, 7568,4132,4729,160,1587,18123,163099,184181,149067,144429,27771,121928,191284,200620,148781,227633,184181,163099,133178, 88419,214127,170033,1,0,136000,175758,0.4362,0.4093,0.2,1.0,0,-0.0884555
4350,2,678770,550985,0.003537247,0.9743,0.28685,600708,20556,15124,1790,10818,218,2375,27181,498217,13037,10088,1471,8607,172,1778,17615,194636,151412,171895,127882,38497,101573,243786,160147,198460,190009,151412,194636,114728,105196,175078,221123,1,0,169455,146205,0.5368,0.5050,0.8,1.0,0,-0.0884555
4351,1,682413,557167,0.001810830,0.9620,0.24993,622752, 7855,11619,5544, 5932,212,2083,26416,515456, 5302, 7583,4173,4778,182,1608,18085,160183,183276,145474,143100,27977,121047,186521,199623,145130,225960,183276,160183,132074, 86726,212792,165825,1,1,133057,174601,0.4325,0.4065,0.2,1.0,0,-0.0924028
4351,2,679946,552918,0.001810830,0.9620,0.24655,605512,17260,14990,1749,10736,195,2347,27157,502048,11249,10073,1430,8558,150,1757,17653,197552,152317,175488,129211,38291,102454,248549,161144,202111,191682,152317,197552,115832,106889,176413,225330,1,1,172398,147362,0.5391,0.5065,0.8,1.0,0,-0.0924028
4352,1,679296,555557,0.002765057,0.9648,0.23836,622627, 5424,11497,5522, 5680,190,2066,26290,515424, 4059, 7600,4130,4630,169,1608,17937,161230,183365,146363,143593,27430,121351,189204,199050,147297,225809,183365,161230,132472, 86897,212430,168250,1,1,134305,174634,0.4347,0.4078,0.2,1.0,0,-0.0910119
4352,2,683063,554528,0.002765057,0.9648,0.26895,605637,19691,15112,1771,10988,217,2364,27283,502080,12492,10056,1473,8706,163,1757,17801,196505,152228,174599,128718,38838,102150,245866,161717,199944,191833,152228,196505,115434,106718,176775,222905,1,1,171150,147329,0.5374,0.5056,0.8,1.0,0,-0.0910119
4353,1,677789,549567,0.004977396,0.9772,0.34140,601159,20304,14570,1784,10472,234,2335,26931,497801,12822, 9659,1481,8285,178,1781,17560,189182,154202,167147,129395,38219,103131,236242,163753,191592,192972,154202,189182,116263,102683,178363,213917,1,1,164476,148691,0.5252,0.4948,0.6,1.0,0,-0.0846110
4353,2,684570,560518,0.004977396,0.9772,0.23689,627105, 4811,12039,5509, 6196,173,2095,26642,519703, 3729, 7997,4122,5051,154,1584,18178,168553,181391,153815,142916,28049,120370,198828,197014,155649,224670,181391,168553,131643, 90932,210842,177238,1,1,140979,173272,0.4486,0.4201,0.4,1.0,0,-0.0846110
4354,1,679520,551629,0.002436215,0.9753,0.28700,601473,20545,15119,1787,10808,218,2364,27206,498848,13015,10080,1471,8605,174,1772,17664,194842,151519,172083,127938,38539,101628,243845,160365,198528,190221,151519,194842,114783,105311,175293,221186,1,0,169567,146334,0.5368,0.5050,0.8,1.0,0,-0.0886882
4354,2,682839,558456,0.002436215,0.9753,0.25301,626791, 4570,11490,5506, 5860,189,2066,26367,518656, 3536, 7576,4132,4731,158,1593,18074,162893,184074,148879,144373,27729,121873,191225,200402,148713,227421,184074,162893,133123, 88304,213911,169969,1,0,135888,175629,0.4362,0.4092,0.2,1.0,0,-0.0886882
4355,1,682599,557585,0.002083885,0.9563,0.23522,626196, 4829,11485,5524, 5858,202,2037,26468,517730, 3668, 7523,4165,4705,165,1566,18063,159657,184677,145220,144413,27439,122311,186632,200716,145000,227199,184677,159657,133362, 86330,213957,165816,1,2,132790,175863,0.4302,0.4039,0.2,1.0,0,-0.0915582
4355,2,679760,552500,0.002083885,0.9563,0.21411,602068,20286,15124,1769,10810,205,2393,27105,499774,12883,10133,1438,8631,167,1799,17675,198078,150916,175742,127898,38829,101190,248438,160051,202241,190443,150916,198078,114544,107285,175247,225339,1,2,172665,146100,0.5417,0.5094,0.8,1.0,0,-0.0915582
4356,1,680748,556231,0.000633460,0.9553,0.23147,623068, 6234,11547,5532, 5750,194,2051,26372,515646, 4455, 7563,4152,4673,174,1590,17978,158515,184467,143027,144088,27185,122193,185229,200044,144124,226394,184467,158515,133140, 85106,213219,164676,1,2,131616,175437,0.4286,0.4024,0.0,0.8,0, 0.0038911
4356,2,681611,553854,0.000633460,0.9553,0.22631,605196,18881,15062,1761,10918,213,2379,27201,501858,12096,10093,1451,8663,158,1775,17760,199220,151126,177935,128223,39083,101308,249841,160723,203117,191248,151126,199220,114766,108509,175985,226479,1,2,173839,146526,0.5426,0.5104,0.8,0.8,0, 0.0038911
4357,1,682839,558456,0.002436215,0.9753,0.25301,626791, 4570,11490,5506, 5860,189,2066,26367,518656, 3536, 7576,4132,4731,158,1593,18074,162893,184074,148879,144373,27729,121873,191225,200402,148713,227421,184074,162893,133123, 88304,213911,169969,1,0,135888,175629,0.4362,0.4092,0.2,1.0,0,-0.0886882
4357,2,679520,551629,0.002436215,0.9753,0.28700,601473,20545,15119,1787,10808,218,2364,27206,498848,13015,10080,1471,8605,174,1772,17664,194842,151519,172083,127938,38539,101628,243845,160365,198528,190221,151519,194842,114783,105311,175293,221186,1,0,169567,146334,0.5368,0.5050,0.8,1.0,0,-0.0886882
4358,1,680025,554793,0.001694854,0.9477,0.24035,621802, 6360,11636,5517, 5923,203,2067,26517,513883, 4537, 7596,4142,4779,172,1589,18095,156589,183771,141563,143063,27227,121534,182035,199813,141396,225637,183771,156589,132299, 84395,212725,161716,1,2,129762,174764,0.4261,0.4005,0.0,0.8,0, 0.0005210
4358,2,682334,555292,0.001694854,0.9477,0.17810,606462,18755,14973,1776,10745,204,2363,27056,503621,12014,10060,1461,8557,160,1776,17643,201146,151822,179399,129248,39041,101967,253035,160954,205845,192005,151822,201146,115607,109220,176479,229440,1,2,175693,147199,0.5441,0.5113,0.8,0.8,0, 0.0005210
4359,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4359,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4360,1,681332,552307,0.000223876,0.9781,0.34250,604404,20336,14628,1788,10530,234,2350,27062,500383,12839, 9689,1485,8331,178,1787,17615,190683,154807,168531,130026,38472,103587,238184,164332,193195,193833,154807,190683,116807,103501,179082,215690,1,0,165813,149317,0.5262,0.4956,0.6,1.0,0,-0.0852184
4360,2,681027,557778,0.000223876,0.9781,0.23890,623860, 4779,11981,5505, 6138,173,2080,26511,517121, 3712, 7967,4118,5005,154,1578,18123,167052,180786,152431,142285,27796,119914,196886,196435,154046,223809,180786,167052,131099, 90114,210122,175466,1,0,139642,172646,0.4472,0.4188,0.4,1.0,0,-0.0852184
4361,1,680866,552391,0.000460231,0.9743,0.29109,602847,20522,15103,1795,10739,220,2365,27275,499678,12988,10070,1476,8544,174,1772,17689,194345,152247,171578,128435,38512,102078,243300,161130,198020,190965,152247,194345,115257,105045,176047,220660,1,1,169151,146971,0.5351,0.5034,0.8,1.0,0,-0.0888714
4361,2,681493,557694,0.000460231,0.9743,0.25416,625417, 4593,11506,5498, 5929,187,2065,26298,517826, 3563, 7586,4127,4792,158,1593,18049,163390,183346,149384,143876,27756,121423,191770,199637,149221,226677,183346,163390,132649, 88570,213157,170496,1,1,136304,174992,0.4379,0.4107,0.2,1.0,0,-0.0888714
4362,1,683347,558682,0.003181981,0.9610,0.20471,627368, 4375,11343,5556, 5788,197,2032,26688,519038, 3363, 7366,4183,4671,165,1565,18331,159227,185085,144391,144186,27572,122026,186150,201885,144602,228119,185085,159227,133106, 85981,215002,165376,1,0,132388,176260,0.4289,0.4030,0.2,1.0,0,-0.0912494
4362,2,679012,551403,0.003181981,0.9610,0.23010,600896,20740,15266,1737,10880,210,2398,26885,498466,13188,10290,1420,8665,167,1800,17407,198508,150508,176571,128125,38696,101475,248920,158882,202639,189523,150508,198508,114800,107634,174203,225779,1,0,173067,145703,0.5429,0.5103,0.8,1.0,0,-0.0912494
4363,1,678863,551623,0.003400719,0.9591,0.23443,602388,19309,14996,1754,10788,201,2355,27072,499738,12307,10053,1427,8586,155,1761,17596,197984,150488,175864,127744,38702,101046,248606,159253,202298,189684,150488,197984,114395,107283,174469,225452,1,2,172691,145643,0.5425,0.5100,0.8,1.0,0,-0.0910644
4363,2,683496,558462,0.003400719,0.9591,0.24653,625876, 5806,11613,5539, 5880,206,2075,26501,517766, 4244, 7603,4176,4750,177,1604,18142,159751,185105,145098,144567,27566,122455,186464,201514,144943,227958,185105,159751,133511, 86332,214736,165704,1,2,132765,176320,0.4295,0.4034,0.2,1.0,0,-0.0910644
4364,1,683684,556609,0.003676711,0.9468,0.18025,620599,10329,12060,5534, 5906,200,2086,26970,513232, 6662, 7885,4155,4768,172,1601,18134,160366,181495,144085,142233,27848,120398,188305,196057,147385,222835,181495,160366,131315, 85967,209446,167845,1,3,133598,172603,0.4363,0.4096,0.2,1.0,0,-0.0935438
4364,2,678675,553476,0.003676711,0.9468,0.19289,607665,14786,14549,1759,10762,207,2344,26603,504272, 9889, 9771,1448,8568,160,1764,17604,197369,154098,176877,130078,38420,103103,246765,164710,199856,194807,154098,197369,116591,107648,179759,223310,1,3,171857,149360,0.5350,0.5031,0.8,1.0,0,-0.0935438
4365,1,677914,552057,0.004793891,0.9601,0.22931,605908,15377,14766,1723,10824,203,2347,26766,502362,10238, 9906,1418,8603,156,1760,17614,198378,152580,177242,129458,38540,102456,248583,162409,201944,192904,152580,198378,115957,107891,177656,225263,1,1,172937,147961,0.5389,0.5066,0.8,1.0,0,-0.0933234
4365,2,684445,558028,0.004793891,0.9601,0.22903,622356, 9738,11843,5570, 5844,204,2083,26807,515142, 6313, 7750,4185,4733,176,1605,18124,159357,183013,143720,142853,27728,121045,186487,198358,145297,224738,183013,159357,131949, 85724,211548,165892,1,1,132518,174002,0.4323,0.4061,0.2,1.0,0,-0.0933234
4366,1,680317,555720,0.001266186,0.9620,0.24949,623277, 5587,11507,5530, 5873,193,2049,26301,515447, 4078, 7524,4167,4731,164,1581,18028,159107,184298,144574,143947,27447,121907,185593,200569,144247,226859,184298,159107,132927, 86010,213714,164920,1,2,132194,175516,0.4296,0.4035,0.2,1.0,0,-0.0924079
4366,2,682042,554365,0.001266186,0.9620,0.24132,604987,19528,15102,1763,10795,214,2381,27272,502057,12473,10132,1436,8605,168,1784,17710,198628,151295,176388,128364,38821,101594,249477,160198,202994,190783,151295,198628,114979,107605,175491,226235,1,2,173262,146447,0.5419,0.5095,0.8,1.0,0,-0.0924079
4367,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4367,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4368,1,679176,556238,0.002941222,0.9772,0.23780,622293, 4773,11938,5495, 6014,171,2075,26417,515784, 3708, 7933,4104,4924,152,1570,18063,166323,180440,151736,141964,27681,119666,195968,196083,153256,223359,180440,166323,130815, 89708,209721,174612,1,0,138993,172302,0.4465,0.4182,0.2,0.8,0, 0.0130028
4368,2,683183,553847,0.002941222,0.9772,0.31857,605971,20342,14671,1798,10654,236,2355,27156,501720,12843, 9723,1499,8412,180,1795,17675,191412,155153,169226,130347,38587,103835,239102,164684,193985,194283,155153,191412,117091,103907,179484,216543,1,0,166462,149660,0.5266,0.4960,0.6,0.8,0, 0.0130028
4369,1,677789,549567,0.004977396,0.9772,0.34140,601159,20304,14570,1784,10472,234,2335,26931,497801,12822, 9659,1481,8285,178,1781,17560,189182,154202,167147,129395,38219,103131,236242,163753,191592,192972,154202,189182,116263,102683,178363,213917,1,1,164476,148691,0.5252,0.4948,0.6,1.0,0,-0.0846110
4369,2,684570,560518,0.004977396,0.9772,0.23689,627105, 4811,12039,5509, 6196,173,2095,26642,519703, 3729, 7997,4122,5051,154,1584,18178,168553,181391,153815,142916,28049,120370,198828,197014,155649,224670,181391,168553,131643, 90932,210842,177238,1,1,140979,173272,0.4486,0.4201,0.4,1.0,0,-0.0846110
4370,1,680850,554062,0.000483720,0.9553,0.26135,605544,17986,14913,1756,11014,235,2400,27002,502547,11760, 9992,1451,8732,183,1793,17604,196696,152184,174710,128914,38894,102236,245538,161688,199583,191826,152184,196696,115575,106802,176757,222560,1,1,171084,147370,0.5372,0.5055,0.8,1.0,0,-0.0908715
4370,2,681509,556023,0.000483720,0.9553,0.23667,622720, 7129,11696,5537, 5654,172,2030,26571,514957, 4791, 7664,4152,4604,149,1572,18134,161039,183409,146252,143397,27374,121265,189532,199079,147658,225816,183409,161039,132331, 86813,212447,168595,1,1,134371,174593,0.4349,0.4079,0.2,1.0,0,-0.0908715
4371,1,679936,556102,0.001825510,0.9696,0.22118,624347, 4370,11352,5512, 5750,194,2061,26350,516691, 3371, 7393,4152,4638,164,1580,18113,159736,184126,145396,143859,27611,121637,186569,200989,144995,227302,184126,159736,132748, 86503,214145,165782,1,0,132861,175583,0.4307,0.4046,0.2,1.0,0,-0.0916122
4371,2,682423,553983,0.001825510,0.9696,0.30028,603917,20745,15257,1781,10918,213,2369,27223,500813,13180,10263,1451,8698,168,1785,17625,197999,151467,175566,128452,38657,101864,248501,159778,202246,190340,151467,197999,115158,107111,175059,225373,1,0,172594,146380,0.5411,0.5086,0.8,1.0,0,-0.0916122
4372,1,678736,551205,0.003587160,0.9677,0.25171,600620,20709,15225,1739,10885,214,2412,26932,498298,13171,10219,1420,8667,170,1820,17440,197778,150339,175858,127826,38825,101116,248375,158664,202226,189207,150339,197778,114471,107341,173936,225301,1,0,172613,145431,0.5427,0.5103,0.8,1.0,0,-0.0906112
4372,2,683623,558880,0.003587160,0.9677,0.22671,627644, 4406,11384,5554, 5783,193,2018,26641,519206, 3380, 7437,4183,4669,162,1545,18298,159957,185254,145104,144485,27443,122385,186695,202103,145015,228435,185254,159957,133435, 86274,215269,165855,1,0,132843,176532,0.4294,0.4032,0.2,1.0,0,-0.0906112
4373,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4373,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4374,1,682769,557471,0.002333452,0.9648,0.22691,626744, 4361,11443,5542, 5741,195,2047,26696,517839, 3339, 7422,4169,4632,163,1565,18342,158270,185039,143517,143965,27425,121971,184843,202224,143509,228172,185039,158270,132968, 85471,215198,164176,1,0,131513,176274,0.4273,0.4015,0.0,0.8,0, 0.0048682
4374,2,679590,552614,0.002333452,0.9648,0.24267,601520,20754,15166,1751,10927,212,2383,26877,499665,13212,10234,1434,8704,169,1800,17396,199465,150554,177445,128346,38843,101530,250227,158543,203732,189470,150554,199465,114938,108144,174007,226979,1,0,173942,145689,0.5442,0.5114,0.8,0.8,0, 0.0048682
4375,1,683141,555342,0.002879564,0.9268,0.18212,620860,10125,11617,5548, 5746,227,2081,26937,512607, 6462, 7522,4177,4594,184,1599,18197,154756,183993,138872,142046,27304,120927,180605,199431,140547,224782,183993,154756,131487, 83088,212106,160576,1,3,128417,174236,0.4243,0.3991,0.0,0.8,0,-0.0021052
4375,2,679218,554743,0.002879564,0.9268,0.14050,607404,14990,14992,1745,10922,180,2349,26636,504897,10089,10134,1426,8742,148,1766,17541,202979,151600,182090,130265,38964,102574,254465,161336,206694,192860,151600,202979,116419,110527,177098,230580,1,3,177038,147727,0.5451,0.5120,0.8,0.8,0,-0.0021052
4376,1,679084,551982,0.003076282,0.9601,0.20843,601937,19861,15056,1752,10795,216,2379,27088,499615,12636,10095,1427,8597,169,1795,17648,197839,151132,175601,127885,38855,101036,248189,159817,202034,190177,151132,197839,114460,107228,174997,225112,1,1,172504,146009,0.5416,0.5093,0.8,1.0,0,-0.0913045
4376,2,683275,558103,0.003076282,0.9601,0.23394,626327, 5254,11553,5541, 5873,191,2051,26485,517889, 3915, 7561,4176,4739,163,1570,18090,159896,184461,145361,144426,27413,122465,186881,200950,145207,227465,184461,159896,133446, 86387,214207,166044,1,1,132952,175953,0.4304,0.4041,0.2,1.0,0,-0.0913045
4377,1,680538,552518,0.000941749,0.9648,0.23930,604593,18712,15082,1771,10642,200,2352,27186,500941,11969,10092,1448,8477,156,1755,17680,197644,151904,175611,128792,38403,102082,248478,161284,202069,191732,151904,197644,115437,107007,176508,225274,1,1,172441,147159,0.5396,0.5070,0.8,1.0,0,-0.0923297
4377,2,681821,557567,0.000941749,0.9648,0.24374,623671, 6403,11527,5522, 6026,207,2078,26387,516563, 4582, 7564,4155,4859,176,1610,18058,160091,183689,145351,143519,27865,121419,186592,199483,145172,225910,183689,160091,132469, 86608,212696,165882,1,1,133014,174804,0.4321,0.4060,0.2,1.0,0,-0.0923297
4378,1,678323,554082,0.004193461,0.9648,0.23887,622770, 4480,11363,5514, 5770,199,2027,26200,514727, 3438, 7426,4155,4652,164,1563,17957,158335,184696,144023,144254,27230,122076,185053,200970,143718,227263,184696,158335,133165, 85626,214116,164385,1,1,131672,175852,0.4282,0.4021,0.0,0.8,0, 0.0046060
4378,2,684036,556003,0.004193461,0.9648,0.21665,605494,20635,15246,1779,10898,208,2403,27373,502777,13113,10230,1448,8684,168,1802,17781,199400,150897,176939,128057,39038,101425,250017,159797,203523,190379,150897,199400,114741,107989,175088,226770,1,1,173783,146111,0.5433,0.5108,0.8,0.8,0, 0.0046060
4379,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
