draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4304,2,679176,556238,0.002941222,0.9772,0.23780,622293, 4773,11938,5495, 6014,171,2075,26417,515784, 3708, 7933,4104,4924,152,1570,18063,166323,180440,151736,141964,27681,119666,195968,196083,153256,223359,180440,166323,130815, 89708,209721,174612,1,0,138993,172302,0.4465,0.4182,0.2,0.8,0, 0.0130028
4305,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4305,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4306,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4306,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4307,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4307,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4308,1,679093,553781,0.003063069,0.9572,0.23668,617777, 9436,11762,5553, 5783,195,2068,26519,511275, 6166, 7689,4165,4699,174,1593,18020,158109,182197,142625,142037,27476,120404,184755,198018,143908,224151,182197,158109,131221, 85051,211084,164331,1,2,131375,173361,0.4311,0.4050,0.2,1.0,0,-0.0949538
4308,2,683266,556304,0.003063069,0.9572,0.24047,610487,15679,14847,1740,10885,212,2362,27054,506229,10385, 9967,1438,8637,158,1772,17718,199626,153396,178337,130274,38792,103097,250315,162749,203333,193491,153396,199626,116685,108564,178120,226824,1,2,174081,148601,0.5395,0.5070,0.8,1.0,0,-0.0949538
4309,1,679390,553492,0.002627061,0.9487,0.22057,605363,16808,14912,1726,10968,235,2401,26977,502557,11124,10028,1424,8690,179,1804,17686,199159,151317,177837,128278,39085,101188,249609,160510,202982,190993,151317,199159,114733,108461,175752,226296,1,2,173734,146457,0.5426,0.5103,0.8,0.8,0, 0.0040800
4309,2,682969,556593,0.002627061,0.9487,0.22936,622901, 8307,11697,5567, 5700,172,2029,26596,514947, 5427, 7628,4179,4646,153,1561,18052,158576,184276,143125,144033,27183,122313,185461,200257,144259,226649,184276,158576,133173, 85154,213453,164860,1,2,131721,175506,0.4287,0.4025,0.0,0.8,0, 0.0040800
4310,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4310,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4311,1,681780,557759,0.000881559,0.9762,0.25355,625891, 4552,11455,5506, 5856,187,2053,26280,518048, 3519, 7543,4135,4737,158,1586,18033,162641,183699,148625,144136,27682,121703,190780,200204,148349,227139,183699,162641,132919, 88153,213672,169565,1,0,135615,175376,0.4361,0.4091,0.2,1.0,0,-0.0892003
4311,2,680579,552326,0.000881559,0.9762,0.28279,602373,20563,15154,1787,10812,220,2377,27293,499456,13032,10113,1468,8599,174,1779,17705,195094,151894,172337,128175,38586,101798,244290,160563,198892,190503,151894,195094,114987,105461,175533,221591,1,0,169840,146587,0.5367,0.5050,0.8,1.0,0,-0.0892003
4312,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4312,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4313,1,683683,558445,0.003675243,0.9648,0.23752,627001, 5198,11528,5525, 5661,178,2044,26548,518376, 3871, 7595,4140,4616,154,1581,18112,161905,184938,146990,144859,27483,122411,190087,200822,147927,227731,184938,161905,133635, 87237,214277,169007,1,1,134879,176152,0.4336,0.4068,0.2,1.0,0,-0.0890285
4313,2,678676,551640,0.003675243,0.9648,0.26074,601263,19917,15081,1768,11007,229,2386,27025,499128,12680,10061,1463,8720,178,1784,17626,195830,150655,173972,127452,38785,101090,244983,159945,199314,189911,150655,195830,114271,106378,174928,222149,1,1,170577,145810,0.5391,0.5073,0.8,1.0,0,-0.0890285
4314,1,682403,557402,0.001796149,0.9582,0.23546,626161, 4844,11425,5531, 5803,190,2041,26408,517597, 3643, 7460,4170,4692,162,1572,18106,159467,185434,144925,144948,27359,122914,186371,202072,144774,228539,185434,159467,133931, 86142,215305,165572,1,1,132579,176781,0.4286,0.4024,0.0,0.8,0, 0.0069034
4314,2,679956,552683,0.001796149,0.9582,0.20694,602103,20271,15184,1762,10865,217,2389,27165,499907,12908,10196,1433,8644,170,1793,17632,198268,150159,176037,127363,38909,100587,248699,158695,202467,189103,150159,198268,113975,107473,173899,225583,1,1,172876,145182,0.5435,0.5111,0.8,0.8,0, 0.0069034
4315,1,681075,556928,0.000153410,0.9544,0.13988,610294,14876,14597,1750,10674,207,2394,26283,507743,10032, 9944,1419,8523,170,1807,17290,207146,150981,186687,130016,40042,102329,259913,160153,211245,191767,150981,207146,116172,113364,175960,235579,1,2,181007,147049,0.5518,0.5184,0.8,0.8,0,-0.0065814
4315,2,681284,553157,0.000153410,0.9544,0.25610,617970,10239,12012,5543, 5994,200,2036,27290,509761, 6519, 7712,4184,4813,162,1558,18448,150589,184612,134275,142295,26226,121172,175157,200614,135996,225875,184612,150589,131734, 80251,213244,155577,1,2,124449,174914,0.4157,0.3909,0.0,0.8,0,-0.0065814
4316,1,682798,554709,0.002376026,0.9696,0.27078,604847,20126,15127,1793,10998,230,2410,27267,501776,12843,10074,1494,8717,180,1810,17815,196703,151726,174710,128127,39066,101678,245534,161279,199788,191201,151726,196703,114902,106888,176240,222661,1,1,171160,146802,0.5383,0.5067,0.8,1.0,0,-0.0905250
4316,2,679561,555376,0.002376026,0.9696,0.23959,623417, 4989,11482,5500, 5670,177,2020,26306,515728, 3708, 7582,4109,4619,152,1555,17923,161032,183867,146252,144184,27202,121823,189536,199488,147453,226441,183867,161032,133004, 86727,212965,168495,1,1,134295,175161,0.4340,0.4069,0.2,1.0,0,-0.0905250
4317,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4317,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4318,1,681315,557556,0.000198920,0.9753,0.25025,625492, 4545,11463,5492, 5854,187,2053,26229,517892, 3516, 7554,4123,4728,158,1586,17999,163043,183461,149054,144042,27678,121576,191569,199860,149020,226931,183461,163043,132809, 88366,213396,170295,1,0,136073,175174,0.4372,0.4101,0.2,1.0,0,-0.0889192
4318,2,681044,552529,0.000198920,0.9753,0.29434,602772,20570,15146,1801,10814,220,2377,27344,499612,13035,10102,1480,8608,174,1779,17739,194692,152132,171908,128269,38590,101925,243501,160907,198221,190711,152132,194692,115097,105249,175809,220861,1,0,169383,146789,0.5357,0.5041,0.8,1.0,0,-0.0889192
4319,1,680866,552391,0.000460231,0.9743,0.29109,602847,20522,15103,1795,10739,220,2365,27275,499678,12988,10070,1476,8544,174,1772,17689,194345,152247,171578,128435,38512,102078,243300,161130,198020,190965,152247,194345,115257,105045,176047,220660,1,1,169151,146971,0.5351,0.5034,0.8,1.0,0,-0.0888714
4319,2,681493,557694,0.000460231,0.9743,0.25416,625417, 4593,11506,5498, 5929,187,2065,26298,517826, 3563, 7586,4127,4792,158,1593,18049,163390,183346,149384,143876,27756,121423,191770,199637,149221,226677,183346,163390,132649, 88570,213157,170496,1,1,136304,174992,0.4379,0.4107,0.2,1.0,0,-0.0888714
4320,1,679250,555488,0.002832587,0.9658,0.20926,623760, 4390,11306,5510, 5743,193,2052,26296,516143, 3378, 7374,4150,4639,163,1574,18067,159527,183983,145158,143718,27574,121589,186344,200777,144783,227082,183983,159527,132653, 86366,213929,165564,1,0,132677,175430,0.4306,0.4045,0.2,1.0,0,-0.0919364
4320,2,683109,554597,0.002832587,0.9658,0.25266,604504,20725,15303,1783,10925,214,2378,27277,501361,13173,10282,1453,8697,169,1791,17671,198208,151610,175804,128593,38694,101912,248726,159990,202458,190560,151610,198208,115253,107249,175275,225592,1,0,172778,146533,0.5411,0.5086,0.8,1.0,0,-0.0919364
4321,1,683589,559100,0.003537247,0.9743,0.25453,627556, 4559,11485,5503, 5850,189,2055,26392,519287, 3514, 7568,4132,4729,160,1587,18123,163099,184181,149067,144429,27771,121928,191284,200620,148781,227633,184181,163099,133178, 88419,214127,170033,1,0,136000,175758,0.4362,0.4093,0.2,1.0,0,-0.0884555
4321,2,678770,550985,0.003537247,0.9743,0.28685,600708,20556,15124,1790,10818,218,2375,27181,498217,13037,10088,1471,8607,172,1778,17615,194636,151412,171895,127882,38497,101573,243786,160147,198460,190009,151412,194636,114728,105196,175078,221123,1,0,169455,146205,0.5368,0.5050,0.8,1.0,0,-0.0884555
4322,1,681780,557759,0.000881559,0.9762,0.25355,625891, 4552,11455,5506, 5856,187,2053,26280,518048, 3519, 7543,4135,4737,158,1586,18033,162641,183699,148625,144136,27682,121703,190780,200204,148349,227139,183699,162641,132919, 88153,213672,169565,1,0,135615,175376,0.4361,0.4091,0.2,1.0,0,-0.0892003
4322,2,680579,552326,0.000881559,0.9762,0.28279,602373,20563,15154,1787,10812,220,2377,27293,499456,13032,10113,1468,8599,174,1779,17705,195094,151894,172337,128175,38586,101798,244290,160563,198892,190503,151894,195094,114987,105461,175533,221591,1,0,169840,146587,0.5367,0.5050,0.8,1.0,0,-0.0892003
4323,1,683347,558682,0.003181981,0.9610,0.20471,627368, 4375,11343,5556, 5788,197,2032,26688,519038, 3363, 7366,4183,4671,165,1565,18331,159227,185085,144391,144186,27572,122026,186150,201885,144602,228119,185085,159227,133106, 85981,215002,165376,1,0,132388,176260,0.4289,0.4030,0.2,1.0,0,-0.0912494
4323,2,679012,551403,0.003181981,0.9610,0.23010,600896,20740,15266,1737,10880,210,2398,26885,498466,13188,10290,1420,8665,167,1800,17407,198508,150508,176571,128125,38696,101475,248920,158882,202639,189523,150508,198508,114800,107634,174203,225779,1,0,173067,145703,0.5429,0.5103,0.8,1.0,0,-0.0912494
4324,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4324,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4325,1,682969,557854,0.002627061,0.9686,0.24949,626657, 4913,11429,5536, 5826,194,2029,26385,518075, 3632, 7484,4164,4693,163,1567,18076,159035,186185,144569,145376,27323,123048,185784,202611,144273,229056,186185,159035,134212, 85946,215833,165029,1,0,132197,177255,0.4272,0.4012,0.0,0.8,0, 0.0070125
4325,2,679390,552231,0.002627061,0.9686,0.24063,601607,20202,15180,1757,10842,213,2401,27188,499429,12919,10172,1439,8643,169,1798,17662,198700,149408,176393,126935,38945,100453,249286,158156,202968,188586,149408,198700,113694,107669,173371,226127,1,0,173258,144708,0.5449,0.5124,0.8,0.8,0, 0.0070125
4326,1,680997,553483,0.000267918,0.9667,0.25908,603163,20164,15112,1787,11028,230,2409,27104,500664,12869,10073,1481,8738,178,1807,17673,196511,151118,174472,127770,39008,101351,245438,160344,199712,190297,151118,196511,114561,106740,175321,222575,1,0,171028,146176,0.5392,0.5075,0.8,1.0,0,-0.0897794
4326,2,681362,556602,0.000267918,0.9667,0.23700,625101, 4951,11497,5506, 5640,177,2021,26469,516840, 3682, 7583,4122,4598,154,1558,18065,161224,184475,146490,144541,27260,122150,189632,200423,147529,227345,184475,161224,133345, 86875,213884,168580,1,0,134427,175786,0.4333,0.4064,0.2,1.0,0,-0.0897794
4327,1,684222,559565,0.004466517,0.9563,0.16265,612124,15029,14927,1804,10996,203,2394,26745,509401,10144,10118,1491,8760,171,1805,17675,206876,150996,186005,130083,39609,102152,259405,160355,210902,192272,150996,206876,116117,112807,176313,235153,1,1,180559,147172,0.5509,0.5174,0.8,0.8,0,-0.0062625
4327,2,678137,550520,0.004466517,0.9563,0.25876,616140,10086,11682,5489, 5672,204,2036,26828,508103, 6407, 7538,4112,4576,161,1560,18063,150859,184597,134957,142228,26659,121349,175665,200412,136339,225370,184597,150859,131789, 80808,212891,156002,1,1,124896,174791,0.4168,0.3921,0.0,0.8,0,-0.0062625
4328,1,679204,553051,0.002900117,0.9411,0.26129,620021, 6885,11715,5540, 5881,201,2059,26902,511660, 4823, 7541,4170,4744,168,1583,18362,152714,184835,137252,142673,26692,121390,177110,201301,137431,226448,184835,152714,132031, 81972,213875,157270,1,2,126240,175330,0.4186,0.3937,0.0,0.8,0,-0.0035716
4328,2,683155,557034,0.002900117,0.9411,0.15802,608243,18230,14894,1753,10787,206,2371,26671,505844,11728,10115,1433,8592,164,1782,17376,205021,150758,183710,129638,39576,102111,257960,159466,209810,191194,150758,205021,115875,111643,175330,233885,1,2,179215,146633,0.5500,0.5166,0.8,0.8,0,-0.0035716
4329,1,684398,556305,0.004724893,0.9620,0.22425,605844,20619,15303,1790,10897,206,2409,27330,503053,13093,10249,1456,8691,169,1807,17787,199438,151304,177065,128331,39026,101633,250109,160189,203616,190792,151304,199438,114982,108045,175491,226863,1,2,173851,146450,0.5428,0.5103,0.8,0.8,0, 0.0040894
4329,2,677961,553780,0.004724893,0.9620,0.24098,622420, 4496,11306,5503, 5771,201,2021,26243,514451, 3458, 7407,4147,4645,163,1558,17951,158297,184289,143897,143980,27242,121868,184961,200578,143625,226850,184289,158297,132924, 85570,213714,164293,1,2,131604,175513,0.4285,0.4024,0.0,0.8,0, 0.0040894
4330,1,683932,559024,0.004040785,0.9591,0.24318,626781, 5573,11465,5530, 5907,199,2051,26426,518645, 4060, 7521,4160,4759,170,1591,18118,160095,184939,145519,144472,27662,122343,186810,201205,145244,227646,184939,160095,133408, 86591,214426,166027,1,2,133066,176121,0.4304,0.4042,0.2,1.0,0,-0.0910055
4330,2,678427,551061,0.004040785,0.9591,0.22935,601483,19542,15144,1763,10761,208,2379,27147,498859,12491,10135,1443,8577,162,1774,17620,197640,150654,175443,127839,38606,101158,248260,159562,201997,189996,150654,197640,114498,107024,174779,225128,1,2,172389,145842,0.5417,0.5092,0.8,1.0,0,-0.0910055
4331,1,682024,556358,0.001239761,0.9544,0.22983,622380, 7571,11719,5548, 5823,190,2055,26738,514800, 5135, 7667,4167,4718,163,1573,18135,158821,183570,143203,143256,27458,121405,186021,198976,144857,225336,183570,158821,132331, 85330,212156,165439,1,2,132072,174509,0.4308,0.4045,0.0,0.8,0, 0.0033421
4331,2,680335,553727,0.001239761,0.9544,0.22716,605884,17544,14890,1745,10845,217,2375,26835,502704,11416, 9989,1436,8618,169,1792,17603,198914,152023,177759,129055,38810,102096,249049,161791,202384,192306,152023,198914,115575,108285,177049,225717,1,2,173383,147454,0.5404,0.5081,0.8,0.8,0, 0.0033421
4332,1,683896,558471,0.003987936,0.9639,0.22497,627770, 4375,11476,5545, 5748,195,2050,26737,518753, 3353, 7451,4172,4639,163,1566,18374,158605,185268,143842,144167,27469,122145,185277,202486,143874,228502,185268,158605,133156, 85655,215494,164575,1,0,131813,176514,0.4275,0.4017,0.0,0.8,0, 0.0055629
4332,2,678463,551614,0.003987936,0.9639,0.24114,600494,20740,15133,1748,10920,212,2380,26836,498751,13198,10205,1431,8697,169,1799,17364,199130,150325,177120,128144,38799,101356,249793,158281,203367,189140,150325,199130,114750,107959,173711,226580,1,0,173642,145449,0.5442,0.5114,0.8,0.8,0, 0.0055629
4333,1,684570,560518,0.004977396,0.9772,0.23689,627105, 4811,12039,5509, 6196,173,2095,26642,519703, 3729, 7997,4122,5051,154,1584,18178,168553,181391,153815,142916,28049,120370,198828,197014,155649,224670,181391,168553,131643, 90932,210842,177238,1,1,140979,173272,0.4486,0.4201,0.4,1.0,0,-0.0846110
4333,2,677789,549567,0.004977396,0.9772,0.34140,601159,20304,14570,1784,10472,234,2335,26931,497801,12822, 9659,1481,8285,178,1781,17560,189182,154202,167147,129395,38219,103131,236242,163753,191592,192972,154202,189182,116263,102683,178363,213917,1,1,164476,148691,0.5252,0.4948,0.6,1.0,0,-0.0846110
4334,1,683459,557137,0.003346401,0.9629,0.23413,621504, 9656,11830,5574, 5821,201,2079,26794,514293, 6258, 7730,4187,4727,175,1607,18160,159035,183061,143479,142742,27719,120906,185950,198523,144896,224801,183061,159035,131824, 85599,211662,165423,1,1,132216,174007,0.4318,0.4057,0.2,1.0,0,-0.0935836
4334,2,678900,552948,0.003346401,0.9629,0.23829,606760,15459,14779,1719,10847,206,2351,26779,503211,10293, 9926,1416,8609,157,1758,17578,198700,152532,177483,129569,38549,102595,249120,162244,202345,192841,152532,198700,116082,108016,177543,225733,1,1,173240,147956,0.5394,0.5069,0.8,1.0,0,-0.0935836
4335,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4335,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4336,1,680607,552313,0.000840454,0.9629,0.27323,603546,19641,15019,1775,10896,220,2366,27144,500071,12487,10004,1472,8634,165,1765,17715,196033,151839,174215,128356,38849,101855,244892,161621,199139,191532,151839,196033,115105,106532,176577,222016,1,1,170626,147041,0.5371,0.5055,0.8,1.0,0,-0.0902057
4336,2,681752,557772,0.000840454,0.9629,0.23939,624718, 5474,11590,5518, 5772,187,2064,26429,517433, 4064, 7652,4131,4702,167,1600,18023,161702,183754,146747,143955,27419,121646,190178,199146,148102,226110,183754,161702,132801, 87083,212628,169140,1,1,134829,174922,0.4353,0.4082,0.2,1.0,0,-0.0902057
4337,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4337,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4338,1,684320,558030,0.004610385,0.9373,0.18460,623399, 8599,11997,5474, 5890,194,2098,26669,515844, 5673, 7859,4101,4766,165,1620,18002,163511,182766,147501,143757,27964,121194,193175,197302,151315,224803,182766,163511,132476, 87733,211053,172245,1,3,136693,173965,0.4400,0.4126,0.2,1.0,0,-0.0891827
4338,2,678039,552055,0.004610385,0.9373,0.21369,604865,16516,14612,1819,10778,213,2332,26904,501660,10878, 9797,1502,8570,167,1745,17736,194224,152827,173461,128554,38304,102307,241895,163465,195926,192839,152827,194224,115430,105882,178152,218911,1,3,168762,147998,0.5328,0.5014,0.8,1.0,0,-0.0891827
4339,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4339,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
4340,1,679346,551638,0.002691655,0.9363,0.20716,600390,20809,15477,1821,11057,217,2410,27165,498115,13264,10381,1511,8806,175,1801,17585,197180,149649,174753,127310,38867,100805,246384,158222,200671,188490,149649,197180,114057,106810,173356,223527,1,2,171571,144895,0.5421,0.5100,0.8,1.0,0,-0.0890242
4340,2,683013,558447,0.002691655,0.9363,0.19174,627874, 4306,11132,5472, 5611,190,2020,26408,519389, 3287, 7275,4092,4530,157,1564,18153,160555,185944,146209,145001,27401,122696,188686,202545,146570,229152,185944,160555,133849, 86805,215848,167628,1,2,133884,177068,0.4306,0.4041,0.2,1.0,0,-0.0890242
4341,1,681839,557462,0.000968174,0.9601,0.14408,610795,14841,14639,1740,10656,200,2357,26611,508135, 9986, 9910,1426,8505,164,1774,17562,205353,151838,183917,129965,39601,102248,257818,161414,209653,192892,151838,205353,116106,111759,177153,233735,1,1,179268,147671,0.5483,0.5152,0.8,0.8,0,-0.0050240
4341,2,680520,552623,0.000968174,0.9601,0.28423,617469,10274,11970,5553, 6012,207,2073,26962,509369, 6565, 7746,4177,4831,168,1591,18176,152382,183755,137045,142346,26667,121253,177252,199353,137588,224750,183755,152382,131800, 81856,212052,157420,1,1,126187,174291,0.4200,0.3949,0.0,0.8,0,-0.0050240
4342,1,682743,554187,0.002295283,0.9420,0.23010,619574,10224,11910,5577, 5914,215,2039,27290,510968, 6519, 7651,4195,4750,172,1571,18361,150667,184677,134684,141987,26751,121190,175389,200149,136135,225030,184677,150667,131589, 80718,212589,155762,1,2,124725,174607,0.4167,0.3922,0.0,0.8,0,-0.0067434
4342,2,679616,555898,0.002295283,0.9420,0.13255,608690,14891,14699,1716,10754,192,2391,26283,506536,10032,10005,1408,8586,160,1794,17377,207068,150916,186278,130324,39517,102311,259681,160618,211106,192612,150916,207068,116317,112897,176615,235393,1,2,180730,147356,0.5509,0.5172,0.8,0.8,0,-0.0067434
4343,1,678770,550985,0.003537247,0.9743,0.28685,600708,20556,15124,1790,10818,218,2375,27181,498217,13037,10088,1471,8607,172,1778,17615,194636,151412,171895,127882,38497,101573,243786,160147,198460,190009,151412,194636,114728,105196,175078,221123,1,0,169455,146205,0.5368,0.5050,0.8,1.0,0,-0.0884555
4343,2,683589,559100,0.003537247,0.9743,0.25453,627556, 4559,11485,5503, 5850,189,2055,26392,519287, 3514, 7568,4132,4729,160,1587,18123,163099,184181,149067,144429,27771,121928,191284,200620,148781,227633,184181,163099,133178, 88419,214127,170033,1,0,136000,175758,0.4362,0.4093,0.2,1.0,0,-0.0884555
4344,1,682268,557044,0.001597964,0.9582,0.23049,626069, 4833,11394,5531, 5799,188,2029,26425,517345, 3587, 7454,4165,4681,158,1561,18093,158974,185943,144555,145324,27283,123154,185760,202594,144222,229048,185943,158974,134239, 85919,215821,164991,1,0,132159,177213,0.4272,0.4011,0.0,0.8,0, 0.0068773
4344,2,680091,553041,0.001597964,0.9582,0.19782,602195,20282,15215,1762,10869,219,2401,27148,500159,12964,10202,1438,8655,174,1804,17645,198761,149650,176407,126987,38985,100347,249310,158173,203019,188594,149650,198761,113667,107696,173383,226165,1,0,173297,144750,0.5449,0.5124,0.8,0.8,0, 0.0068773
4345,1,678926,550682,0.003308232,0.9743,0.31850,600788,20567,15109,1791,10802,220,2368,27281,497871,13032,10069,1474,8601,174,1775,17686,193769,151527,171029,127719,38501,101493,242507,160317,197406,189989,151527,193769,114606,104765,175153,219956,1,0,168642,146209,0.5356,0.5041,0.8,1.0,0,-0.0876788
4345,2,683433,559403,0.003308232,0.9743,0.24815,627476, 4548,11500,5502, 5866,187,2062,26292,519633, 3519, 7587,4129,4735,158,1590,18052,163966,184066,149933,144592,27767,122008,192563,200450,149835,227653,184066,163966,133300, 88850,214052,171199,1,0,136813,175754,0.4377,0.4105,0.2,1.0,0,-0.0876788
4346,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
4346,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
