draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2572,2,542837,424987,0.0013364385,0.9619,0.2111,20520,446921,2660,35961,4238,432,2274,29831,13927,360065,1975,24191,3477,352,1711,19289,135905, 93762,113140,133903,164937,82077,135181,106880,114644,132787,166764,128301,161476,141940,159530,131207,168813,129709,171760,125385,137291,104155,114644,132787,165669,131309,0,0,120595,149215,0.4470,0.4471,0.2,0.2,0,0.2579
2573,1,543718,426895,0.0029615624,0.9712,0.4493,20539,451293,2725,32428,4242,436,2247,29808,13937,364036,2034,22045,3481,354,1697,19311,136887, 93332,113573,133971,165597,81931,136097,106453,115545,132170,168002,127731,162705,141403,160673,130735,170145,129076,173037,124811,138039,103922,115545,132170,166913,130752,0,0,120161,150226,0.4444,0.4446,0.2,0.3,0,0.2083
2573,2,540507,423228,0.0029615624,0.9712,0.2661,24660,450025,2352,32164,3835,403,2127,24941,15971,363517,1747,20672,3185,288,1629,16219,142351, 84374,122538,121960,167167,77036,141373, 98405,120417,121703,175597,117052,170464,131056,167871,120122,178173,117945,179898,114804,143357, 95445,120417,121703,174401,120196,0,0,110445,156584,0.4136,0.4139,0.1,0.3,0,0.2083
2574,1,542508,418584,0.0007295534,0.9652,0.2930,23526,433285,3075,50248,3422,438,1900,26614,14896,347608,2300,32492,2836,327,1408,16717,144696, 77306,119984,118541,169667,69006,140707, 94702,118218,113511,173072,100923,166301,115754,164073,105141,173983,103860,175645,100401,143762, 89890,118218,113511,170614,105216,2,1, 99914,154634,0.3925,0.3933,0.0,0.2,0,0.2543
2574,2,541717,431539,0.0007295534,0.9652,0.2208,21673,468033,2002,14344,4655,401,2474,28135,15012,379945,1481,10225,3830,315,1918,18813,134542,100400,116128,137389,163097,89961,136763,110157,117743,140362,170527,143860,166868,156705,164471,145717,174335,143162,177290,139214,137633,109476,117743,140362,170699,145732,2,1,130693,152176,0.4620,0.4617,0.2,0.2,0,0.2543
2575,1,543105,423652,0.0018308008,0.9695,0.3341,24300,449589,2372,35320,3769,384,1922,25449,15667,362308,1748,22626,3129,278,1452,16444,142045, 84106,121720,122775,167015,76979,140479, 99242,118774,122064,174069,115882,168821,130048,166067,119332,176263,117228,178193,113916,142814, 95777,118774,122064,172682,119281,1,0,110156,155344,0.4149,0.4153,0.2,0.4,0,0.1586
2575,2,541120,426471,0.0018308008,0.9695,0.3304,20899,451729,2705,29272,4308,455,2452,29300,14241,365245,2033,20091,3537,364,1874,19086,137192, 93600,114392,133155,165748,81989,136991,105617,117188,131808,169530,128901,164348,142411,162477,131526,172056,129793,174742,125699,138582,103590,117188,131808,168631,131666,1,0,120450,151466,0.4430,0.4431,0.2,0.4,0,0.1586
2576,1,544566,422946,0.0045258134,0.9766,0.5509,25177,446147,3236,36216,4254,450,2085,27001,16263,358336,2432,23284,3544,335,1547,17205,141643, 79922,121548,117599,167695,71178,141257, 93503,118978,116212,172789,110797,168389,123925,166069,112981,174944,111669,177104,108317,143035, 90552,118978,116212,171859,113538,1,0,104610,155041,0.4029,0.4031,0.0,0.2,0,0.2552
2576,2,539659,427177,0.0045258134,0.9766,0.2910,20022,455171,1841,28376,3823,389,2289,27748,13645,369217,1349,19433,3122,307,1779,18325,137594, 97783,114564,138331,165069,87790,136213,111356,116984,137660,170810,133986,164780,148534,162475,137877,173375,135352,175832,131298,138361,108815,116984,137660,169455,137410,1,0,125996,151769,0.4536,0.4539,0.2,0.2,0,0.2552
2577,1,541153,432354,0.0017699278,0.9685,0.2350,22723,466912,2082,14570,4638,375,2431,27422,15752,380285,1548,10418,3808,300,1899,18344,129913,105592,110699,144864,159633,95105,131965,116838,111567,147250,163862,148577,159000,162961,156832,151672,166788,149169,170264,144530,133053,115600,111567,147250,163349,151382,1,0,136656,146052,0.4834,0.4832,0.3,0.3,0,0.2006
2577,2,543072,417769,0.0017699278,0.9685,0.3985,22476,434406,2995,50022,3439,464,1943,27327,14156,347268,2233,32299,2858,342,1427,17186,149324, 72114,125413,111066,173131,63862,145505, 88021,124394,106623,179737, 96206,174169,109498,171712, 99186,181531, 97853,182671, 95085,148343, 83767,124394,106623,177964, 99565,1,0, 93951,160758,0.3689,0.3697,0.0,0.3,0,0.2006
2578,1,540909,421654,0.0022200189,0.9630,0.2729,24265,445754,2388,37346,3776,382,1900,25098,15668,359269,1763,23938,3130,276,1427,16183,140609, 83438,120434,121694,165240,76293,139079, 98320,117206,121143,171296,114959,166003,129105,163455,118245,173531,116221,175242,113090,141340, 94938,117206,121143,169906,118324,0,0,109250,153209,0.4163,0.4165,0.2,0.4,0,0.1586
2578,2,543316,428469,0.0022200189,0.9630,0.2291,20934,455564,2689,27246,4301,457,2474,29651,14240,368284,2018,18779,3536,366,1899,19347,138628, 94268,115678,134236,167524,82674,138391,106539,118755,132729,172303,129824,167166,143354,165088,132612,174788,130801,177693,126525,140056,104429,118755,132729,171408,132624,0,0,121356,153601,0.4414,0.4416,0.2,0.4,0,0.1586
2579,1,544117,429614,0.0036975720,0.9712,0.3130,20979,456104,2714,27635,4325,459,2461,29440,14283,369079,2050,19162,3553,368,1878,19241,137402, 94889,114291,134956,165974,83478,137062,107234,117195,133368,170002,130357,164644,144067,162711,133116,172428,131388,175147,127244,138683,105139,117195,133368,168987,133234,0,0,122010,151686,0.4458,0.4460,0.2,0.3,0,0.2079
2579,2,540108,420509,0.0036975720,0.9712,0.3545,24220,445214,2363,36957,3752,380,1913,25309,15625,358474,1731,23555,3113,274,1448,16289,141835, 82816,121820,120975,166790,75489,140408, 97625,118766,120504,173597,114426,168525,128392,165833,117742,175890,115634,177788,112371,142713, 94228,118766,120504,172327,117713,0,0,108597,155125,0.4118,0.4121,0.1,0.3,0,0.2079
2580,1,541128,419824,0.0018160437,0.9674,0.4208,23759,445067,2425,37368,3940,391,1909,26269,15238,357148,1786,23818,3272,289,1421,16852,140471, 83805,120801,122131,168157,74281,138771, 99278,118313,121580,172357,116803,167973,130171,165111,119873,174768,118003,177376,114161,142050, 94875,118313,121580,171517,119802,3,0,110008,154409,0.4160,0.4162,0.2,0.4,0,0.1586
2580,2,543097,430299,0.0018160437,0.9674,0.2336,21440,456251,2652,27224,4137,448,2465,28480,14670,370405,1995,18899,3394,353,1905,18678,138766, 93901,115311,133799,164607,84687,138699,105580,117648,132292,171242,127980,165196,142288,163433,130985,173551,129018,175559,125454,139346,104492,117648,132292,169796,131145,3,0,120598,152401,0.4418,0.4420,0.2,0.4,0,0.1586
2581,1,542842,415850,0.0013456616,0.9592,0.2110,22796,433133,3017,50048,3680,478,2001,27689,14329,344817,2236,32361,3025,351,1435,17296,146148, 71143,123332,108490,169847,62641,142856, 86253,121706,104880,176840, 95543,171566,108505,169025, 98292,178927, 96857,180164, 94115,145545, 82133,121706,104880,175304, 98662,1,0, 92671,158040,0.3696,0.3704,0.0,0.3,0,0.1982
2581,2,541383,434273,0.0013456616,0.9592,0.1686,22403,468185,2060,14544,4397,361,2373,27060,15579,382736,1545,10356,3641,291,1891,18234,133089,106562,112780,147440,162917,96327,134614,118605,114255,148993,166759,149240,161603,163954,159519,152566,169392,150165,172772,145500,135851,117234,114255,148993,166009,152285,1,0,137935,148770,0.4811,0.4809,0.3,0.3,0,0.1982
2582,1,541486,423138,0.0011556642,0.9701,0.3135,24693,449790,2481,32497,3967,394,1987,25677,15984,362763,1831,20860,3285,288,1491,16636,138853, 88090,119404,126340,166080,79047,137610,103084,116655,125928,170666,121408,165705,135430,162865,125011,172939,122797,175477,118958,140486, 99142,116655,125928,169531,124721,1,0,114609,152625,0.4289,0.4291,0.2,0.4,0,0.1586
2582,2,542739,426985,0.0011556642,0.9701,0.3301,20506,451528,2596,32095,4110,445,2387,29072,13924,364790,1950,21857,3381,354,1835,18894,140384, 89616,116708,129590,166684,79921,139859,101774,119306,127945,172933,123375,167464,137029,165679,125846,175379,124225,177458,120657,140910,100225,119306,127945,171783,126227,1,0,115998,154185,0.4293,0.4296,0.2,0.4,0,0.1586
2583,1,543245,430797,0.0020890498,0.9793,0.3205,20361,461607,1894,25093,3800,387,2349,27754,13894,374438,1376,17438,3100,304,1825,18422,140132, 97509,116803,138338,167776,87432,138807,110940,119664,137283,174593,133780,168591,148276,166289,137634,177091,135043,179634,130984,140880,108554,119664,137283,173240,137144,2,0,125722,154938,0.4480,0.4483,0.2,0.3,0,0.2067
2583,2,540980,419326,0.0020890498,0.9793,0.5747,24838,439711,3183,39499,4277,452,2025,26995,16014,353115,2405,25279,3566,338,1501,17108,139105, 80197,119309,117593,164988,71536,138663, 93919,116298,116590,169006,111003,164578,124183,162255,113224,171227,111979,173302,108630,140516, 90813,116298,116590,168074,113804,2,0,104885,151873,0.4085,0.4087,0.1,0.3,0,0.2067
2584,1,542358,433686,0.0004528580,0.9685,0.1876,22141,469840,1966,14002,4442,390,2449,27128,15396,382709,1451,10027,3659,300,1908,18236,135107, 99782,116278,136608,160610,91867,137458,109029,117206,139614,170711,141673,166255,155199,164101,143738,174328,141054,176543,137725,137364,109322,117206,139614,170388,143878,2,0,129629,151859,0.4605,0.4604,0.2,0.2,0,0.2547
2584,2,541867,416437,0.0004528580,0.9685,0.3888,23058,431478,3111,50590,3635,449,1925,27621,14512,344844,2330,32690,3007,342,1418,17294,144130, 77924,119834,119322,172153,67101,140012, 95830,118756,114259,172887,103110,166914,117260,164442,107120,173990,105967,176392,101890,144032, 90045,118756,114259,170925,107070,2,0,100978,154951,0.3946,0.3952,0.0,0.2,0,0.2547
2585,1,541720,429361,0.0007240195,0.9560,0.2627,21388,462676,2735,18504,4333,456,2503,29125,14618,374598,2055,13179,3555,368,1917,19071,136716, 95216,113380,135688,165513,83728,136314,107695,116258,134133,169454,131032,163812,145063,161777,134152,171829,132132,174637,127883,137981,105581,116258,134133,168302,134052,1,1,122672,150969,0.4483,0.4485,0.2,0.3,0,0.2080
2585,2,542505,420762,0.0007240195,0.9560,0.2711,23811,438642,2342,46088,3744,383,1871,25624,15290,352955,1726,29538,3111,274,1409,16459,142521, 82490,122732,120242,167251,75239,141156, 97164,119703,119740,174144,113751,169357,127396,166767,116706,176490,114890,178298,111732,143415, 93786,119703,119740,173011,116895,1,1,107934,155841,0.4092,0.4095,0.1,0.3,0,0.2080
2586,1,544462,432080,0.0043339713,0.9821,0.2895,21666,471712,1880,14602,3917,383,2439,27863,14724,381621,1364,10491,3190,302,1899,18489,141001, 96735,118683,137067,168786,86973,140734,109229,121508,137099,177755,135538,172227,149936,169652,139287,180534,136451,183363,132279,142302,107501,121508,137099,176707,138698,1,0,126059,157424,0.4447,0.4448,0.2,0.4,0,0.1586
2586,2,539763,418043,0.0043339713,0.9821,0.5263,23533,429606,3197,49990,4160,456,1935,26886,15184,345932,2417,32226,3476,340,1427,17041,138236, 80971,117429,118863,163978,71994,136736, 95630,114453,116773,165844,109245,160942,122523,158892,111571,167785,110571,169572,107336,139094, 91866,114453,116773,164607,112249,1,0,104547,149386,0.4117,0.4121,0.2,0.4,0,0.1586
2587,1,540802,428835,0.0024173949,0.9799,0.2839,20470,459553,1854,24784,3837,392,2345,27567,13974,372780,1356,17201,3134,308,1824,18258,138680, 97793,115837,138121,166196,87785,137654,110850,118663,137574,173036,134856,167188,149263,164869,138661,175610,136070,178224,131950,139593,108637,118663,137574,171785,138160,1,0,126292,153596,0.4512,0.4515,0.2,0.2,0,0.2547
2587,2,543423,421288,0.0024173949,0.9799,0.5796,24729,441765,3223,39808,4240,447,2029,27182,15934,354773,2425,25516,3532,334,1502,17272,140557, 79913,120275,117810,166568,71183,139816, 94009,117298,116298,170563,109927,165981,123196,163675,112196,172708,110951,174711,107665,141803, 90730,117298,116298,169528,112787,1,0,104314,153215,0.4051,0.4054,0.0,0.2,0,0.2547
2588,1,541859,432905,0.0004676151,0.9690,0.2420,21959,469120,1937,14214,4477,406,2450,27296,15262,381815,1432,10165,3682,316,1914,18319,134484, 99958,115598,136953,160211,91935,136696,109441,116454,139892,169836,141908,165251,155602,163043,144147,173420,141436,175662,138050,136748,109572,116454,139892,169442,144228,2,0,129932,151065,0.4624,0.4622,0.2,0.2,0,0.2549
2588,2,542366,417218,0.0004676151,0.9690,0.4442,23240,432198,3140,50378,3600,433,1924,27453,14646,345738,2349,32552,2984,326,1412,17211,144753, 77748,120514,118977,172553,67033,140774, 95418,119507,113981,173763,102875,167919,116857,165501,106711,174899,105586,177273,101565,144648, 89795,119507,113981,171871,106719,2,0,100674,155745,0.3926,0.3933,0.0,0.2,0,0.2549
2589,1,543256,418444,0.0021093408,0.9554,0.2422,22269,440210,2237,47333,3184,407,1855,25761,14021,351764,1606,30430,2611,285,1376,16351,149444, 75402,126130,114160,172526,68144,145716, 91459,124391,111316,180560,101578,174618,115512,171936,105240,182852,103068,183701,100510,148453, 87293,124391,111316,178733,105181,3,0, 98638,161187,0.3796,0.3803,0.0,0.2,0,0.2555
2589,2,540969,431679,0.0021093408,0.9554,0.1822,22930,461108,2840,17259,4893,432,2519,28988,15887,375789,2175,12287,4055,357,1950,19179,129794,102303,109982,141770,160237,90823,131754,113400,111570,142556,163039,143205,158551,156947,156608,145618,165466,143954,169234,139105,132943,112074,111570,142556,162580,145766,3,0,131968,145624,0.4754,0.4752,0.2,0.2,0,0.2555
2590,1,541840,434725,0.0005026632,0.9706,0.2096,22424,468462,2049,14540,4384,358,2376,27247,15599,383035,1548,10359,3637,288,1876,18383,132920,107358,112483,148303,162737,97120,134301,119422,114032,149864,166870,150271,161741,164935,159522,153693,169649,151118,173113,146469,135611,118051,114032,149864,166179,153298,1,0,138855,148736,0.4828,0.4827,0.3,0.3,0,0.1978
2590,2,542385,415398,0.0005026632,0.9706,0.3637,22775,432856,3028,50052,3693,481,1998,27502,14309,344518,2233,32358,3029,354,1450,17147,146317, 70347,123629,107627,170027,61848,143169, 85437,121930,104008,176729, 94512,171428,107524,169022, 97165,178670, 95904,179822, 93146,145785, 81316,121930,104008,175134, 97650,1,0, 91751,158074,0.3673,0.3680,0.0,0.3,0,0.1978
2591,1,543787,422794,0.0030888423,0.9755,0.4298,25155,445542,3224,36163,4271,456,2095,26881,16279,358201,2428,23248,3557,341,1567,17173,141899, 80241,121892,117798,167809,71581,141621, 93636,119245,116535,173049,111382,168653,124514,166300,113552,175221,112250,177376,108895,143304, 90816,119245,116535,172120,114118,1,0,105038,155306,0.4035,0.4037,0.0,0.2,0,0.2554
2591,2,540438,427329,0.0030888423,0.9755,0.2246,20044,455776,1853,28429,3806,383,2279,27868,13629,369352,1353,19469,3109,301,1759,18357,137339, 97465,114220,138133,164955,87386,135849,111222,116717,137337,170549,133401,164516,147945,162244,137306,173098,134772,175559,130719,138092,108551,116717,137337,169193,136829,1,0,125568,151504,0.4532,0.4535,0.2,0.2,0,0.2554
2592,1,544810,419333,0.0049759044,0.9723,0.4102,22537,435903,3001,50037,3502,462,1959,27409,14174,348692,2237,32301,2906,340,1441,17242,149556, 72663,125738,111638,173586,64292,145857, 88555,124620,107364,180100, 97136,174558,110454,172149,100075,181973, 98716,183136, 95932,148684, 84288,124620,107364,178383,100462,1,0, 94682,161127,0.3701,0.3709,0.0,0.3,0,0.2012
2592,2,539415,430790,0.0049759044,0.9723,0.2475,22662,465415,2076,14555,4575,377,2415,27340,15734,378861,1544,10416,3760,302,1885,18288,129682,105043,110374,144292,159177,94676,131613,116304,111341,146509,163499,147647,158611,162005,156395,150783,166345,148306,169799,143683,132712,115079,111341,146509,162930,150485,1,0,135925,145683,0.4827,0.4825,0.3,0.3,0,0.2012
2593,1,541786,433561,0.0006022735,0.9592,0.1994,22283,468154,2015,14567,4519,374,2457,27417,15460,381844,1506,10428,3717,302,1927,18377,133109,104662,113219,144493,162409,94441,134419,116433,114940,146115,168428,146650,163415,161087,161078,149967,171206,147389,174531,142847,135790,115008,114940,146115,167732,149588,2,0,135408,149675,0.4750,0.4749,0.2,0.2,0,0.2529
2593,2,542439,416562,0.0006022735,0.9592,0.3745,22916,433164,3062,50025,3558,465,1917,27332,14448,345709,2275,32289,2949,340,1399,17153,146129, 73043,122893,111437,170355,64527,143051, 88425,121021,107757,175171, 98133,169755,111372,167466,100891,177113, 99633,178404, 96768,145606, 84359,121021,107757,173582,101359,2,0, 95198,157135,0.3773,0.3779,0.0,0.2,0,0.2529
2594,1,540574,424767,0.0028379718,0.9587,0.2222,20181,446351,2554,36067,4027,430,2392,28572,13689,360874,1913,24219,3321,338,1820,18593,142352, 88306,119880,126430,167458,79188,141540,100351,120829,125756,173621,120475,168168,133835,166572,122571,176078,121127,177521,118069,142808, 98568,120829,125756,172392,123215,0,0,113611,155402,0.4223,0.4226,0.2,0.4,0,0.1586
2594,2,543651,425356,0.0028379718,0.9587,0.1520,25018,454967,2523,28525,4050,409,1982,26177,16219,366679,1868,18498,3345,304,1506,16937,136885, 89400,116232,129500,165305,79779,135930,104508,115132,128117,169978,124308,165001,138624,161972,128286,172241,125895,175414,121546,138588,100799,115132,128117,168921,127732,0,0,116996,151409,0.4359,0.4361,0.2,0.4,0,0.1586
2595,1,540546,428813,0.0028896216,0.9755,0.2800,20389,459042,1889,24890,4043,384,2344,27565,13936,372488,1382,17255,3302,302,1818,18330,138592, 98661,116000,138901,166343,88542,137786,111629,118736,138434,172752,135774,166986,150134,164655,139504,175408,136884,178018,132795,139681,109433,118736,138434,171564,139018,1,0,127126,153528,0.4530,0.4532,0.2,0.2,0,0.2543
2595,2,543679,421310,0.0028896216,0.9755,0.5610,24810,442276,3188,39702,4034,455,2030,27184,15972,355065,2399,25462,3364,340,1508,17200,140645, 79044,120112,117029,166421,70425,139684, 93230,117225,115439,170846,109009,166183,122325,163888,111353,172911,110137,174918,106819,141715, 89934,117225,115439,169749,111929,1,0,103481,153283,0.4030,0.4033,0.0,0.2,0,0.2543
2596,1,543153,435165,0.0019193433,0.9766,0.2133,22358,470539,1995,13949,4486,395,2450,26981,15595,383985,1485, 9979,3702,303,1922,18194,134050,101491,115442,138147,159180,93901,136755,110304,116259,141615,168917,144718,164499,158273,162447,146627,172711,143916,174778,140734,136358,110960,116259,141615,168671,146854,0,0,131972,150503,0.4672,0.4669,0.2,0.2,0,0.2544
2596,2,541072,414958,0.0019193433,0.9766,0.5081,22841,430779,3082,50643,3591,444,1924,27768,14313,343568,2296,32738,2964,339,1404,17336,145188, 76215,120670,117783,173584,65067,140715, 94555,119702,112257,174682,100065,168670,114186,166097,104231,175608,103106,178157, 98881,145038, 88406,119702,112257,172643,104094,0,0, 98634,156307,0.3869,0.3877,0.0,0.2,0,0.2544
2597,1,543919,416751,0.0033323342,0.9695,0.3818,22765,434449,3013,50006,3659,473,1999,27555,14304,345928,2230,32302,3008,347,1443,17189,147777, 71234,124729,109080,172010,62385,144779, 86475,123027,105422,178033, 95593,172709,108663,170284, 98309,180114, 96958,181257, 94227,147323, 82295,123027,105422,176480, 98749,1,0, 92834,159471,0.3679,0.3687,0.0,0.3,0,0.1992
2597,2,540306,433372,0.0033323342,0.9695,0.2110,22434,466869,2064,14586,4418,366,2375,27194,15604,381625,1551,10415,3658,295,1883,18341,131460,106472,111383,146850,160754,96582,132691,118383,112935,148450,165566,149190,160460,163796,158260,152549,168205,150064,171678,145388,134073,117072,112935,148450,164834,152198,1,0,137772,147339,0.4832,0.4831,0.3,0.3,0,0.1992
2598,1,543787,422794,0.0030888423,0.9755,0.4298,25155,445542,3224,36163,4271,456,2095,26881,16279,358201,2428,23248,3557,341,1567,17173,141899, 80241,121892,117798,167809,71581,141621, 93636,119245,116535,173049,111382,168653,124514,166300,113552,175221,112250,177376,108895,143304, 90816,119245,116535,172120,114118,1,0,105038,155306,0.4035,0.4037,0.0,0.2,0,0.2554
2598,2,540438,427329,0.0030888423,0.9755,0.2246,20044,455776,1853,28429,3806,383,2279,27868,13629,369352,1353,19469,3109,301,1759,18357,137339, 97465,114220,138133,164955,87386,135849,111222,116717,137337,170549,133401,164516,147945,162244,137306,173098,134772,175559,130719,138092,108551,116717,137337,169193,136829,1,0,125568,151504,0.4532,0.4535,0.2,0.2,0,0.2554
2599,1,543414,423704,0.0024007932,0.9755,0.3372,24310,448023,2403,37370,3789,384,1917,25218,15699,361152,1777,23951,3141,278,1446,16260,141619, 83618,121286,122136,166374,76475,140102, 98603,118051,121522,172610,115128,167295,129329,164730,118433,174826,116440,176558,113263,142345, 95210,118051,121522,171204,118518,1,0,109494,154345,0.4150,0.4153,0.2,0.4,0,0.1586
2599,2,540811,426419,0.0024007932,0.9755,0.3041,20889,453295,2674,27222,4288,455,2457,29531,14209,366401,2004,18766,3525,364,1880,19270,137618, 94088,114826,133794,166390,82492,137368,106256,117910,132351,170989,129655,165874,143130,163814,132425,173493,130581,176378,126352,139051,104157,117910,132351,170109,132429,1,0,121112,152466,0.4427,0.4429,0.2,0.4,0,0.1586
2600,1,540425,419040,0.0031128225,0.9777,0.4891,25070,438998,3175,39451,4268,454,2035,26974,16165,352720,2391,25253,3556,340,1510,17105,138762, 80273,119060,117592,164574,71707,138342, 93964,115920,116590,168526,111101,164128,124262,161794,113304,170802,112020,172866,108710,140184, 90886,115920,116590,167623,113879,1,0,104952,151477,0.4093,0.4095,0.1,0.3,0,0.2067
2600,2,543800,431083,0.0031128225,0.9777,0.3148,20129,462320,1902,25141,3809,385,2339,27775,13743,374833,1390,17464,3110,302,1816,18425,140475, 97433,117052,138338,168190,87260,139128,110895,120042,137282,175072,133682,169041,148197,166749,137554,177517,135001,180070,130905,141212,108481,120042,137282,173690,137068,1,0,125655,155333,0.4472,0.4475,0.2,0.3,0,0.2067
2601,1,541628,415582,0.0008937259,0.9560,0.4620,22621,432642,2976,50065,3476,456,1988,27404,14200,345038,2214,32344,2867,333,1459,17127,148857, 71365,124756,110943,173956,62157,145147, 87751,123918,106482,179978, 95509,174382,108855,171905, 98722,181509, 97402,183121, 94180,148178, 83055,123918,106482,178179, 98934,2,0, 93336,160752,0.3673,0.3682,0.0,0.3,0,0.2003
2601,2,542597,434541,0.0008937259,0.9560,0.1925,22578,468676,2101,14527,4601,383,2386,27345,15708,382515,1567,10373,3799,309,1867,18403,130380,106341,111356,144988,158808,96811,132323,117108,112043,147391,163621,149274,158787,163604,156639,152136,166809,149619,169815,145435,133218,116312,112043,147391,163134,152014,2,0,137270,146058,0.4845,0.4843,0.3,0.3,0,0.2003
2602,1,539763,418043,0.0043339713,0.9821,0.5263,23533,429606,3197,49990,4160,456,1935,26886,15184,345932,2417,32226,3476,340,1427,17041,138236, 80971,117429,118863,163978,71994,136736, 95630,114453,116773,165844,109245,160942,122523,158892,111571,167785,110571,169572,107336,139094, 91866,114453,116773,164607,112249,1,0,104547,149386,0.4117,0.4121,0.2,0.4,0,0.1586
2602,2,544462,432080,0.0043339713,0.9821,0.2895,21666,471712,1880,14602,3917,383,2439,27863,14724,381621,1364,10491,3190,302,1899,18489,141001, 96735,118683,137067,168786,86973,140734,109229,121508,137099,177755,135538,172227,149936,169652,139287,180534,136451,183363,132279,142302,107501,121508,137099,176707,138698,1,0,126059,157424,0.4447,0.4448,0.2,0.4,0,0.1586
2603,1,543196,435829,0.0019986626,0.9679,0.2098,22532,469484,2057,14569,4427,365,2394,27368,15684,383892,1549,10399,3667,295,1886,18457,133160,106740,112768,147470,162594,96767,134266,118812,114504,148940,167580,149593,162447,164299,160173,153033,170279,150441,173725,145820,135698,117448,114504,148940,166841,152638,0,0,138191,149149,0.4809,0.4808,0.3,0.3,0,0.1979
2603,2,541029,414294,0.0019986626,0.9679,0.3734,22667,431834,3020,50023,3650,474,1980,27381,14224,343661,2232,32318,2999,347,1440,17073,146077, 70966,123344,108460,170170,62200,143204, 86046,121457,104932,176018, 95190,170722,108160,168370, 97825,178040, 96581,179210, 93795,145698, 81919,121457,104932,174472, 98310,0,0, 92415,157661,0.3695,0.3703,0.0,0.3,0,0.1979
2604,1,541615,428826,0.0009177062,0.9728,0.2340,20233,457164,1841,28418,3788,383,2313,27475,13787,370903,1339,19407,3090,301,1796,18203,139015, 97655,115836,138291,166558,87570,137766,111020,118585,137617,172973,134043,166989,148543,164693,137906,175509,135339,177994,131271,139795,108634,118585,137617,171631,137421,2,0,125925,153592,0.4505,0.4508,0.2,0.2,0,0.2546
2604,2,542610,421297,0.0009177062,0.9728,0.4105,24966,444154,3236,36174,4289,456,2061,27274,16121,356650,2442,23310,3576,341,1530,17327,140222, 80051,120276,117640,166206,71398,139704, 93839,117377,116255,170626,110740,166180,123916,163851,112952,172810,111682,174942,108344,141601, 90733,117377,116255,169682,113527,2,0,104681,153219,0.4059,0.4062,0.0,0.2,0,0.2546
2605,1,542775,428871,0.0012220711,0.9788,0.2484,20135,456663,1857,29728,3813,383,2282,27914,13679,370041,1355,20232,3116,301,1762,18385,137932, 97801,114678,138687,165667,87675,136443,111626,117146,137934,171243,133901,165166,148532,162904,137824,173785,135301,176247,131219,138681,108947,117146,137934,169869,137356,1,0,126050,152121,0.4531,0.4534,0.2,0.2,0,0.2550
2605,2,541450,421252,0.0012220711,0.9788,0.4511,25064,444655,3220,34864,4264,456,2092,26835,16229,357512,2426,22485,3550,341,1564,17145,141305, 79905,121434,117243,167097,71293,141027, 93232,118815,115938,172356,110882,168003,123927,165639,113033,174534,111721,176689,108396,142715, 90420,118815,115938,171444,113592,1,0,104557,154689,0.4033,0.4035,0.0,0.2,0,0.2550
2606,1,544774,427315,0.0049094976,0.9706,0.2418,24785,457432,2371,28630,3834,402,2128,25192,16066,369570,1760,18424,3187,288,1626,16394,144991, 84218,124583,122454,169950,76844,143909, 98352,122869,121586,179238,116942,174092,131039,171397,120092,181801,117850,183641,114621,145858, 95469,122869,121586,178034,120109,1,0,110399,159647,0.4088,0.4092,0.0,0.2,0,0.2587
2606,2,539451,422808,0.0049094976,0.9706,0.3406,20414,443886,2706,35962,4243,437,2246,29557,13842,357983,2021,24293,3479,354,1700,19136,134246, 93487,111529,133476,162814,82123,133561,106507,113093,132286,164361,127841,159077,141420,157147,130766,166517,129171,169294,124994,135538,103898,113093,132286,163279,130838,1,0,120207,147164,0.4496,0.4497,0.2,0.2,0,0.2587
2607,1,540108,420509,0.0036975720,0.9712,0.3545,24220,445214,2363,36957,3752,380,1913,25309,15625,358474,1731,23555,3113,274,1448,16289,141835, 82816,121820,120975,166790,75489,140408, 97625,118766,120504,173597,114426,168525,128392,165833,117742,175890,115634,177788,112371,142713, 94228,118766,120504,172327,117713,0,0,108597,155125,0.4118,0.4121,0.1,0.3,0,0.2079
2607,2,544117,429614,0.0036975720,0.9712,0.3130,20979,456104,2714,27635,4325,459,2461,29440,14283,369079,2050,19162,3553,368,1878,19241,137402, 94889,114291,134956,165974,83478,137062,107234,117195,133368,170002,130357,164644,144067,162711,133116,172428,131388,175147,127244,138683,105139,117195,133368,168987,133234,0,0,122010,151686,0.4458,0.4460,0.2,0.3,0,0.2079
