draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4796,1,922293,666969,0.002979709,0.9864,0.3220,171633,687997, 5927, 9793, 9072,1816,3460,32595,107220,516746,4224, 7133, 7466,1274,2368,20538,200257, 68947,221902, 71020,170021, 85290,180946, 74662,175284, 81954,268864,103568,257762,105347,211079, 69983,175418, 80636,263313,104458,1,1, 84398,210720,0.2860,0.2874,0,0,0,0.1884
4796,2,916813,709431,0.002979709,0.9864,0.2433, 67774,762526, 8858, 9110,16964,1585,4783,45213, 44480,604720,5722, 6802,13542,1168,3559,29438,208797,120819,227114,117229,191639,145792,203844,128621,195369,140082,285254,183452,280683,180516,217956,119024,196952,138165,282969,181984,1,1,145216,227528,0.3896,0.3895,0,0,0,0.1884
4797,1,918815,711452,0.000802564,0.9880,0.2359, 67253,764644, 9063, 9086,17151,1616,4789,45213, 44265,606682,5842, 6785,13694,1198,3566,29420,208282,121500,226761,117893,191245,146897,203595,129496,194979,141099,284689,185051,280191,182089,217522,119697,196608,139164,282440,183570,1,1,146290,227105,0.3918,0.3916,0,0,0,0.1884
4797,2,920291,664948,0.000802564,0.9880,0.2999,172154,685879, 5722, 9817, 8885,1785,3454,32595,107435,514784,4104, 7150, 7314,1244,2361,20556,200772, 68266,222255, 70355,170415, 84185,181194, 73787,175675, 80937,269429,101969,258254,103774,211513, 69310,175762, 79636,263842,102872,1,1, 83325,211142,0.2830,0.2844,0,0,0,0.1884
4798,1,915703,673240,0.004186817,0.9781,0.3411,130946,713196, 8353, 9496,14606,1867,3515,33724, 83284,540559,5784, 6963,11669,1334,2491,21156,192910, 86071,217192, 86665,168048,106838,180371, 93572,172826,102861,262542,132643,253893,133099,205051, 86368,173750,101091,258219,132872,1,2,105964,206827,0.3388,0.3395,0,0,0,0.1884
4798,2,923403,703160,0.004186817,0.9781,0.1911,108461,737327, 6432, 9407,11430,1534,4728,44084, 68416,580907,4162, 6972, 9339,1108,3436,28820,216144,103695,231824,101584,193612,124244,204418,109711,197827,119175,291576,154377,284551,152764,223984,102640,198620,117709,288063,153571,1,2,123650,231421,0.3482,0.3486,0,0,0,0.1884
4799,1,915416,709710,0.004498925,0.9884,0.2476, 68083,760739, 8919, 9102,17093,1616,4808,45056, 44797,604559,5752, 6795,13638,1197,3577,29395,208292,121280,226804,117689,190949,146296,203172,129100,194689,140571,283524,184020,279001,181020,217548,119485,196271,138655,281262,182520,1,1,145711,226632,0.3913,0.3912,0,0,0,0.1884
4799,2,923690,666690,0.004498925,0.9884,0.3286,171324,689784, 5866, 9801, 8943,1785,3435,32752,106903,516907,4194, 7140, 7370,1245,2350,20581,200762, 68486,222212, 70560,170711, 84786,181618, 74183,175965, 81465,270594,103000,259444,104843,211487, 69523,176099, 80145,265019,103922,1,1, 83903,211615,0.2839,0.2853,0,0,0,0.1884
4800,1,915929,708148,0.003941045,0.9829,0.2098, 69374,759708, 9189, 9067,17197,1633,4797,44964, 45536,602219,5944, 6770,13736,1209,3581,29153,205454,121337,224365,117534,188719,146717,201195,129178,192580,140806,280155,184764,275926,181694,214910,119436,194166,138900,278040,183229,1,2,146004,224056,0.3945,0.3943,0,0,0,0.1884
4800,2,923177,668252,0.003941045,0.9829,0.2745,170033,690815, 5596, 9836, 8839,1768,3446,32844,106164,519247,4002, 7165, 7272,1233,2346,20823,203600, 68429,224651, 70714,172941, 84366,183594, 74105,178073, 81230,273963,102256,262518,104169,214126, 69572,178204, 79900,268241,103213,1,2, 83610,214192,0.2808,0.2822,0,0,0,0.1884
4801,1,921099,684738,0.001681252,0.9773,0.4045,132983,715593, 9053, 9906,14008,1781,3654,34121, 85144,549191,6172, 7263,11209,1276,2639,21844,188777, 99563,213616, 99881,165491,120983,178433,106913,169994,117285,253246,148590,245102,148699,201196, 99722,171307,115061,249175,148646,1,2,120274,202094,0.3731,0.3738,0,0,0,0.1884
4801,2,918007,691662,0.001681252,0.9773,0.2641,106424,734930, 5732, 8997,12028,1620,4589,43687, 66556,572275,3774, 6672, 9799,1166,3288,28132,220277, 90203,235400, 88367,196169,110099,206356, 96369,200659,104751,300872,138430,293343,137164,227839, 89286,201063,103739,297107,137797,1,2,109340,236153,0.3165,0.3169,0,0,0,0.1884
4802,1,923586,713926,0.004385827,0.9841,0.2321, 68427,767817, 9220, 9045,17276,1688,4814,45299, 44867,608381,5920, 6742,13781,1234,3591,29410,208397,121784,227193,118192,191327,147424,203776,129845,195063,141571,285137,185896,280573,182867,217795,119989,196724,139613,282855,184381,1,1,146797,227352,0.3923,0.3922,0,0,0,0.1884
4802,2,915520,662474,0.004385827,0.9841,0.2582,170980,682706, 5565, 9858, 8760,1713,3429,32509,106833,513085,4026, 7193, 7227,1208,2336,20566,200657, 67981,221823, 70057,170333, 83658,181014, 73438,175590, 80465,268981,101124,257872,102997,211240, 69019,175647, 79187,263427,102061,1,1, 82817,210896,0.2820,0.2834,0,0,0,0.1884
4803,1,919191,712145,0.000393670,0.9856,0.2437, 68542,764028, 8914, 9137,17007,1575,4784,45204, 45026,606766,5736, 6834,13574,1161,3548,29500,209473,121117,227699,117579,191906,146218,204206,129000,195701,140477,285712,183804,281003,180965,218586,119349,197272,138565,283358,182385,1,1,145595,227956,0.3898,0.3897,0,0,0,0.1884
4803,2,919915,664255,0.000393670,0.9856,0.3225,170865,686495, 5871, 9766, 9029,1826,3459,32604,106674,514700,4210, 7101, 7434,1281,2379,20476,199582, 68649,221317, 70669,169754, 84864,180583, 74283,174952, 81559,268406,103216,257441,104898,210449, 69659,175098, 80236,262924,104058,1,1, 84020,210291,0.2855,0.2868,0,0,0,0.1884
4804,1,915665,700383,0.004228141,0.9761,0.1914,106416,732939, 6099, 9391,10584,1554,4952,43730, 67546,579463,4056, 6954, 8770,1119,3642,28833,211412,106008,227401,103864,189701,126812,200509,112156,193719,121875,285850,157014,279175,155290,219407,104937,194644,120280,282512,156153,1,2,126146,226823,0.3574,0.3579,0,0,0,0.1884
4804,2,923441,676017,0.004228141,0.9761,0.3419,132991,717584, 8686, 9512,15452,1847,3291,34078, 84154,542003,5890, 6981,12238,1323,2285,21143,197642, 83758,221615, 84385,171959,104270,184281, 91127,176934,100161,268268,130006,259270,130573,209629, 84071,177726, 98520,263770,130290,1,2,103468,211425,0.3286,0.3292,0,0,0,0.1884
4805,1,920210,677428,0.000714478,0.9737,0.3411,131702,716752, 7929, 9474,15180,1771,3473,33929, 83830,543967,5523, 6955,12112,1277,2452,21312,194095, 88074,218634, 88245,169588,108806,181999, 95344,174306,104848,263624,135056,254910,135469,206365, 88159,175299,103000,259268,135263,1,2,107978,208166,0.3415,0.3422,0,0,0,0.1884
4805,2,918896,698972,0.000714478,0.9737,0.1910,107705,733771, 6856, 9429,10856,1630,4770,43879, 67870,577499,4423, 6980, 8896,1165,3475,28664,214959,101692,230382,100004,192072,122275,202791,107939,196348,117188,290494,151964,283535,150394,222671,100848,197072,115800,287014,151179,1,2,121637,230081,0.3458,0.3463,0,0,0,0.1884
4806,1,916329,681784,0.003506051,0.9773,0.3357,129946,714400, 8851, 9443,14440,1786,3567,33896, 83232,548504,6044, 6933,11535,1289,2559,21688,188018,101686,214196,101597,166291,123028,179295,108596,170480,119443,252045,152068,244780,151403,201107,101641,172023,117023,248413,151736,1,3,122546,202158,0.3774,0.3779,0,0,0,0.1884
4806,2,922777,694616,0.003506051,0.9773,0.1889,109461,736123, 5934, 9460,11596,1615,4676,43912, 68468,572962,3902, 7002, 9473,1153,3368,28288,221036, 88080,234820, 86651,195369,108054,205495, 94687,200174,102593,302073,134952,293665,134460,227928, 87366,200347,101777,297869,134706,1,3,107068,236089,0.3120,0.3125,0,0,0,0.1884
4807,1,915515,680965,0.004391264,0.9713,0.3192,128587,714805, 9145, 9477,14758,1781,3568,33394, 82315,548662,6088, 6986,11752,1290,2590,21282,188808, 99240,214110, 99646,165286,121460,178343,107026,169995,117334,253333,149363,245300,149383,201459, 99443,171209,115274,249318,149374,1,2,120493,202168,0.3734,0.3741,0,0,0,0.1884
4807,2,923591,695435,0.004391264,0.9713,0.1620,110820,735718, 5640, 9426,11278,1620,4675,44414, 69385,572804,3858, 6949, 9256,1152,3337,28694,220247, 90526,234906, 88603,196374,109622,206447, 96257,200658,104702,300785,137656,293144,136480,227577, 89565,201161,103526,296964,137068,1,2,109121,236079,0.3161,0.3166,0,0,0,0.1884
4808,1,923034,714594,0.003785535,0.9864,0.2306, 68076,767701, 9069, 9131,17183,1629,4810,45435, 44773,609082,5848, 6817,13724,1204,3577,29569,209239,121717,227719,118136,192070,147192,204457,129751,195830,141371,285980,185364,281394,182448,218479,119927,197454,139438,283687,183906,1,0,146569,228098,0.3912,0.3910,0,0,0,0.1884
4808,2,916072,661806,0.003785535,0.9864,0.2982,171331,682822, 5716, 9772, 8853,1772,3433,32373,106927,512384,4098, 7118, 7284,1238,2350,20407,199815, 68049,221297, 70112,169590, 83890,180332, 73532,174823, 80665,268138,101656,257051,103415,210556, 69080,174916, 79362,262595,102536,1,0, 83045,210150,0.2832,0.2847,0,0,0,0.1884
4809,1,923345,666714,0.004123743,0.9888,0.3188,171487,689323, 5836, 9797, 8921,1788,3452,32741,107008,516828,4183, 7134, 7354,1245,2375,20587,200619, 68619,222099, 70661,170235, 84815,181116, 74252,175491, 81523,269972,102881,258749,104772,211359, 69640,175615, 80197,264361,103827,1,0, 83932,211183,0.2844,0.2858,0,0,0,0.1884
4809,2,915761,709686,0.004123743,0.9888,0.2401, 67920,761200, 8949, 9106,17115,1613,4791,45067, 44692,604638,5763, 6801,13654,1197,3552,29389,208436,121147,226917,117587,191425,146267,203673,129030,195162,140513,284146,184139,279695,181091,217677,119368,196755,138604,281921,182616,1,0,145683,227064,0.3908,0.3907,0,0,0,0.1884
4810,1,918142,694037,0.001534441,0.9797,0.1916,106695,736681, 5183, 9298,10527,1489,4677,43592, 66896,575450,3475, 6880, 8655,1061,3375,28245,221770, 92876,236487, 91009,198041,112363,208340, 98641,202404,107225,302013,140915,294523,139490,229129, 91943,202930,106076,298267,140202,1,4,111788,237653,0.3199,0.3203,0,0,0,0.1884
4810,2,920964,682363,0.001534441,0.9797,0.3427,132712,713842, 9602, 9605,15509,1912,3566,34216, 84804,546016,6471, 7055,12353,1381,2552,21731,187284, 96890,212529, 97240,163619,118719,176450,104642,168250,114811,252105,146105,243922,146373,199907, 97065,169441,112724,248014,146240,1,4,117826,200595,0.3700,0.3707,0,0,0,0.1884
4811,1,923459,715214,0.004247716,0.9884,0.2446, 68718,767590, 8985, 9132,17189,1622,4812,45411, 45174,609324,5783, 6818,13718,1205,3570,29622,210294,121616,228699,118058,193085,146908,205414,129581,196849,141133,287091,184994,282519,182021,219496,119837,198451,139207,284805,183508,1,1,146331,229135,0.3897,0.3896,0,0,0,0.1884
4811,2,915647,661186,0.004247716,0.9884,0.3235,170689,682933, 5800, 9771, 8847,1779,3431,32397,106526,512142,4163, 7117, 7290,1237,2357,20354,198761, 68150,220317, 70190,168575, 84174,179375, 73702,173805, 80903,267027,102026,255926,103842,209539, 69170,173920, 79593,261477,102934,1,1, 83284,209112,0.2848,0.2863,0,0,0,0.1884
4812,1,919044,711545,0.000553530,0.9888,0.2527, 66868,765266, 9059, 9066,17155,1616,4793,45221, 44039,607001,5840, 6772,13691,1198,3579,29425,208655,121472,227111,117884,191597,146883,203948,129481,195340,141074,285220,184984,280685,182033,217884,119679,196963,139146,282952,183509,1,1,146259,227507,0.3913,0.3912,0,0,0,0.1884
4812,2,920062,664855,0.000553530,0.9888,0.3114,172539,685257, 5726, 9837, 8881,1785,3450,32587,107661,514465,4106, 7163, 7317,1244,2348,20551,200399, 68294,221905, 70364,170063, 84199,180842, 73801,175314, 80962,268898,102036,257760,103830,211152, 69329,175407, 79654,263330,102934,1,1, 83355,210740,0.2834,0.2849,0,0,0,0.1884
4813,1,920782,666062,0.001336519,0.9833,0.3149,170556,686316, 6140, 9816, 9962,1842,3422,32728,106588,515637,4350, 7150, 8083,1303,2341,20610,198916, 71007,221105, 72787,169603, 87686,180706, 76771,174819, 84338,267192,106670,256378,108244,210011, 71897,175044, 82932,261786,107457,1,1, 86786,209817,0.2926,0.2939,0,0,0,0.1884
4813,2,918324,710338,0.001336519,0.9833,0.2364, 68851,764207, 8645, 9087,16074,1559,4821,45080, 45112,605829,5596, 6785,12925,1139,3586,29366,210138,118759,227911,115462,192057,143396,204083,126512,195834,137698,286926,180350,282066,177619,219025,117111,197326,135868,284496,178985,1,1,142828,228430,0.3847,0.3847,0,0,0,0.1884
4814,1,921643,680993,0.002272843,0.9825,0.3496,132134,716136, 8913, 9549,15263,1870,3590,34188, 84359,545782,6119, 7006,12171,1335,2559,21662,189358, 93935,214446, 94170,165538,115278,178216,101384,170197,111319,256670,142399,248349,142679,201902, 94052,171318,109328,252510,142540,1,3,114452,203254,0.3602,0.3610,0,0,0,0.1884
4814,2,917463,695407,0.002272843,0.9825,0.1947,107273,734387, 5872, 9354,10773,1531,4653,43620, 67341,575684,3827, 6929, 8837,1107,3368,28314,219696, 95831,234570, 94078,196122,115804,206574,101898,200456,110717,297448,144621,290096,143184,227134, 94955,201052,109473,293772,143903,1,3,115162,234994,0.3289,0.3293,0,0,0,0.1884
4815,1,921256,685867,0.001851987,0.9785,0.4142,129448,719780, 8749, 9623,14166,1766,3678,34046, 82857,552848,5932, 7094,11353,1269,2646,21868,191101, 99314,216075, 99808,168045,120968,180806,106893,172534,117136,257193,148960,248876,149025,203588, 99561,173796,114999,253036,148993,1,2,120301,204948,0.3699,0.3705,0,0,0,0.1884
4815,2,917850,690533,0.001851987,0.9785,0.1697,109959,730743, 6036, 9280,11870,1635,4565,43762, 68843,568618,4014, 6841, 9655,1173,3281,28108,217954, 90452,232941, 88440,193615,110114,203983, 96389,198119,104900,296925,138060,289569,136838,225448, 89446,198574,103801,293246,137449,1,2,109314,233299,0.3191,0.3195,0,0,0,0.1884
4816,1,922668,704798,0.003387515,0.9661,0.2014,105396,740449, 6356, 9082,10652,1585,4955,44193, 66724,584576,4171, 6737, 8763,1133,3656,29038,214766,106107,230595,104149,192166,127051,203181,112240,196371,121936,290062,157253,283154,155515,222681,105129,197241,120408,286608,156384,1,2,126322,230041,0.3545,0.3550,0,0,0,0.1884
4816,2,916438,671602,0.003387515,0.9661,0.2037,134011,710074, 8429, 9821,15384,1816,3288,33615, 84976,536890,5775, 7198,12245,1309,2271,20938,194288, 83659,218421, 84100,169494,104031,181608, 91043,174282,100100,264056,129767,255291,130348,206354, 83879,175130, 98392,259674,130058,1,2,103292,208206,0.3316,0.3322,0,0,0,0.1884
4817,1,920062,664855,0.000553530,0.9888,0.3114,172539,685257, 5726, 9837, 8881,1785,3450,32587,107661,514465,4106, 7163, 7317,1244,2348,20551,200399, 68294,221905, 70364,170063, 84199,180842, 73801,175314, 80962,268898,102036,257760,103830,211152, 69329,175407, 79654,263330,102934,1,1, 83355,210740,0.2834,0.2849,0,0,0,0.1884
4817,2,919044,711545,0.000553530,0.9888,0.2527, 66868,765266, 9059, 9066,17155,1616,4793,45221, 44039,607001,5840, 6772,13691,1198,3579,29425,208655,121472,227111,117884,191597,146883,203948,129481,195340,141074,285220,184984,280685,182033,217884,119679,196963,139146,282952,183509,1,1,146259,227507,0.3913,0.3912,0,0,0,0.1884
4818,1,921804,712081,0.002447929,0.9872,0.2004, 69586,764886, 9070, 9118,17247,1631,4781,45485, 45613,605752,5848, 6792,13775,1207,3551,29543,208779,120208,227037,116598,191415,145208,203633,128029,195107,139528,285462,182896,280864,179996,217908,118404,196719,137588,283163,181446,1,0,144638,227470,0.3887,0.3886,0,0,0,0.1884
4818,2,917302,664319,0.002447929,0.9872,0.3471,169821,685637, 5715, 9785, 8789,1770,3462,32323,106087,515714,4098, 7143, 7233,1235,2376,20433,200275, 69558,221979, 71650,170245, 85874,181157, 75254,175547, 82508,268656,104124,257581,105867,211127, 70604,175651, 81212,263119,104996,1,0, 84976,210777,0.2873,0.2887,0,0,0,0.1884
4819,1,923296,713216,0.004070456,0.9848,0.2199, 69780,766174, 9075, 9110,17257,1630,4765,45505, 45727,606777,5851, 6788,13772,1205,3541,29555,208550,121038,227126,117342,191194,146097,203431,128858,194904,140379,285145,184037,280611,181105,217838,119191,196511,138445,282878,182571,1,0,145551,227280,0.3904,0.3903,0,0,0,0.1884
4819,2,915810,663184,0.004070456,0.9848,0.3831,169627,684349, 5710, 9793, 8779,1771,3478,32303,105973,514689,4095, 7147, 7236,1237,2386,20421,200504, 68728,221890, 70906,170466, 84985,181358, 74424,175749, 81657,268973,102983,257833,104758,211197, 69817,175859, 80356,263403,103871,1,0, 84063,210968,0.2849,0.2863,0,0,0,0.1884
4820,1,918525,691279,0.001117934,0.9725,0.2561,106235,737072, 5192, 8965,11087,1604,4581,43789, 66282,573113,3509, 6633, 9112,1142,3294,28194,221595, 89960,236386, 88026,197121,109158,207352, 95513,201495,104050,302727,137276,295072,136028,228991, 88994,201991,102906,298900,136652,1,3,108573,237392,0.3138,0.3143,0,0,0,0.1884
4820,2,920581,685121,0.001117934,0.9725,0.3925,133172,713451, 9593, 9938,14949,1797,3662,34019, 85418,548353,6437, 7302,11896,1300,2633,21782,187459, 99806,212630,100222,164538,121924,177437,107770,169158,117986,251391,149744,243372,149835,200044,100013,170379,115894,247382,149791,1,3,121041,200856,0.3760,0.3766,0,0,0,0.1884
4821,1,915647,661186,0.004247716,0.9884,0.3235,170689,682933, 5800, 9771, 8847,1779,3431,32397,106526,512142,4163, 7117, 7290,1237,2357,20354,198761, 68150,220317, 70190,168575, 84174,179375, 73702,173805, 80903,267027,102026,255926,103842,209539, 69170,173920, 79593,261477,102934,1,1, 83284,209112,0.2848,0.2863,0,0,0,0.1884
4821,2,923459,715214,0.004247716,0.9884,0.2446, 68718,767590, 8985, 9132,17189,1622,4812,45411, 45174,609324,5783, 6818,13718,1205,3570,29622,210294,121616,228699,118058,193085,146908,205414,129581,196849,141133,287091,184994,282519,182021,219496,119837,198451,139207,284805,183508,1,1,146331,229135,0.3897,0.3896,0,0,0,0.1884
4822,1,920418,710827,0.000940674,0.9809,0.2010, 68574,764699, 9186, 9022,17230,1636,4804,45267, 45017,605300,5899, 6723,13764,1210,3582,29332,207201,121506,226164,117844,190385,147076,202884,129473,194227,141149,282833,185361,278545,182295,216683,119675,195833,139233,280689,183828,1,3,146387,226034,0.3931,0.3928,0,0,0,0.1884
4822,2,918688,665573,0.000940674,0.9809,0.2636,170833,685824, 5599, 9881, 8806,1765,3439,32541,106683,516166,4047, 7212, 7244,1232,2345,20644,201853, 68260,222852, 70404,171275, 84006,181906, 73810,176426, 80887,271285,101659,259899,103568,212352, 69332,176537, 79568,265593,102614,1,3, 83228,212214,0.2817,0.2832,0,0,0,0.1884
4823,1,917219,662134,0.002538190,0.9880,0.3265,170847,684236, 5818, 9774, 8874,1781,3414,32475,106573,512960,4173, 7121, 7312,1244,2338,20413,199251, 68184,220726, 70221,169031, 84213,179818, 73742,174237, 80963,267763,102111,256653,103952,209988, 69202,174363, 79640,262209,103032,1,1, 83341,209640,0.2845,0.2859,0,0,0,0.1884
4823,2,921887,714266,0.002538190,0.9880,0.2462, 68560,766287, 8967, 9129,17162,1620,4829,45333, 45127,608506,5773, 6814,13696,1198,3589,29563,209803,121582,228290,118027,192629,146869,204972,129541,196416,141073,286355,184909,281792,181911,219047,119805,198007,139161,284073,183410,1,1,146273,228607,0.3902,0.3900,0,0,0,0.1884
4824,1,919756,664044,0.000220759,0.9892,0.3236,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
4824,2,919350,712356,0.000220759,0.9892,0.2445, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
4825,1,915074,661168,0.004870845,0.9888,0.3157,171513,681692, 5714, 9789, 8846,1776,3424,32320,107046,511679,4096, 7122, 7285,1239,2336,20365,199356, 68039,220849, 70109,169185, 83882,179925, 73519,174404, 80656,267503,101656,256437,103400,210102, 69074,174506, 79352,261971,102529,1,1, 83037,209666,0.2837,0.2851,0,0,0,0.1884
4825,2,924032,715232,0.004870845,0.9888,0.2531, 67894,768831, 9071, 9114,17190,1625,4819,45488, 44654,609787,5850, 6813,13723,1203,3591,29611,209698,121726,228167,118139,192475,147200,204864,129764,196249,141380,286615,185364,282008,182463,218933,119934,197864,139448,284311,183914,1,1,146577,228582,0.3907,0.3906,0,0,0,0.1884
4826,1,923814,667788,0.004633773,0.9880,0.2950,172612,688625, 5730, 9860, 8918,1790,3470,32809,107747,517085,4110, 7184, 7346,1250,2366,20700,201489, 68560,222974, 70634,171073, 84529,181909, 74096,176371, 81275,270475,102376,259240,104218,212231, 69597,176452, 79967,264858,103298,1,0, 83670,211933,0.2830,0.2845,0,0,0,0.1884
4826,2,915292,708612,0.004633773,0.9880,0.2349, 66795,761898, 9055, 9043,17118,1611,4773,44999, 43953,604381,5836, 6751,13662,1192,3561,29276,207565,121206,226042,117615,190587,146553,202881,129187,194283,140761,283643,184644,279205,181645,216804,119411,195918,138834,281424,183144,1,0,145945,226314,0.3921,0.3919,0,0,0,0.1884
4827,1,923653,666931,0.004458688,0.9896,0.3253,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
4827,2,915453,709469,0.004458688,0.9896,0.2448, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
4828,1,919270,711488,0.000307758,0.9876,0.2418, 66787,765568, 9055, 9078,17156,1612,4798,45216, 43949,607044,5836, 6786,13687,1194,3592,29400,208769,121421,227201,117848,191723,146813,204047,129436,195464,141006,285324,184894,280783,181951,217985,119635,197079,139085,283054,183423,1,0,146196,227615,0.3911,0.3909,0,0,0,0.1884
4828,2,919836,664912,0.000307758,0.9876,0.2994,172620,684955, 5730, 9825, 8880,1789,3445,32592,107751,514422,4110, 7149, 7321,1248,2335,20576,200285, 68345,221815, 70401,169937, 84269,180743, 73847,175190, 81030,268794,102126,257662,103912,211050, 69373,175291, 79715,263228,103020,1,0, 83419,210632,0.2837,0.2851,0,0,0,0.1884
4829,1,921804,712081,0.002447929,0.9872,0.2004, 69586,764886, 9070, 9118,17247,1631,4781,45485, 45613,605752,5848, 6792,13775,1207,3551,29543,208779,120208,227037,116598,191415,145208,203633,128029,195107,139528,285462,182896,280864,179996,217908,118404,196719,137588,283163,181446,1,0,144638,227470,0.3887,0.3886,0,0,0,0.1884
4829,2,917302,664319,0.002447929,0.9872,0.3471,169821,685637, 5715, 9785, 8789,1770,3462,32323,106087,515714,4098, 7143, 7233,1235,2376,20433,200275, 69558,221979, 71650,170245, 85874,181157, 75254,175547, 82508,268656,104124,257581,105867,211127, 70604,175651, 81212,263119,104996,1,0, 84976,210777,0.2873,0.2887,0,0,0,0.1884
4830,1,920291,664948,0.000802564,0.9880,0.2999,172154,685879, 5722, 9817, 8885,1785,3454,32595,107435,514784,4104, 7150, 7314,1244,2361,20556,200772, 68266,222255, 70355,170415, 84185,181194, 73787,175675, 80937,269429,101969,258254,103774,211513, 69310,175762, 79636,263842,102872,1,1, 83325,211142,0.2830,0.2844,0,0,0,0.1884
4830,2,918815,711452,0.000802564,0.9880,0.2359, 67253,764644, 9063, 9086,17151,1616,4789,45213, 44265,606682,5842, 6785,13694,1198,3566,29420,208282,121500,226761,117893,191245,146897,203595,129496,194979,141099,284689,185051,280191,182089,217522,119697,196608,139164,282440,183570,1,1,146290,227105,0.3918,0.3916,0,0,0,0.1884
4831,1,918241,710513,0.001426780,0.9864,0.2385, 67254,764132, 9123, 9053,17176,1635,4788,45080, 44202,605915,5870, 6757,13706,1209,3570,29284,208067,121470,226657,117863,191031,146875,203403,129421,194750,141067,284369,185102,279877,182100,217363,119667,196396,139121,282123,183601,1,1,146271,226879,0.3920,0.3918,0,0,0,0.1884
4831,2,920865,665887,0.001426780,0.9864,0.2998,172153,686391, 5662, 9850, 8860,1766,3455,32728,107498,515551,4076, 7178, 7302,1233,2357,20692,200987, 68296,222359, 70385,170629, 84207,181387, 73862,175903, 80969,269749,101918,258567,103763,211673, 69340,175974, 79679,264159,102841,1,1, 83343,211369,0.2828,0.2842,0,0,0,0.1884
4832,1,917664,702053,0.002054259,0.9729,0.2463,106102,733457, 7097, 9100,11344,1625,4945,43994, 67303,580331,4614, 6762, 9315,1163,3646,28919,212001,105896,228119,104078,189534,127063,200549,112260,193756,121959,284863,157200,278086,155526,220060,104987,194614,120427,281474,156363,1,2,126283,226700,0.3578,0.3582,0,0,0,0.1884
4832,2,921442,674347,0.002054259,0.9729,0.3453,133305,717066, 7688, 9803,14692,1776,3298,33814, 84397,541135,5332, 7173,11693,1279,2281,21057,197054, 83870,220897, 84171,172126,104019,184241, 91023,176897,100076,269255,129820,260359,130337,208975, 84020,177756, 98374,264808,130079,1,2,103331,211547,0.3282,0.3289,0,0,0,0.1884
4833,1,923627,714832,0.004430413,0.9872,0.2403, 69447,766874, 9050, 9151,17196,1613,4799,45497, 45566,608463,5831, 6832,13726,1196,3574,29644,209124,121402,227531,117858,191676,146792,204014,129459,195472,140980,285507,184705,280761,181875,218327,119630,197055,139077,283134,183290,1,0,146153,227725,0.3909,0.3908,0,0,0,0.1884
4833,2,915479,661568,0.004430413,0.9872,0.3189,169960,683649, 5735, 9752, 8840,1788,3444,32311,106134,513003,4115, 7103, 7282,1246,2353,20332,199930, 68364,221485, 70391,169984, 84290,180776, 73824,175181, 81056,268611,102315,257684,103988,210708, 69377,175315, 79723,263148,103152,1,0, 83461,210522,0.2839,0.2853,0,0,0,0.1884
4834,1,921210,692852,0.001801962,0.9805,0.2058, 91449,762586, 3741,14073, 7949,1199,3955,36258, 58171,587765,2839,10114, 6701, 908,2849,23505,226045, 85306,250570, 86298,193910,100045,201913, 91500,197567, 97775,307714,123218,297959,122262,238308, 85802,197798, 96440,302837,122741,1,0,100915,239383,0.2965,0.2986,0,0,0,0.1884
4834,2,917896,683548,0.001801962,0.9805,0.3838,147958,687937,11044, 4830,18087,2202,4288,41550, 93529,533701,7107, 3821,14307,1534,3078,26471,183009,104460,198446,101950,167750,131037,182877,111783,173086,124261,246404,163801,240486,163601,190727,103206,174572,122361,243445,163702,1,0,128699,198865,0.3929,0.3918,0,0,0,0.1884
