draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4835,1,916877,697166,0.002910110,0.9713,0.2401,103213,738840, 5400, 9016,10775,1455,4684,43494, 64916,580344,3605, 6689, 8806,1040,3396,28370,215369,103644,230798,101229,192866,123416,203529,109065,196818,118583,293202,154243,286248,152412,223084,102437,197738,117021,289725,153328,1,4,123228,231260,0.3476,0.3481,0,0,0,0.1884
4835,2,922229,679234,0.002910110,0.9713,0.3920,136194,711683, 9385, 9887,15261,1946,3559,34314, 86784,541122,6341, 7246,12202,1402,2531,21606,193685, 86122,218218, 87019,168794,107666,181260, 94218,173835,103453,260916,132777,252197,133451,205951, 86570,174632,101780,256557,133115,1,4,106387,206987,0.3395,0.3401,0,0,0,0.1884
4836,1,917039,691240,0.002733937,0.9805,0.2485,105908,736955, 4739, 8962,10674,1528,4604,43669, 66106,573821,3282, 6633, 8792,1082,3312,28212,221736, 89280,236045, 87407,197436,108669,207604, 95110,201832,103509,303841,136691,296065,135527,228891, 88344,202291,102429,299953,136109,1,2,108028,237793,0.3124,0.3128,0,0,0,0.1884
4836,2,922067,685160,0.002733937,0.9805,0.3467,133499,713568,10046, 9941,15362,1873,3639,34139, 85594,547645,6664, 7302,12216,1360,2615,21764,187318,100486,212971,100842,164224,122413,177186,108173,168821,118527,250277,150328,242380,150336,200144,100664,170079,116372,246329,150333,1,2,121587,200454,0.3776,0.3782,0,0,0,0.1884
4837,1,918727,663965,0.000898263,0.9844,0.2871,171733,685178, 5567, 9799, 8711,1778,3442,32519,107207,514357,3990, 7148, 7161,1247,2343,20512,200763, 68197,222128, 70327,170534, 84075,181288, 73706,175776, 80856,269902,101895,258738,103718,211445, 69262,175867, 79546,264320,102807,1,1, 83253,211304,0.2826,0.2841,0,0,0,0.1884
4837,2,920379,712435,0.000898263,0.9844,0.2291, 67674,765345, 9218, 9104,17325,1623,4801,45289, 44493,607109,5956, 6787,13847,1195,3584,29464,208292,121569,226888,117921,191125,147007,203501,129577,194878,141180,284216,185125,279707,182146,217590,119745,196503,139254,281961,183636,1,1,146361,226943,0.3921,0.3919,0,0,0,0.1884
4838,1,916238,698530,0.003605012,0.9701,0.1901,108492,731335, 6329, 9452,10510,1631,4896,43593, 68608,576619,4215, 7022, 8701,1166,3586,28613,214660, 98732,229748, 97035,191553,119411,202148,105234,195890,114248,290775,148407,283489,146973,222204, 97884,196532,112964,287132,147690,1,2,118577,229751,0.3404,0.3409,0,0,0,0.1884
4838,2,922868,677870,0.003605012,0.9701,0.3394,130915,719188, 8456, 9451,15526,1770,3347,34215, 83092,544847,5731, 6913,12307,1276,2341,21363,194394, 91034,219268, 91214,170107,111670,182641, 98048,174763,107788,263343,138613,254956,138890,206831, 91124,175838,105836,259150,138752,1,2,111037,208497,0.3475,0.3482,0,0,0,0.1884
4839,1,922896,665942,0.003635462,0.9829,0.3275,173717,686491, 5755, 9814, 8960,1793,3454,32912,108392,514551,4125, 7134, 7379,1251,2353,20757,199661, 68044,221139, 70157,169661, 83985,180399, 73587,174831, 80813,269147,101858,257954,103802,210399, 69100,174965, 79461,263551,102831,1,1, 83178,210399,0.2833,0.2848,0,0,0,0.1884
4839,2,916210,710458,0.003635462,0.9829,0.2287, 65690,764032, 9030, 9089,17076,1608,4789,44896, 43308,606915,5821, 6801,13629,1191,3574,29219,209393,121722,227877,118091,191999,147097,204390,129696,195823,141223,284971,185162,280491,182061,218636,119907,197405,139339,282731,183612,1,1,146437,227848,0.3912,0.3911,0,0,0,0.1884
4840,1,922011,713865,0.002673038,0.9888,0.2448, 68570,766234, 9038, 9134,17189,1621,4814,45411, 45037,608133,5826, 6824,13714,1201,3569,29561,209510,121536,228016,117953,192379,146790,204707,129448,196142,141001,286145,184875,281643,181853,218763,119745,197744,139080,283894,183364,1,1,146208,228362,0.3903,0.3902,0,0,0,0.1884
4840,2,917095,662535,0.002673038,0.9888,0.3253,170837,684289, 5747, 9769, 8847,1780,3429,32397,106663,513333,4120, 7111, 7294,1241,2358,20415,199544, 68230,221000, 70295,169281, 84292,180083, 73835,174511, 81035,267973,102145,256801,104010,210272, 69262,174626, 79721,262388,103078,1,1, 83406,209885,0.2844,0.2858,0,0,0,0.1884
4841,1,921294,665680,0.001893311,0.9876,0.3106,172500,686446, 5730, 9835, 8885,1780,3451,32667,107637,515258,4110, 7161, 7315,1243,2352,20604,200884, 68347,222360, 70426,170477, 84287,181279, 73872,175748, 81042,269556,102078,258399,103896,211622, 69386,175836, 79734,263978,102988,1,1, 83421,211243,0.2831,0.2845,0,0,0,0.1884
4841,2,917812,710720,0.001893311,0.9876,0.2514, 66907,764077, 9055, 9068,17151,1621,4792,45141, 44063,606208,5836, 6774,13693,1199,3575,29372,208171,121419,226656,117823,191183,146795,203511,129411,194905,140994,284562,184942,280046,181967,217414,119621,196534,139067,282304,183455,1,1,146193,227004,0.3917,0.3916,0,0,0,0.1884
4842,1,919223,702821,0.000358870,0.9689,0.1672,105666,735227, 6586, 9338,12094,1540,4874,43898, 67150,581167,4284, 6906, 9855,1114,3594,28751,209119,110342,226581,107422,188719,131426,199930,116097,192646,126370,283220,163635,277441,161332,217850,108882,193766,124630,280331,162484,1,2,130946,225378,0.3675,0.3678,0,0,0,0.1884
4842,2,919883,673579,0.000358870,0.9689,0.3295,133741,715296, 8199, 9565,13942,1861,3369,33910, 84550,540299,5662, 7029,11153,1328,2333,21225,199936, 79424,222435, 80826,172941, 99656,184860, 87186,178007, 95666,270898,123384,261003,124531,211185, 80125,178604, 94170,265951,123958,1,2, 98668,212869,0.3167,0.3175,0,0,0,0.1884
4843,1,919830,665739,0.000301233,0.9829,0.2729,169888,687809, 5619, 9820, 8789,1758,3459,32688,106005,516982,4060, 7146, 7241,1233,2351,20721,202808, 68436,223917, 70612,172100, 84077,182700, 73883,177240, 80952,272657,101907,261250,103827,213363, 69524,177348, 79638,266954,102868,1,2, 83385,213239,0.2811,0.2826,0,0,0,0.1884
4843,2,919276,710661,0.000301233,0.9829,0.2084, 69519,762714, 9166, 9083,17247,1643,4784,45120, 45695,604484,5886, 6789,13767,1209,3576,29255,206246,121329,225099,117637,189560,147005,202090,129399,193413,141084,281461,185113,277195,182036,215673,119483,195022,139163,279328,183575,1,2,146229,225008,0.3939,0.3937,0,0,0,0.1884
4844,1,919956,697911,0.000438256,0.9793,0.1924,108561,734890, 6203, 9413,10716,1601,4696,43876, 68185,576849,4032, 6966, 8760,1161,3393,28565,219318, 96286,234092, 94687,195488,116618,205978,102717,199915,111508,296465,145295,289021,144018,226705, 95487,200462,110281,292743,144657,1,2,115876,234324,0.3309,0.3313,0,0,0,0.1884
4844,2,919150,678489,0.000438256,0.9793,0.3449,130846,715633, 8582, 9490,15320,1800,3547,33932, 83515,544617,5914, 6969,12248,1281,2534,21411,189736, 93480,214924, 93561,166172,114464,178811,100565,170738,110528,257653,141725,249424,141845,202330, 93520,171909,108520,253539,141786,1,2,113739,203923,0.3580,0.3588,0,0,0,0.1884
4845,1,916317,661694,0.003519101,0.9876,0.3225,170605,683693, 5813, 9758, 8870,1777,3402,32399,106459,512701,4162, 7105, 7307,1245,2331,20384,199109, 68092,220531, 70132,169116, 84050,179891, 73619,174293, 80845,268061,102079,256985,103887,209820, 69111,174434, 79504,262524,102984,1,1, 83243,209712,0.2841,0.2856,0,0,0,0.1884
4845,2,922789,714706,0.003519101,0.9876,0.2425, 68802,766830, 8972, 9145,17166,1624,4841,45409, 45241,608765,5784, 6830,13701,1197,3596,29592,209945,121674,228485,118117,192544,147032,204898,129664,196360,141191,286057,184941,281460,181976,219215,119896,197936,139296,283758,183459,1,1,146371,228535,0.3904,0.3903,0,0,0,0.1884
4846,1,915681,708263,0.004210742,0.9860,0.2289, 66874,761979, 9166, 9020,17211,1656,4760,45015, 43918,603981,5891, 6728,13742,1216,3551,29236,206398,121216,225124,117574,189638,146704,201925,129296,193332,140870,282799,185131,278336,182050,215761,119396,194966,138957,280568,183591,1,1,146121,225364,0.3933,0.3932,0,0,0,0.1884
4846,2,923425,668137,0.004210742,0.9860,0.2554,172533,688544, 5619, 9883, 8825,1745,3483,32793,107782,517485,4055, 7207, 7266,1226,2376,20740,202656, 68550,223892, 70674,172021, 84378,182865, 73986,177322, 81166,271319,101889,260109,103813,213274, 69612,177404, 79844,265714,102852,1,1, 83494,212884,0.2817,0.2832,0,0,0,0.1884
4847,1,919833,712785,0.000304496,0.9884,0.2453, 68591,764346, 8942, 9122,17143,1624,4814,45251, 45082,607128,5766, 6812,13683,1204,3580,29530,209442,121528,227895,117943,191897,146661,204170,129407,195663,140915,285117,184454,280522,181511,218669,119736,197244,138994,282820,182982,1,1,146060,227814,0.3907,0.3905,0,0,0,0.1884
4847,2,919273,663615,0.000304496,0.9884,0.3247,170816,686177, 5843, 9781, 8893,1777,3429,32557,106618,514338,4180, 7123, 7325,1238,2347,20446,199613, 68237,221121, 70305,169763, 84421,180620, 73875,174991, 81121,269001,102566,257923,104352,210367, 69271,175126, 79806,263462,103460,1,1, 83554,210433,0.2842,0.2856,0,0,0,0.1884
4848,1,919076,675735,0.000518730,0.9737,0.3389,132850,712570, 9222, 9571,15360,1885,3394,34224, 84319,540775,6231, 7040,12169,1346,2370,21485,193980, 86206,218305, 87027,169311,107591,181766, 94316,174201,103633,262599,133244,253886,133874,206143, 86617,175094,101847,258244,133560,1,2,106556,207722,0.3391,0.3397,0,0,0,0.1884
4848,2,920030,700665,0.000518730,0.9737,0.1902,106557,737953, 5563, 9332,10676,1516,4849,43584, 67381,580691,3715, 6895, 8839,1096,3557,28491,215074,103560,230711,101221,192349,123491,203024,108966,196452,118403,291519,153776,284558,151989,222893,102391,197276,116953,288038,152883,1,2,123058,230525,0.3480,0.3485,0,0,0,0.1884
4849,1,923235,667118,0.004004119,0.9880,0.2964,172847,687899, 5732, 9848, 8900,1787,3465,32757,107848,516380,4112, 7174, 7328,1246,2363,20667,201310, 68432,222796, 70517,170842, 84392,181660, 73963,176131, 81135,270150,102200,258941,104037,212053, 69474,176212, 79830,264546,103120,1,1, 83525,211690,0.2829,0.2844,0,0,0,0.1884
4849,2,915871,709282,0.004004119,0.9880,0.2362, 66560,762624, 9053, 9055,17136,1614,4778,45051, 43852,605086,5834, 6761,13680,1196,3564,29309,207745,121334,226220,117732,190818,146690,203129,129319,194522,140901,283968,184820,279504,181826,216983,119533,196158,138970,281736,183323,1,1,146089,226557,0.3920,0.3919,0,0,0,0.1884
4850,1,919503,675425,0.000054374,0.9741,0.3406,133167,713140, 8950, 9550,15246,1891,3486,34073, 84672,540375,6086, 7026,12188,1365,2477,21236,195256, 85053,219613, 85697,169959,105624,182271, 92389,174931,101512,263759,130717,254935,131336,207434, 85375,175722, 99843,259348,131027,1,2,104619,208676,0.3339,0.3346,0,0,0,0.1884
4850,2,919603,700975,0.000054374,0.9741,0.1913,106240,737383, 5835, 9353,10790,1510,4757,43735, 67028,581091,3860, 6909, 8820,1077,3450,28740,213798,104713,229403,102551,191701,125458,202518,110894,195722,120524,290359,156303,283510,154527,221601,103633,196648,118958,286934,155415,1,2,124996,229572,0.3525,0.3530,0,0,0,0.1884
4851,1,923966,667942,0.004799071,0.9888,0.3048,173007,688397, 5732, 9854, 8910,1789,3474,32803,107990,516998,4112, 7178, 7345,1248,2361,20710,201549, 68580,223051, 70666,171095, 84557,181925, 74112,176370, 81307,270473,102452,259272,104263,212300, 69623,176465, 79992,264873,103358,1,0, 83705,211962,0.2831,0.2845,0,0,0,0.1884
4851,2,915140,708458,0.004799071,0.9888,0.2455, 66400,762126, 9053, 9049,17126,1612,4769,45005, 43710,604468,5834, 6757,13663,1194,3566,29266,207505,121186,225965,117582,190565,146525,202865,129171,194283,140729,283645,184568,279172,181600,216736,119384,195906,138808,281409,183085,1,0,145909,226285,0.3920,0.3919,0,0,0,0.1884
4852,1,915074,661168,0.004870845,0.9888,0.3157,171513,681692, 5714, 9789, 8846,1776,3424,32320,107046,511679,4096, 7122, 7285,1239,2336,20365,199356, 68039,220849, 70109,169185, 83882,179925, 73519,174404, 80656,267503,101656,256437,103400,210102, 69074,174506, 79352,261971,102529,1,1, 83037,209666,0.2837,0.2851,0,0,0,0.1884
4852,2,924032,715232,0.004870845,0.9888,0.2531, 67894,768831, 9071, 9114,17190,1625,4819,45488, 44654,609787,5850, 6813,13723,1203,3591,29611,209698,121726,228167,118139,192475,147200,204864,129764,196249,141380,286615,185364,282008,182463,218933,119934,197864,139448,284311,183914,1,1,146577,228582,0.3907,0.3906,0,0,0,0.1884
4853,1,920291,664948,0.000802564,0.9880,0.2999,172154,685879, 5722, 9817, 8885,1785,3454,32595,107435,514784,4104, 7150, 7314,1244,2361,20556,200772, 68266,222255, 70355,170415, 84185,181194, 73787,175675, 80937,269429,101969,258254,103774,211513, 69310,175762, 79636,263842,102872,1,1, 83325,211142,0.2830,0.2844,0,0,0,0.1884
4853,2,918815,711452,0.000802564,0.9880,0.2359, 67253,764644, 9063, 9086,17151,1616,4789,45213, 44265,606682,5842, 6785,13694,1198,3566,29420,208282,121500,226761,117893,191245,146897,203595,129496,194979,141099,284689,185051,280191,182089,217522,119697,196608,139164,282440,183570,1,1,146290,227105,0.3918,0.3916,0,0,0,0.1884
4854,1,922864,666667,0.003600662,0.9829,0.2134,173159,687146, 5735, 9833, 8914,1790,3470,32817,108073,515658,4115, 7161, 7343,1249,2364,20704,200716, 68299,222282, 70399,170386, 84216,181143, 73832,175601, 81029,269675,102021,258511,103877,211499, 69348,175711, 79692,264094,102950,0,0, 83382,211188,0.2831,0.2845,0,0,0,0.1884
4854,2,916242,709733,0.003600662,0.9829,0.2098, 66248,763377, 9050, 9070,17122,1611,4773,44991, 43627,605808,5831, 6774,13665,1193,3563,29272,208338,121467,226734,117850,191274,146866,203647,129451,195052,141007,284443,184999,279933,181986,217536,119659,196659,139108,282188,183493,0,0,146233,227059,0.3917,0.3916,0,0,0,0.1884
4855,1,919157,681925,0.000430644,0.9741,0.3299,130604,716168, 9165, 9472,14483,1824,3534,33907, 83569,548245,6184, 6949,11594,1310,2547,21527,188597, 98982,213821, 99017,165930,119855,178685,105819,170274,116189,255341,148071,247492,147856,201209, 99000,171631,113955,251417,147964,1,3,119398,202878,0.3705,0.3712,0,0,0,0.1884
4855,2,919949,694475,0.000430644,0.9741,0.1852,108803,734355, 5620, 9431,11553,1577,4709,43901, 68131,573221,3762, 6986, 9414,1132,3380,28449,220457, 90784,235195, 89231,195730,111227,206105, 97464,200380,105847,298777,138949,290953,138007,227827, 90008,200739,104846,294865,138478,1,3,110216,235370,0.3189,0.3193,0,0,0,0.1884
4856,1,923122,704514,0.003881234,0.9709,0.1911, 80069,766145, 6490,12003,13154,1434,4357,39470, 52103,598392,4527, 8758,10640,1073,3240,25781,215362, 98269,238999, 96947,189143,116475,198866,104165,192152,113270,293619,146224,286368,143853,227181, 97608,193388,111303,289994,145039,1,3,117029,230643,0.3366,0.3378,0,0,0,0.1884
4856,2,915984,671886,0.003881234,0.9709,0.3290,159338,684378, 8295, 6900,12882,1967,3886,38338, 99597,523074,5419, 5177,10368,1369,2687,24195,193693, 91497,210017, 91302,172517,114607,185924, 99118,178501,108765,260499,140796,252076,142010,201854, 91400,178982,107497,256288,141404,1,3,112585,207604,0.3516,0.3515,0,0,0,0.1884
4857,1,923810,668059,0.004629423,0.9793,0.3017,173814,686304, 5951,10009, 9620,1837,3455,32820,108778,515451,4337, 7334, 7850,1289,2356,20664,197884, 68289,219539, 70313,168216, 84251,178955, 73794,173354, 81046,266447,102285,255489,104063,208711, 69301,173510, 79697,260969,103175,1,0, 83434,208555,0.2857,0.2872,0,0,0,0.1884
4857,2,915296,708341,0.004629423,0.9793,0.1984, 65593,764219, 8834, 8894,16416,1564,4788,44988, 42922,606015,5609, 6601,13158,1153,3571,29312,211170,121477,229477,117935,193444,146830,205835,129489,197299,140990,287671,184735,282955,181800,220324,119707,198860,139103,285313,183268,1,0,146180,229692,0.3889,0.3888,0,0,0,0.1884
4858,1,922131,665866,0.002803536,0.9872,0.3229,171148,688498, 5831, 9784, 8970,1786,3471,32643,106864,516177,4167, 7124, 7386,1239,2375,20534,200412, 68550,222033, 70589,170435, 84902,181339, 74282,175706, 81542,269798,103046,258676,104855,211222, 69570,175828, 80242,264237,103952,1,2, 83967,211200,0.2845,0.2859,0,0,0,0.1884
4858,2,916975,710534,0.002803536,0.9872,0.2438, 68259,762025, 8954, 9119,17066,1615,4772,45165, 44836,605289,5779, 6811,13622,1203,3552,29442,208643,121215,226983,117659,191225,146180,203451,129000,194948,140494,284320,183974,279769,181008,217813,119438,196542,138558,282045,182491,1,2,145647,227047,0.3908,0.3907,0,0,0,0.1884
4859,1,917095,662535,0.002673038,0.9888,0.3253,170837,684289, 5747, 9769, 8847,1780,3429,32397,106663,513333,4120, 7111, 7294,1241,2358,20415,199544, 68230,221000, 70295,169281, 84292,180083, 73835,174511, 81035,267973,102145,256801,104010,210272, 69262,174626, 79721,262388,103078,1,1, 83406,209885,0.2844,0.2858,0,0,0,0.1884
4859,2,922011,713865,0.002673038,0.9888,0.2448, 68570,766234, 9038, 9134,17189,1621,4814,45411, 45037,608133,5826, 6824,13714,1201,3569,29561,209510,121536,228016,117953,192379,146790,204707,129448,196142,141001,286145,184875,281643,181853,218763,119745,197744,139080,283894,183364,1,1,146208,228362,0.3903,0.3902,0,0,0,0.1884
4860,1,918133,707091,0.001544229,0.9757,0.1854,108279,731293, 7230, 9567,11090,1615,4918,44141, 69058,582987,4742, 7085, 9156,1160,3662,29241,210084,110422,226044,108381,187224,132397,198672,117058,191618,127062,280626,162244,273576,161005,218064,109402,192506,125505,277101,161624,1,2,131224,223977,0.3694,0.3699,0,0,0,0.1884
4860,2,920973,669309,0.001544229,0.9757,0.3280,131128,719230, 7555, 9336,14946,1786,3325,33667, 82642,538479,5204, 6850,11852,1282,2265,20735,198970, 79344,222972, 79867,174436, 98685,186118, 86224,179035, 94974,273492,124776,264868,124858,210971, 79605,179864, 93295,269181,124818,1,2, 98390,214271,0.3147,0.3153,0,0,0,0.1884
4861,1,915647,661186,0.004247716,0.9884,0.3235,170689,682933, 5800, 9771, 8847,1779,3431,32397,106526,512142,4163, 7117, 7290,1237,2357,20354,198761, 68150,220317, 70190,168575, 84174,179375, 73702,173805, 80903,267027,102026,255926,103842,209539, 69170,173920, 79593,261477,102934,1,1, 83284,209112,0.2848,0.2863,0,0,0,0.1884
4861,2,923459,715214,0.004247716,0.9884,0.2446, 68718,767590, 8985, 9132,17189,1622,4812,45411, 45174,609324,5783, 6818,13718,1205,3570,29622,210294,121616,228699,118058,193085,146908,205414,129581,196849,141133,287091,184994,282519,182021,219496,119837,198451,139207,284805,183508,1,1,146331,229135,0.3897,0.3896,0,0,0,0.1884
4862,1,921870,690546,0.002519703,0.9769,0.2037,113361,740525, 4082,11959, 8039,1323,4224,38357, 71181,571883,3030, 8676, 6790, 977,3057,24952,222313, 78293,243117, 78405,191076, 92898,199393, 83186,194748, 90022,302048,115280,292455,114293,232716, 78349,195073, 88701,297251,114787,1,1, 93197,235020,0.2839,0.2856,0,0,0,0.1884
4862,2,917236,685854,0.002519703,0.9769,0.4039,126046,709998,10703, 6944,17997,2078,4019,39451, 80519,549583,6916, 5259,14218,1465,2870,25024,186741,111473,205899,109843,170584,138184,185396,120097,175906,132014,252070,171740,245990,171570,196319,110659,177297,130099,249031,171655,1,1,136417,203227,0.4016,0.4010,0,0,0,0.1884
4863,1,919805,664822,0.000274046,0.9868,0.3008,172734,684698, 5711, 9845, 8894,1786,3449,32688,107810,514197,4097, 7173, 7325,1245,2353,20622,200118, 68232,221517, 70335,169483, 84165,180309, 73755,174778, 80906,268978,101981,257746,103827,210817, 69284,174858, 79609,263363,102905,1,0, 83314,210418,0.2836,0.2851,0,0,0,0.1884
4863,2,919301,711578,0.000274046,0.9868,0.2401, 66673,765825, 9074, 9058,17142,1615,4794,45120, 43890,607269,5849, 6762,13683,1197,3574,29354,208937,121533,227499,117914,192177,146917,204481,129528,195876,141130,285140,185039,280698,182036,218218,119724,197513,139192,282919,183538,1,0,146300,227829,0.3910,0.3908,0,0,0,0.1884
4864,1,915122,662568,0.004818646,0.9876,0.3407,170782,681941, 6140, 9936, 8991,1808,3392,32132,106963,512677,4417, 7292, 7398,1270,2325,20226,197639, 67879,219123, 69960,167752, 83834,178484, 73431,172962, 80564,265220,101608,254213,103347,208381, 68920,173067, 79277,259717,102478,1,0, 82946,207914,0.2852,0.2866,0,0,0,0.1884
4864,2,923984,713832,0.004818646,0.9876,0.2516, 68625,768582, 8645, 8967,17045,1593,4851,45676, 44737,608789,5529, 6643,13610,1172,3602,29750,211415,121887,229893,118288,193907,147248,206305,129851,197692,141472,288898,185412,284232,182516,220654,120088,199303,139524,286565,183964,1,0,146668,230334,0.3890,0.3889,0,0,0,0.1884
