draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
43,1,726837,579395,0.0010973901,0.9497,0.23337,68803,119054,13844, 807,306166,69230,2315,146618,46561,104899,11505, 701,264357,49814,1840, 99718,125814,66546,146041,47959,126817,58458,113188,67409,171500,100989,57250,135927,62927,120000,100989,171500,1,1,136672,68273,0.6669,0.6695,1,2,0,-0.1179
43,2,728434,576510,0.0010973901,0.9497,0.06719,70120,195311, 8033,1514,225392,79824,2968,145272,46546,170725, 6554,1299,193911,55404,2384, 99687,141082,62300,160567,44688,149498,53574,131745,64318,194628, 95875,53483,150820,58938,140621, 95875,194628,1,1,155505,64152,0.7079,0.7108,1,2,0,-0.1179
44,1,725716,565709,0.0026379966,0.9633,0.29580,71393,105175,15943, 821,309110,76841,1956,144477,47116, 88961,12792, 711,262982,53918,1522, 97707,108210,60883,128461,41991,111240,53045, 98230,62295,148162, 97514,51432,118335,57661,104733, 97514,148162,1,1,118861,63144,0.6531,0.6571,1,2,0,-0.1179
44,2,729555,590196,0.0026379966,0.9633,0.06961,67530,209190, 5934,1500,222448,72213,3327,147413,45991,186663, 5267,1289,195286,51300,2702,101698,158686,67963,178147,50656,165076,58986,146704,69432,217966, 99350,59301,168412,64203,155889, 99350,217966,1,1,173317,69280,0.7144,0.7162,1,2,0,-0.1179
45,1,728837,565618,0.0016512388,0.9681,0.37075,74545,121092,16177, 816,288364,76114,2197,149532,49200,101549,12949, 710,244754,53772,1720,100964,111402,63285,132664,44026,114945,55848,101254,65574,152422,100137,53651,122031,60702,108099,100137,152422,1,1,122538,65773,0.6507,0.6544,1,2,0,-0.1179
45,2,726434,590287,0.0016512388,0.9681,0.07158,64378,193273, 5700,1505,243194,72940,3086,142358,43907,174075, 5110,1290,213514,51446,2504, 98441,155494,65561,173945,48621,161371,56183,143679,66153,213706, 96727,57081,164716,61162,152523, 96727,213706,1,1,169639,66651,0.7179,0.7200,1,2,0,-0.1179
46,1,728950,567315,0.0018065364,0.9569,0.32134,72921,124447,14127, 775,285348,75282,2224,153826,48175,105790,11476, 669,242495,53267,1734,103709,117093,66320,138915,46953,119926,58864,106027,68595,159206,102116,56632,128002,63723,112977,102116,159206,1,1,128234,68569,0.6516,0.6546,1,2,0,-0.1179
46,2,726321,588590,0.0018065364,0.9569,0.06992,66002,189918, 7750,1546,246210,73772,3059,138064,44932,169834, 6583,1331,215773,51951,2490, 95696,149803,62526,167694,45694,156390,53168,138906,63132,206922, 94748,54101,158745,58142,147645, 94748,206922,1,1,163943,63855,0.7197,0.7222,1,2,0,-0.1179
47,1,731273,567615,0.0049990689,0.9712,0.41766,75538,130757,16106, 823,276731,74317,2287,154714,49852,110054,12868, 714,235875,52613,1787,103852,116533,66952,138495,47515,119754,59362,106176,68751,159991,102254,57228,127512,64049,112963,102254,159991,1,1,128190,68966,0.6502,0.6531,1,2,0,-0.1179
47,2,723998,588290,0.0049990689,0.9712,0.07248,63385,183608, 5771,1498,254827,74737,2996,137176,43255,165570, 5191,1286,222393,52605,2437, 95553,150363,61895,168113,45132,156562,52670,138757,62976,206137, 94610,53505,159236,57816,147659, 94610,206137,1,1,163987,63458,0.7210,0.7237,1,2,0,-0.1179
48,1,725381,568138,0.0030983920,0.9457,0.27584,69991,109323,16337, 831,311275,76179,2077,139368,46532, 93266,13170, 725,264918,53508,1620, 94399,106647,59962,125902,41621,109354,52261, 96349,61430,147108, 97173,50787,116274,56837,102850, 97173,147108,1,1,117072,62488,0.6520,0.6562,1,2,0,-0.1179
48,2,729890,587767,0.0030983920,0.9457,0.06894,68932,205042, 5540,1490,220283,72875,3206,152522,46575,182358, 4889,1275,193350,51710,2604,105006,160249,68884,180707,51026,166962,59771,148584,70297,219020, 99691,59946,170474,65027,157772, 99691,219020,1,1,175105,69936,0.7146,0.7163,1,2,0,-0.1179
49,1,726859,569513,0.0010671552,0.9649,0.37463,73911,132689,14236, 792,276001,69579,2387,157264,49034,113461,11583, 684,236677,49993,1896,106185,126117,69263,148369,49741,129194,61827,115085,71363,172542,103790,59497,137241,66588,122139,103790,172542,1,1,138261,71196,0.6601,0.6625,1,2,0,-0.1179
49,2,728412,586392,0.0010671552,0.9649,0.07155,65012,181676, 7641,1529,255557,79475,2896,134626,44073,162163, 6476,1316,221591,55225,2328, 93220,140779,59584,158239,42906,147122,50204,129848,60364,193586, 93074,51235,149506,55276,138483, 93074,193586,1,1,153916,61228,0.7154,0.7186,1,2,0,-0.1179
50,1,724782,582239,0.0039216064,0.9417,0.26945,59206,102227,13854, 687,357696,61206,1925,127981,40358, 89391,11417, 616,307610,42999,1494, 88354,123833,60411,142307,42583,123067,52248,112737,58048,167857, 93766,51495,133070,55141,117900, 93766,167857,1,0,133961,61410,0.6857,0.6891,1,2,0,-0.1179
50,2,730489,573666,0.0039216064,0.9417,0.05805,79717,212138, 8023,1634,173862,87848,3358,163909,52749,186233, 6642,1384,150658,62219,2730,111051,143063,68436,164302,50064,153249,59784,132197,73678,198271,103098,59237,153677,66724,142722,103098,198271,1,0,158216,71014,0.6902,0.6925,1,2,0,-0.1179
51,1,724160,573087,0.0047764300,0.9545,0.28312,70796,118179,13718, 806,294176,71497,2213,152775,47459,103624,11288, 698,253078,51334,1745,103861,122554,66961,143685,47759,124552,58985,110759,68386,166981,101619,57357,133119,63679,117654,101619,166981,1,1,133706,68742,0.6604,0.6632,1,2,0,-0.1179
51,2,731111,582818,0.0047764300,0.9545,0.06907,68127,196186, 8159,1515,237382,77557,3070,139115,45648,172000, 6771,1302,205190,53884,2479, 95544,144342,61885,162924,44888,151764,53047,134174,63341,199147, 95245,53376,153628,58185,142968, 95245,199147,1,1,158471,63682,0.7133,0.7161,1,2,0,-0.1179
52,1,730323,567496,0.0036934702,0.9593,0.35219,74775,121985,16132, 832,291017,73964,2204,149414,49427,102404,12907, 726,247475,52208,1727,100622,111170,63168,132361,44072,114455,55675,101199,65005,152143, 98809,53616,121764,60331,107826, 98809,152143,1,1,122266,65345,0.6517,0.6552,1,2,0,-0.1179
52,2,724948,588409,0.0036934702,0.9593,0.07112,64148,192380, 5745,1489,240541,75090,3079,142476,43680,173220, 5152,1274,210793,53010,2497, 98783,155725,65678,174248,48575,161861,56357,143734,66722,213985, 98055,57117,164983,61534,152796, 98055,213985,1,1,169911,67079,0.7170,0.7192,1,2,0,-0.1179
53,1,725530,564604,0.0028936191,0.9553,0.28429,71744,104608,15704, 808,304052,79654,1986,146974,47283, 88335,12557, 702,258593,56108,1534, 99492,109836,61252,130385,42249,112625,53388, 99179,63040,148777, 97603,51746,120109,58205,105900, 97603,148777,1,1,120160,63505,0.6542,0.6582,1,2,0,-0.1179
53,2,729741,591301,0.0028936191,0.9553,0.06902,67179,209757, 6173,1513,227506,69400,3297,144916,45824,187289, 5502,1298,199675,49110,2690, 99913,157060,67595,176223,50398,163691,58644,145755,68686,217351, 99261,58987,166638,63660,154722, 99261,217351,1,1,172017,68919,0.7140,0.7158,1,2,0,-0.1179
54,1,729232,565003,0.0021940931,0.9633,0.38209,74996,121393,16200, 823,284180,78799,2209,150632,49475,101775,12960, 720,241180,55503,1731,101659,109745,62735,130803,43647,113337,55320, 99616,65123,150305, 99559,53186,120272,60213,106475, 99559,150305,1,1,120761,65276,0.6491,0.6529,1,2,0,-0.1179
54,2,726039,590902,0.0021940931,0.9633,0.07180,63927,192972, 5677,1498,247378,70255,3074,141258,43632,173849, 5099,1280,217088,49715,2493, 97746,157151,66112,175806,49000,162979,56712,145318,66603,215823, 97305,57546,166475,61652,154147, 97305,215823,1,1,171416,67148,0.7185,0.7205,1,2,0,-0.1179
55,1,727521,574342,0.0001573590,0.9473,0.35774,73679,133396,14323, 835,279081,69641,2391,154175,49445,115714,11828, 728,239952,50152,1893,104630,119755,67718,141047,48591,122700,60376,108802,69637,166233,103425,58150,130400,65001,115750,103425,166233,1,1,131707,69950,0.6531,0.6558,1,2,0,-0.1179
55,2,727750,581563,0.0001573590,0.9473,0.07131,65244,180969, 7554,1486,252477,79413,2892,137715,43662,159910, 6231,1272,218316,55066,2331, 94775,147141,61129,165562,44056,153616,51655,136131,62090,199895, 93439,52583,156348,56863,144872, 93439,199895,1,1,160470,62474,0.7198,0.7226,1,2,0,-0.1179
56,1,730947,568431,0.0045510424,0.9688,0.43387,75460,130251,16129, 822,279487,71900,2300,154598,49783,109729,12914, 715,238091,51226,1800,104173,117295,67117,139248,47565,120407,59478,106689,68952,160686,103142,57336,128269,64207,113547,103142,160686,1,1,128865,69249,0.6505,0.6535,1,2,0,-0.1179
56,2,724324,587474,0.0045510424,0.9688,0.07286,63463,184114, 5748,1499,252071,77154,2983,137292,43324,165895, 5145,1285,220177,53992,2424, 95232,149601,61729,167360,45082,155909,52553,138244,62775,205443, 93722,53397,158478,57657,147075, 93722,205443,1,1,163312,63175,0.7211,0.7236,1,2,0,-0.1179
57,1,729120,568630,0.0020401698,0.9473,0.29116,72253,112642,15771, 820,301125,73558,2042,150909,47524, 95487,12618, 704,256491,52401,1573,101832,117154,66126,138795,46360,120087,57922,106509,67416,160313,103124,56237,127973,62662,113296,103124,160313,1,1,128572,68188,0.6534,0.6569,1,2,0,-0.1179
57,2,726151,587275,0.0020401698,0.9473,0.06893,66670,201723, 6106,1501,230433,75496,3241,140981,45583,180137, 5441,1296,201777,52817,2651, 97573,149742,62721,167814,46287,156229,54109,138425,64310,205815, 93740,54495,158774,59203,147326, 93740,205815,1,1,163606,64236,0.7181,0.7202,1,2,0,-0.1179
58,1,725210,569231,0.0033333998,0.9625,0.41025,72806,129410,13452, 774,279604,69556,2366,157242,48380,111339,10959, 665,239836,49900,1870,106282,126786,69589,149167,49927,129743,62079,115666,71602,173176,104010,59754,137975,66834,122704,104010,173176,1,1,138908,71442,0.6604,0.6627,1,2,0,-0.1179
58,2,730061,586674,0.0033333998,0.9625,0.07253,66117,184955, 8425,1547,251954,79498,2917,134648,44727,164285, 7100,1335,218432,55318,2354, 93123,140110,59257,157442,42720,146572,49952,129267,60124,192952, 92854,50978,148772,55030,137918, 92854,192952,1,1,153269,60982,0.7154,0.7186,1,2,0,-0.1179
59,1,726994,565964,0.0008816227,0.9657,0.32473,73141,108996,16455, 829,305613,76449,2021,143490,48490, 91724,13216, 719,259727,53610,1568, 96910,107606,60850,127843,42018,110656,53043, 97635,62317,147547, 97426,51428,117724,57671,104145, 97426,147547,1,1,118257,63130,0.6520,0.6560,1,2,0,-0.1179
59,2,728277,589941,0.0008816227,0.9657,0.07057,65782,205369, 5422,1492,225945,72605,3262,148400,44617,183900, 4843,1281,198541,51608,2656,102495,159290,67997,178766,50629,165660,58988,147298,69409,218581, 99438,59304,169024,64193,156477, 99438,218581,1,1,173920,69294,0.7151,0.7169,1,2,0,-0.1179
60,1,725548,571469,0.0028688815,0.9441,0.33373,73071,130988,13497, 800,277100,70306,2403,157383,48804,113367,11111, 686,238314,50720,1905,106562,128673,69625,150744,50263,131032,62072,116613,71700,175107,103854,59940,139707,66879,123822,103854,175107,1,1,140434,71504,0.6626,0.6649,1,2,0,-0.1179
60,2,729723,584436,0.0028688815,0.9441,0.07054,65852,183377, 8380,1521,254458,78748,2880,134507,44303,162257, 6948,1314,219954,54498,2319, 92843,138223,59221,155865,42384,145283,49959,128321,60027,191021, 93009,50793,147040,54986,136800, 93009,191021,1,1,151744,60920,0.7135,0.7168,1,2,0,-0.1179
61,1,729190,566830,0.0021363719,0.9641,0.39421,74759,128710,15506, 814,278850,74160,2247,154144,49402,108767,12486, 710,237583,52523,1759,103600,116840,66994,138856,47508,120003,59393,106357,68847,160101,102420,57245,127846,64113,113179,102420,160101,1,1,128431,69032,0.6504,0.6533,1,2,0,-0.1179
61,2,726081,589075,0.0021363719,0.9641,0.07200,64164,185655, 6371,1507,252708,74894,3036,137746,43705,166857, 5573,1290,220685,52695,2465, 95805,150056,61852,167753,45139,156312,52638,138576,62879,206027, 94444,53487,158902,57751,147443, 94444,206027,1,1,163746,63392,0.7209,0.7235,1,2,0,-0.1179
62,1,724643,567100,0.0041126361,0.9425,0.30662,71864,110543,16911, 854,309228,75539,2089,137615,48025, 93594,13668, 748,263217,52978,1637, 93233,104493,58936,123490,40957,107593,51594, 94859,60497,145065, 95937,49941,113990,56036,101225, 95937,145065,1,1,115099,61584,0.6514,0.6557,1,2,0,-0.1179
62,2,730628,588805,0.0041126361,0.9425,0.07016,67059,203822, 4966,1467,222330,73515,3194,154275,45082,182030, 4391,1252,195051,52240,2587,106172,162403,69911,183119,51690,168723,60438,150075,71230,221063,100927,60792,172757,65828,159397,100927,221063,1,1,177078,70841,0.7143,0.7160,1,2,0,-0.1179
63,1,725003,570506,0.0036178829,0.9593,0.38138,72958,130331,13458, 788,278809,69863,2370,156426,48713,112547,11043, 678,239550,50247,1882,105846,126931,69380,149140,49849,129777,61907,115542,71534,173402,103805,59612,138035,66715,122657,103805,173402,1,1,138959,71296,0.6609,0.6633,1,2,0,-0.1179
63,2,730268,585399,0.0036178829,0.9593,0.07195,65965,184034, 8419,1533,252749,79191,2913,135464,44394,163077, 7016,1322,218718,54971,2342, 93559,139965,59466,157468,42798,146539,50124,129391,60193,192726, 93059,51121,148712,55150,137964, 93059,192726,1,1,153218,61128,0.7148,0.7180,1,2,0,-0.1179
64,1,729542,576158,0.0026201305,0.9457,0.32857,73573,133822,13812, 810,279782,69213,2437,156093,49369,116272,11409, 704,240775,49966,1932,105731,127014,69528,148849,50166,129468,62015,115153,71638,173919,104335,59844,137931,66820,122309,104335,173919,1,1,138881,71537,0.6600,0.6624,1,2,0,-0.1179
64,2,725729,579747,0.0026201305,0.9457,0.07054,65350,180543, 8065,1511,251776,79841,2846,135797,43738,159352, 6650,1296,217493,55252,2292, 93674,139882,59318,157759,42481,146848,50017,129781,60089,192210, 92529,50889,148817,55044,138313, 92529,192210,1,1,153296,60887,0.7157,0.7189,1,2,0,-0.1179
65,1,730817,567603,0.0043723815,0.9641,0.35425,73349,114912,16128, 799,300667,74579,2081,148302,48434, 96680,12893, 692,255087,52548,1610, 99659,115101,65256,136737,45632,117722,57153,104331,66604,156244,101681,55438,125917,61870,111025,101681,156244,1,1,126027,67264,0.6520,0.6555,1,2,0,-0.1179
65,2,724454,588302,0.0043723815,0.9641,0.07103,65574,199453, 5749,1522,230891,74475,3202,143588,44673,178944, 5166,1308,203181,52670,2614, 99746,151795,63590,169871,47015,158594,54879,140603,65123,209885, 95183,55294,160830,59994,149597, 95183,209885,1,1,166150,65161,0.7183,0.7205,1,2,0,-0.1179
66,1,726178,582142,0.0020030633,0.9545,0.23269,64845,138404,13581, 887,287520,76270,2479,142192,44358,120680,11084, 776,250553,54174,1985, 98532,128459,63314,146746,46565,128186,55907,114152,64769,174480, 93292,54937,137601,60333,121167, 93292,174480,1,0,138406,64770,0.6812,0.6830,1,2,0,-0.1179
66,2,729093,573763,0.0020030633,0.9545,0.06781,74078,175961, 8296,1434,244038,72784,2804,149698,48749,154944, 6975,1224,207715,51044,2239,100873,138437,65532,159862,46082,148130,56124,130781,66958,191648,103572,55796,149146,61532,139455,103572,191648,1,0,153771,67654,0.6945,0.6981,1,2,0,-0.1179
67,1,727244,565744,0.0005380441,0.9609,0.31563,73466,108745,16375, 837,302255,78618,2037,144911,48627, 91425,13148, 729,256966,55314,1582, 97953,108786,61345,129344,42322,111923,53486, 98623,63012,148155, 97862,51828,119064,58240,105272, 97862,148155,1,1,119366,63604,0.6524,0.6564,1,2,0,-0.1179
67,2,728027,590161,0.0005380441,0.9609,0.07015,65457,205620, 5502,1484,229303,70436,3246,146979,44480,184199, 4911,1271,201302,49904,2642,101452,158110,67501,177265,50325,164393,58545,146310,68715,217973, 99002,58904,167683,63625,155350, 99002,217973,1,1,172811,68820,0.7152,0.7170,1,2,0,-0.1179
68,1,725588,563846,0.0028139089,0.9577,0.32677,72912,112858,15431, 785,298263,75086,2047,148206,48205, 95322,12422, 686,253165,53006,1583, 99457,113230,64605,134702,45242,115937,56606,102628,66048,153935,100331,54918,123964,61320,109281,100331,153935,1,1,124086,66566,0.6509,0.6542,1,2,0,-0.1179
68,2,729683,592059,0.0028139089,0.9577,0.07018,66011,201507, 6446,1536,233295,73968,3236,143684,44902,180302, 5637,1314,205103,52212,2641, 99948,153666,64241,171907,47405,160379,55425,142305,65679,212193, 96533,55815,162783,60545,151341, 96533,212193,1,1,168091,65858,0.7185,0.7207,1,2,0,-0.1179
69,1,726683,566809,0.0013090345,0.9505,0.32612,73034,112392,16575, 835,304493,74498,2068,142788,48590, 95026,13338, 729,258779,52308,1620, 96419,106637,60699,126687,41991,109639,53014, 96763,62108,147199, 97485,51340,116661,57552,103200, 97485,147199,1,1,117384,63059,0.6505,0.6546,1,2,0,-0.1179
69,2,728588,589096,0.0013090345,0.9505,0.07059,65889,201973, 5302,1486,227065,74556,3215,149102,44517,180598, 4721,1271,199489,52910,2604,102986,160259,68147,179922,50656,166677,59018,148171,69619,218929, 99379,59392,170086,64313,157422, 99379,218929,1,1,174793,69365,0.7159,0.7177,1,2,0,-0.1179
70,1,729421,573072,0.0024538385,0.9649,0.38734,73082,130133,13607, 778,281583,69739,2351,158148,48635,112031,11111, 669,241637,50130,1860,106999,128467,70153,150980,50379,131290,62530,117106,72100,175236,104626,60262,139723,67308,124197,104626,175236,1,1,140616,71958,0.6615,0.6638,1,2,0,-0.1179
70,2,725850,582833,0.0024538385,0.9649,0.07194,65841,184232, 8270,1543,249975,79315,2932,133742,44472,163593, 6948,1331,216631,55088,2364, 92406,138429,58693,155628,42268,145026,49502,127828,59627,190892, 92238,50471,147025,54556,136425, 92238,190892,1,1,151561,60466,0.7148,0.7181,1,2,0,-0.1179
71,1,726347,570404,0.0017708042,0.9593,0.38372,73910,135359,14166, 806,274838,69034,2438,155796,49276,116254,11568, 697,235873,49687,1923,105126,124531,68897,146474,49529,127595,61491,113437,71089,170954,103428,59209,135501,66283,120515,103428,170954,1,1,136598,70886,0.6584,0.6607,1,2,0,-0.1179
71,2,728924,585501,0.0017708042,0.9593,0.07195,65013,179006, 7711,1515,256720,80020,2845,136094,43831,159370, 6491,1303,222395,55531,2301, 94279,142365,59949,160135,43118,148720,50541,131497,60638,195174, 93436,51524,151246,55581,140107, 93436,195174,1,1,155579,61538,0.7166,0.7197,1,2,0,-0.1179
72,1,729789,592163,0.0029595862,0.9377,0.15038,59494,137724,11839, 802,313600,67595,2332,136403,41429,120179, 9897, 714,274019,48218,1868, 95839,136435,65134,155518,47582,135750,57382,123355,64484,184029, 94467,56355,145975,60926,129551, 94467,184029,1,0,147019,65809,0.6908,0.6926,1,2,0,-0.1179
72,2,725482,563742,0.0029595862,0.9377,0.06395,79429,176641,10038,1519,217958,81459,2951,155487,51678,155445, 8162,1286,184249,57000,2356,103566,130461,63713,151091,45065,140566,54649,121578,67242,182100,102397,54377,140772,60938,131071,102397,182100,1,0,145158,66615,0.6854,0.6892,1,2,0,-0.1179
73,1,725222,562485,0.0033169080,0.9704,0.37339,74182,120402,16160, 810,288573,75040,2185,147870,48969,100960,12934, 707,244812,52727,1716, 99660,108868,62207,129719,43283,112091,54781, 98806,64202,148818, 98445,52741,119291,59483,105447, 98445,148818,1,1,119660,64583,0.6495,0.6532,1,2,0,-0.1179
73,2,730049,593420,0.0033169080,0.9704,0.07174,64741,193963, 5717,1511,242985,74014,3098,144020,44138,174664, 5125,1293,213456,52491,2508, 99745,158028,66639,176890,49364,164225,57250,146127,67524,217310, 98419,57992,167456,62382,155175, 98419,217310,1,1,172517,67841,0.7177,0.7198,1,2,0,-0.1179
74,1,727866,566643,0.0003167795,0.9561,0.30622,69890,108368,15802, 780,310512,76714,1996,143804,46043, 91612,12651, 674,263510,53836,1549, 96768,110672,62784,130911,44023,113534,55128,100403,64347,152351,100037,53397,120790,59730,106967,100037,152351,1,1,121574,65262,0.6507,0.6545,1,2,0,-0.1179
74,2,727405,589262,0.0003167795,0.9561,0.06963,69033,205997, 6075,1541,221046,72340,3287,148086,47064,184012, 5408,1326,194758,51382,2675,102637,156224,66063,175698,48624,162782,56904,144530,67380,213778, 96827,57335,165957,62135,153655, 96827,213778,1,1,170603,67162,0.7175,0.7195,1,2,0,-0.1179
75,1,728172,573197,0.0007373197,0.9449,0.28514,73281,121078,14591, 814,291469,71603,2241,153095,48956,104170,11929, 704,250595,51357,1769,103717,124839,67332,146302,48090,127527,59731,113582,69183,170695,102313,57707,135569,64450,120553,102313,170695,1,1,136589,69329,0.6633,0.6660,1,2,0,-0.1179
