draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2456,2,725669,587005,0.0027025894,0.9489,0.06967,66384,199487, 5950,1491,234704,73278,3235,141140,45256,178157, 5298,1283,205061,51640,2633, 97677,152481,63775,171009,46918,158842,54966,140875,65290,208919, 95393,55339,161741,60121,149858, 95393,208919,1,1,166426,65271,0.7183,0.7205,1,2,0,-0.1179
2457,1,728763,576376,0.0015495396,0.9233,0.20283,71617,123526,16935, 938,303286,72707,2302,137452,48509,106189,13787, 829,260045,51469,1821, 93727,111470,59843,129470,42623,113254,52457,100025,61270,155070, 95652,51230,120469,56855,106638, 95652,155070,1,1,121857,62369,0.6615,0.6650,1,2,0,-0.1179
2457,2,726508,579529,0.0015495396,0.9233,0.06586,67306,190839, 4942,1383,228272,76347,2981,154438,44598,169435, 4272,1171,198223,53749,2403,105678,155426,69003,177139,50025,163062,59575,144908,70456,211058,101212,59503,166278,65009,153984,101212,211058,1,1,170320,70055,0.7086,0.7107,1,2,0,-0.1179
2458,1,728221,570743,0.0008046611,0.9625,0.36338,74158,132901,14272, 796,276309,69946,2380,157459,49235,113698,11614, 688,236976,50249,1894,106389,125029,68817,147170,49392,128204,61466,114143,70970,171258,103346,59100,136098,66212,121173,103346,171258,1,1,137161,70798,0.6596,0.6620,1,2,0,-0.1179
2458,2,727050,585162,0.0008046611,0.9625,0.07124,64765,181464, 7605,1525,255249,79108,2903,134431,43872,161926, 6445,1312,221292,54969,2330, 93016,141867,60029,159438,43255,148112,50565,130790,60757,194870, 93518,51632,150649,55653,139449, 93518,194870,1,1,155016,61626,0.7155,0.7187,1,2,0,-0.1179
2459,1,724404,564798,0.0044410972,0.9617,0.29911,71179,105314,15972, 822,308794,76365,1954,144004,46999, 89127,12827, 712,262670,53545,1524, 97394,107882,60790,128038,41950,110909,53019, 97874,62248,148329, 97784,51365,117959,57625,104390, 97784,148329,1,1,118606,63157,0.6525,0.6567,1,2,0,-0.1179
2459,2,730867,591107,0.0044410972,0.9617,0.06977,67744,209051, 5905,1499,222764,72689,3329,147886,46108,186497, 5232,1288,195598,51673,2700,102011,159014,68057,178570,50697,165407,59012,147059,69479,217799, 99080,59368,168788,64240,156232, 99080,217799,1,1,173571,69267,0.7148,0.7165,1,2,0,-0.1179
2460,1,727459,566061,0.0002425665,0.9617,0.32164,73507,108956,16441, 838,302398,78692,2032,144595,48696, 91670,13214, 728,257019,55341,1572, 97821,108161,61038,128559,42133,111277,53234, 97969,62750,147512, 97615,51580,118358,57982,104622, 97615,147512,1,1,118695,63353,0.6520,0.6560,1,2,0,-0.1179
2460,2,727812,589844,0.0002425665,0.9617,0.07039,65416,205409, 5436,1483,229160,70362,3251,147295,44411,183954, 4845,1272,201249,49877,2652,101584,158735,67808,178050,50514,165039,58798,146964,68977,218616, 99249,59152,168389,63882,156000, 99249,218616,1,1,173482,69071,0.7152,0.7171,1,2,0,-0.1179
2461,1,726947,564808,0.0009462155,0.9569,0.34178,71817,111692,16240, 801,304096,76862,2073,143366,47494, 93895,13014, 694,257800,53955,1600, 96356,111817,63333,132391,44394,114463,55528,101303,64787,152475, 99999,53858,122102,60149,107882, 99999,152475,1,1,122490,65607,0.6512,0.6549,1,2,0,-0.1179
2461,2,728324,591097,0.0009462155,0.9569,0.07072,67106,202673, 5637,1520,227462,72192,3210,148524,45613,181729, 5045,1306,200468,51263,2624,103049,155079,65513,174218,48253,161853,56503,143631,66940,213653, 96865,56875,164645,61715,152740, 96865,213653,1,1,169687,66817,0.7175,0.7195,1,2,0,-0.1179
2462,1,724195,572371,0.0047283290,0.9513,0.33359,71711,132641,14180, 803,283582,68562,2443,150273,48231,115083,11680, 700,243600,49253,1940,101884,123741,67551,144623,48787,125610,59954,111947,69017,169100,101741,58166,134180,64480,118777,101741,169100,1,1,135005,69410,0.6604,0.6629,1,2,0,-0.1179
2462,2,731076,583534,0.0047283290,0.9513,0.07066,67212,181724, 7697,1518,247976,80492,2840,141617,44876,160541, 6379,1300,214668,55965,2284, 97521,143155,61296,161986,43860,150706,52077,132987,62709,197028, 95123,52567,152567,57384,141845, 95123,197028,1,1,157172,63014,0.7138,0.7169,1,2,0,-0.1179
2463,1,724568,569239,0.0042157097,0.9521,0.34845,73256,129267,13695, 783,277484,70468,2345,157270,48823,111413,11213, 673,238078,50664,1869,106506,124453,68684,146550,49287,127431,61271,113326,70833,170324,103121,58981,135500,66046,120378,103121,170324,1,1,136417,70640,0.6588,0.6613,1,2,0,-0.1179
2463,2,730703,586666,0.0042157097,0.9521,0.07090,65667,185098, 8182,1538,254074,78586,2938,134620,44284,164211, 6846,1327,220190,54554,2355, 92899,142443,60163,160058,43360,148884,50761,131607,60894,195805, 93743,51751,151247,55819,140244, 93743,195805,1,1,155760,61784,0.7160,0.7191,1,2,0,-0.1179
2464,1,726367,573616,0.0017433179,0.9513,0.30332,70925,132936,13982, 808,284449,68297,2451,152519,47349,115175,11465, 703,244722,49113,1936,103153,126676,68356,147823,49433,129414,61085,115342,70430,174019,103240,58892,137248,65752,122376,103240,174019,1,1,138655,70508,0.6629,0.6654,1,2,0,-0.1179
2464,2,728904,582289,0.0017433179,0.9513,0.06966,67998,181429, 7895,1513,247109,80757,2832,139371,45758,160449, 6594,1297,213546,56105,2288, 96252,140220,60490,158786,43214,146902,50946,129592,61297,192109, 93624,51841,149500,56113,138246, 93624,192109,1,1,153522,61916,0.7126,0.7157,1,2,0,-0.1179
2465,1,726055,565512,0.0021721040,0.9593,0.31205,71712,112371,15737, 807,299069,75330,2025,149004,47210, 95253,12609, 696,254565,53158,1569,100452,112862,64278,133788,45120,115803,56389,102510,65705,154939,100585,54692,123324,61040,109155,100585,154939,1,1,123980,66413,0.6512,0.6546,1,2,0,-0.1179
2465,2,729216,590393,0.0021721040,0.9593,0.06984,67211,201994, 6140,1514,232489,73724,3258,142886,45897,180371, 5450,1304,203703,52060,2655, 98953,154034,64568,172821,47527,160513,55642,142423,66022,211189, 96279,56040,163424,60825,151467, 96279,211189,1,1,168197,66011,0.7182,0.7203,1,2,0,-0.1179
2466,1,728858,567495,0.0016800994,0.9665,0.32714,73356,109398,16458, 841,305950,76752,2039,144064,48612, 92075,13219, 731,260128,53855,1586, 97289,108975,61475,129405,42467,111994,53573, 98935,62850,149233, 98103,51966,119189,58202,105464, 98103,149233,1,1,119708,63692,0.6527,0.6567,1,2,0,-0.1179
2466,2,726413,588410,0.0016800994,0.9665,0.07060,65567,204967, 5419,1480,225608,72302,3244,147826,44495,183549, 4840,1269,198140,51363,2638,102116,157921,67372,177203,50180,164321,58459,145998,68877,216896, 98761,58767,167558,63663,155158, 98761,216896,1,1,172469,68732,0.7150,0.7169,1,2,0,-0.1179
2467,1,730700,567194,0.0042115867,0.9696,0.37619,74401,120939,16233, 824,292027,75554,2198,148524,49131,101456,13005, 715,247873,53122,1719,100173,110651,62923,131707,43788,113836,55413,100465,64854,151179, 99456,53351,121178,60125,107149, 99456,151179,1,1,121568,65286,0.6506,0.6543,1,2,0,-0.1179
2467,2,724571,588711,0.0042115867,0.9696,0.07181,64522,193426, 5644,1497,239531,73500,3085,143366,43976,174168, 5054,1285,210395,52096,2505, 99232,156245,65924,174901,48859,162480,56618,144468,66872,214950, 97408,57382,165570,61739,153472, 97408,214950,1,1,170609,67138,0.7176,0.7196,1,2,0,-0.1179
2468,1,728024,567212,0.0005339212,0.9625,0.29419,71592,105262,15904, 821,308089,78766,1967,145623,47218, 88982,12753, 711,262038,55410,1526, 98574,108882,61268,129323,42235,112272,53476, 98954,63010,149330, 98325,51746,119102,58234,105612, 98325,149330,1,1,119752,63661,0.6529,0.6570,1,2,0,-0.1179
2468,2,727247,588693,0.0005339212,0.9625,0.06947,67331,209103, 5973,1500,223469,70288,3316,146267,45889,186642, 5306,1289,196230,49808,2698,100831,158014,67578,177285,50412,164044,58555,145979,68717,216798, 98539,58986,167646,63630,155010, 98539,216798,1,1,172425,68763,0.7149,0.7167,1,2,0,-0.1179
2469,1,725599,569336,0.0027987914,0.9577,0.35967,73701,133053,14026, 796,276206,68843,2415,156559,49001,113972,11443, 687,237147,49553,1913,105620,127282,69551,149510,50014,130337,62114,116079,71739,174197,104087,59779,138394,66920,123206,104087,174197,1,1,139481,71501,0.6611,0.6634,1,2,0,-0.1179
2469,2,729672,586569,0.0027987914,0.9577,0.07125,65222,181312, 7851,1525,255352,80211,2868,135331,44106,161652, 6616,1313,221121,55665,2311, 93785,139614,59295,157099,42633,145979,49918,128854,59988,191931, 92777,50954,148353,54945,137416, 92777,191931,1,1,152696,60923,0.7148,0.7180,1,2,0,-0.1179
2470,1,728774,572902,0.0015646570,0.9585,0.38401,73961,137845,14281, 825,275029,68492,2469,155872,49331,118653,11683, 713,236066,49327,1945,105184,125040,69288,147026,49849,127754,61696,113624,71241,171266,103778,59564,136031,66462,120687,103778,171266,1,1,136942,71170,0.6580,0.6604,1,2,0,-0.1179
2470,2,726497,583003,0.0015646570,0.9585,0.07195,64962,176520, 7596,1496,256529,80562,2814,136018,43776,156971, 6376,1287,222202,55891,2279, 94221,141856,59559,159583,42798,148561,50336,131309,60485,194862, 93086,51168,150716,55402,139934, 93086,194862,1,1,155235,61254,0.7171,0.7202,1,2,0,-0.1179
2471,1,731210,568689,0.0049124871,0.9704,0.44423,75539,130903,16203, 829,279075,71849,2292,154520,49879,110239,12971, 722,237739,51247,1795,104097,117011,67080,138932,47563,120213,59472,106581,68872,160502,102906,57315,127969,64164,113396,102906,160502,1,1,128648,69177,0.6503,0.6533,1,2,0,-0.1179
2471,2,724061,587216,0.0049124871,0.9704,0.07307,63384,183462, 5674,1492,252483,77205,2991,137370,43228,165385, 5088,1278,220529,53971,2429, 95308,149885,61767,167676,45084,156103,52559,138353,62854,205626, 93958,53417,158778,57700,147226, 93958,205626,1,1,163529,63247,0.7211,0.7237,1,2,0,-0.1179
2472,1,725473,562926,0.0029719551,0.9617,0.36630,74559,121564,16169, 820,285877,75091,2190,149203,49245,102008,12943, 717,242721,52957,1729,100606,108850,62294,129751,43357,112149,54895, 98863,64335,148884, 98455,52821,119299,59606,105504, 98455,148884,1,1,119699,64666,0.6493,0.6529,1,2,0,-0.1179
2472,2,729798,592979,0.0029719551,0.9617,0.07140,64364,192801, 5708,1501,245681,73963,3093,142687,43862,173616, 5116,1283,215547,52261,2495, 98799,158046,66552,176857,49290,164167,57136,146070,67392,217244, 98409,57911,167448,62259,155117, 98409,217244,1,1,172478,67758,0.7180,0.7200,1,2,0,-0.1179
2473,1,727716,577067,0.0001106323,0.9545,0.30294,71514,126258,14858, 831,297718,68050,2350,146137,48338,109628,12253, 727,256385,48900,1855, 98981,122641,66217,142807,47688,125081,58825,111431,67871,169920,101580,56948,132723,63341,118254,101580,169920,1,1,134375,68436,0.6626,0.6653,1,2,0,-0.1179
2473,2,727555,578838,0.0001106323,0.9545,0.06987,67409,188107, 7019,1490,233840,81004,2933,145753,44769,165996, 5806,1273,201883,56318,2369,100424,144255,62630,163802,44959,151235,53207,133502,63855,196208, 95284,53785,154025,58523,142368, 95284,196208,1,1,157802,63988,0.7115,0.7142,1,2,0,-0.1179
2474,1,725887,563289,0.0024029889,0.9601,0.32698,71656,110127,15660, 805,298824,77872,2006,148937,47036, 93003,12501, 696,253597,54720,1551,100185,112834,64298,134009,44945,115426,56201,102019,65710,153301,100974,54616,123420,60948,108720,100974,153301,1,1,123517,66424,0.6503,0.6539,1,2,0,-0.1179
2474,2,729384,592616,0.0024029889,0.9601,0.07022,67267,204238, 6217,1516,232734,71182,3277,142953,46071,182621, 5558,1304,204671,50498,2673, 99220,154062,64548,172600,47702,160890,55830,142914,66017,212827, 95890,56117,163328,60916,151901, 95890,212827,1,1,168660,66000,0.7187,0.7208,1,2,0,-0.1179
2475,1,729698,571840,0.0028345236,0.9633,0.38059,73984,133348,14235, 790,277663,69545,2385,157748,49091,114034,11569, 681,238186,49974,1887,106418,125120,68938,147263,49516,128147,61560,114196,71006,171039,103236,59222,136190,66276,121171,103236,171039,1,1,137153,70851,0.6594,0.6618,1,2,0,-0.1179
2475,2,725573,584065,0.0028345236,0.9633,0.07167,64939,181017, 7642,1531,253895,79509,2898,134142,44016,161590, 6490,1319,220082,55244,2337, 92987,141776,59909,159346,43131,148169,50472,130737,60721,195089, 93628,51511,150557,55588,139451, 93628,195089,1,1,155024,61573,0.7157,0.7189,1,2,0,-0.1179
2476,1,728425,567225,0.0010850213,0.9681,0.33090,73284,109211,16446, 833,306043,76587,2028,143993,48587, 91942,13213, 723,260213,53722,1575, 97250,108321,61207,128696,42254,111387,53353, 98386,62618,148338, 97735,51725,118508,57976,104886, 97735,148338,1,1,119025,63432,0.6523,0.6564,1,2,0,-0.1179
2476,2,726846,588680,0.0010850213,0.9681,0.07072,65639,205154, 5431,1488,225515,72467,3255,147897,44520,183682, 4846,1277,198055,51496,2649,102155,158575,67639,177913,50393,164929,58678,146547,69109,217790, 99129,59008,168240,63888,155736, 99129,217790,1,1,173152,68992,0.7151,0.7169,1,2,0,-0.1179
2477,1,724719,566689,0.0040081882,0.9497,0.24889,71724,107017,16058, 835,305620,75852,2015,145598,47519, 90869,12929, 725,260683,53572,1570, 98822,109844,61316,129925,42547,112742,53550, 99507,62822,151326, 98130,51926,119885,58177,106123, 98130,151326,1,1,120668,63672,0.6546,0.6585,1,2,0,-0.1179
2477,2,730552,589216,0.0040081882,0.9497,0.06780,67199,207348, 5819,1486,225938,73202,3268,146292,45588,184755, 5130,1275,197585,51646,2654,100583,157052,67530,176683,50100,163574,58482,145427,68905,214802, 98734,58807,166863,63688,154499, 98734,214802,1,1,171509,68752,0.7138,0.7157,1,2,0,-0.1179
2478,1,726671,572324,0.0013255263,0.9441,0.34300,73278,130267,13563, 799,278362,70481,2356,157565,48945,112590,11171, 686,239511,50860,1876,106685,126832,69208,149010,49738,129344,61553,114971,71220,172419,103400,59468,137920,66380,122156,103400,172419,1,1,138515,71025,0.6610,0.6634,1,2,0,-0.1179
2478,2,728600,583581,0.0013255263,0.9441,0.07079,65645,184098, 8314,1522,253196,78573,2927,134325,44162,163034, 6888,1314,218757,54358,2348, 92720,140064,59639,157599,42909,146972,50479,129962,60507,193709, 93464,51264,148827,55485,138466, 93464,193709,1,1,153662,61399,0.7145,0.7177,1,2,0,-0.1179
2479,1,729639,589610,0.0027534391,0.9369,0.18076,56167,120815,12483, 683,350812,58228,2153,128298,38762,105713,10392, 607,302495,41264,1697, 88680,135788,65220,155116,47139,134338,57159,123551,62801,183239, 97428,56179,145451,59974,128943, 97428,183239,1,0,146409,65949,0.6894,0.6920,1,2,0,-0.1179
2479,2,725632,566295,0.0027534391,0.9369,0.05656,82756,193550, 9394,1638,180746,90826,3130,163592,54345,169911, 7667,1393,155773,63954,2527,110725,131108,63626,151493,45508,141978,54872,121382,68925,182889, 99436,54554,141296,61890,131679, 99436,182889,1,0,145769,66476,0.6868,0.6898,1,2,0,-0.1179
2480,1,724977,581742,0.0036536150,0.9545,0.28030,64442,140754,13289, 902,285983,75058,2502,142047,44167,122517,10894, 780,249112,53488,2000, 98784,127600,62592,145703,46143,127399,55182,113586,63803,172666, 91031,54364,136650,59487,120492, 91031,172666,1,0,137391,63751,0.6831,0.6847,1,2,0,-0.1179
2480,2,730294,574163,0.0036536150,0.9545,0.06993,74481,173611, 8588,1419,245575,73996,2781,149843,48940,153107, 7165,1220,209156,51730,2224,100621,139296,66255,160906,46504,148917,56849,131347,67923,193462,105833,56368,150098,62378,140130,105833,193462,1,0,154786,68674,0.6927,0.6965,1,2,0,-0.1179
2481,1,724142,563063,0.0048011676,0.9561,0.34149,74576,122460,16387, 855,285524,73855,2195,148290,49318,102964,13157, 745,242908,52100,1718,100153,110438,62852,131277,43907,113669,55297,100297,64686,151318, 99164,53375,120856,59983,106982, 99164,151318,1,1,121400,65181,0.6507,0.6543,1,2,0,-0.1179
2481,2,731129,592842,0.0048011676,0.9561,0.07080,64347,191905, 5490,1466,246034,75199,3088,143600,43789,172660, 4902,1255,215360,53118,2506, 99252,156458,65994,175332,48740,162647,56734,144636,67041,214810, 97700,57358,165891,61882,153640, 97700,214810,1,1,170777,67243,0.7175,0.7196,1,2,0,-0.1179
2482,1,728684,571037,0.0014409687,0.9633,0.37679,74021,132967,14247, 799,276819,70029,2366,157436,49138,113712,11596, 690,237383,50290,1868,106360,125930,69289,148173,49762,129060,61882,114984,71396,172456,103859,59521,137050,66632,122021,103859,172456,1,1,138120,71237,0.6597,0.6621,1,2,0,-0.1179
2482,2,726587,584868,0.0014409687,0.9633,0.07159,64902,181398, 7630,1522,254739,79025,2917,134454,43969,161912, 6463,1310,220885,54928,2356, 93045,140966,59557,158436,42885,147256,50150,129949,60330,193673, 93005,51211,149697,55232,138601, 93005,193673,1,1,154057,61187,0.7157,0.7189,1,2,0,-0.1179
2483,1,730641,567457,0.0041305022,0.9617,0.34219,74511,121496,16344, 838,291068,76109,2217,148058,49247,102027,13118, 728,247257,53398,1738, 99944,110153,62829,130978,43796,113197,55231, 99809,64662,150577, 99463,53307,120564,59938,106501, 99463,150577,1,1,120943,65195,0.6497,0.6535,1,2,0,-0.1179
2483,2,724630,588448,0.0041305022,0.9617,0.07092,64412,192869, 5533,1483,240490,72945,3066,143832,43860,173597, 4941,1272,211011,51820,2486, 99461,156743,66018,175631,48851,163119,56800,145125,67065,215551, 97401,57425,166183,61926,154120, 97401,215551,1,1,171234,67229,0.7181,0.7201,1,2,0,-0.1179
2484,1,725747,571237,0.0025953929,0.9529,0.35384,74384,135301,14749, 840,274812,69287,2415,153959,49720,116463,12109, 732,236241,49842,1901,104229,119022,67122,140258,48115,121310,59665,107495,68980,163020,102026,57614,129638,64316,114401,102026,163020,1,1,130221,69180,0.6531,0.6557,1,2,0,-0.1179
2484,2,729524,584668,0.0025953929,0.9529,0.07111,64539,179064, 7128,1481,256746,79767,2868,137931,43387,159161, 5950,1268,222027,55376,2323, 95176,147874,61725,166351,44532,155006,52366,137438,62747,203108, 94838,53119,157109,57548,146221, 94838,203108,1,1,161956,63244,0.7192,0.7220,1,2,0,-0.1179
2485,1,726960,571256,0.0009283494,0.9601,0.39529,73201,131286,13612, 780,278778,69832,2379,157092,48751,113251,11111, 674,239193,50105,1881,106290,126519,69755,148824,50074,129333,62164,115229,71680,172976,104389,59911,137670,66916,122280,104389,172976,1,1,138577,71613,0.6593,0.6617,1,2,0,-0.1179
2485,2,728311,584649,0.0009283494,0.9601,0.07217,65722,183079, 8265,1541,252780,79222,2904,134798,44356,162373, 6948,1326,219075,55113,2343, 93115,140377,59091,157784,42573,146983,49867,129705,60047,193152, 92475,50822,149077,54948,138342, 92475,193152,1,1,153600,60811,0.7164,0.7195,1,2,0,-0.1179
2486,1,724490,569521,0.0043229062,0.9601,0.40175,73123,132190,13682, 796,276658,69505,2379,156157,48789,114184,11171, 687,237349,49874,1882,105585,122980,68785,144895,49383,125684,61241,111769,70687,168390,103192,59079,133937,65957,118726,103192,168390,1,1,134744,70658,0.6560,0.6584,1,2,0,-0.1179
2486,2,730781,586384,0.0043229062,0.9601,0.07237,65800,182175, 8195,1525,254900,79549,2904,135733,44318,161440, 6888,1313,220919,55344,2342, 93820,143916,60061,161714,43265,150632,50791,133164,61040,197739, 93672,51653,152811,55907,141896, 93672,197739,1,1,157433,61766,0.7182,0.7213,1,2,0,-0.1179
2487,1,729524,573240,0.0025953929,0.9321,0.31063,70992,117589,16188, 830,304630,71364,2162,145769,47129,100456,13040, 722,260915,50834,1684, 98460,115403,65124,135632,46275,118323,57546,105275,66364,160681,102014,55693,125517,61947,111797,102014,160681,1,1,127063,67463,0.6532,0.6565,1,2,0,-0.1179
2487,2,725747,582665,0.0025953929,0.9321,0.06986,67931,196776, 5689,1491,226928,77690,3121,146121,45978,175168, 5019,1278,197353,54384,2540,100945,151493,63722,170977,46372,157993,54485,139658,65363,205447, 94850,55039,161231,59917,148825, 94850,205447,1,1,165114,64961,0.7177,0.7199,1,2,0,-0.1179
2488,1,730082,567693,0.0033622604,0.9609,0.35361,74582,122719,16425, 841,289449,75844,2212,148010,49341,103213,13208, 729,246263,53196,1736,100007,109236,62426,129833,43605,112441,54996, 99174,64290,149840, 98505,53010,119533,59634,105806, 98505,149840,1,1,120105,64763,0.6497,0.6533,1,2,0,-0.1179
2488,2,725189,588212,0.0033622604,0.9609,0.07129,64341,191646, 5452,1480,242109,73210,3071,143880,43766,172411, 4851,1271,212005,52022,2488, 99398,157660,66421,176776,49042,163875,57035,145759,67437,216289, 98359,57723,167214,62231,154816, 98359,216289,1,1,172072,67661,0.7178,0.7199,1,2,0,-0.1179
2489,1,725856,579195,0.0024455926,0.9545,0.25226,70146,144191,13662, 886,277938,69914,2568,146551,47781,125925,11346, 775,240667,50397,2059,100245,124864,64946,143941,47611,126112,57990,111448,67524,172156, 98467,56276,134400,62750,118779, 98467,172156,1,1,135704,67308,0.6685,0.6706,1,2,0,-0.1179
2489,2,729415,576710,0.0024455926,0.9545,0.06856,68777,170174, 8215,1435,253620,79140,2715,145339,45326,149699, 6713,1225,217601,54821,2165, 99160,142032,63900,162668,45036,150204,54042,133485,64203,193972, 98397,54456,152347,59114,141843, 98397,193972,1,1,156473,65116,0.7061,0.7094,1,2,0,-0.1179
2490,1,727703,572031,0.0000927662,0.9505,0.34414,72728,132599,14368, 784,282466,69313,2409,153036,48535,113626,11694, 681,242399,49710,1900,103486,125433,67921,146778,48982,128471,60854,114517,70223,172379,102668,58447,136104,65532,121493,102668,172379,1,1,137516,70129,0.6623,0.6647,1,2,0,-0.1179
2490,2,727568,583874,0.0000927662,0.9505,0.07077,66195,181766, 7509,1537,249092,79741,2874,138854,44572,161998, 6365,1319,215869,55508,2324, 95919,141463,60925,159831,43665,147845,51177,130416,61504,193749, 94196,52285,150643,56333,139129, 94196,193749,1,1,154661,62295,0.7129,0.7159,1,2,0,-0.1179
2491,1,730043,577322,0.0033086621,0.9529,0.32848,73030,137025,14679, 834,282099,69030,2519,150827,49113,118618,12095, 725,242971,49649,1991,102160,123935,67467,144622,48860,126346,60290,112271,69651,170483,102510,58161,134277,64964,119307,102510,170483,1,1,135532,69755,0.6602,0.6627,1,2,0,-0.1179
2491,2,725228,578583,0.0033086621,0.9529,0.07054,65893,177340, 7198,1487,249459,80024,2764,141063,43994,157006, 5964,1275,215297,55569,2233, 97245,142961,61380,161987,43787,149970,51741,132662,62076,195646, 94354,52572,152470,56901,141315, 94354,195646,1,1,156645,62669,0.7142,0.7172,1,2,0,-0.1179
2492,1,729336,574440,0.0023370218,0.9497,0.35377,73228,136032,14674, 812,280460,69179,2467,152484,49047,117066,12001, 707,240722,49690,1955,103252,122350,67242,143385,48489,125536,60183,111665,69527,168864,101972,57862,132866,64848,118600,101972,168864,1,1,134361,69482,0.6591,0.6617,1,2,0,-0.1179
2492,2,725935,581465,0.0023370218,0.9497,0.07111,65695,178333, 7203,1509,251098,79875,2816,139406,44060,158558, 6058,1293,217546,55528,2269, 96153,144546,61604,163224,44158,150780,51849,133268,62200,197264, 94892,52871,153881,57016,142022, 94892,197264,1,1,157816,62942,0.7149,0.7179,1,2,0,-0.1179
2493,1,727342,565632,0.0004033613,0.9593,0.37696,74768,128951,15724, 810,280869,70241,2254,153725,49274,108570,12557, 703,238991,50193,1770,103574,116566,66707,138456,47288,119654,59178,106006,68617,159546,102223,56992,127509,63890,112829,102223,159546,1,1,128045,68802,0.6505,0.6534,1,2,0,-0.1179
2493,2,727929,590273,0.0004033613,0.9593,0.07160,64155,185414, 6153,1511,250689,78813,3029,138165,43833,167054, 5502,1297,219277,55025,2454, 95831,150330,62140,168153,45359,156662,52854,138928,63109,206582, 94641,53741,159238,57974,147793, 94641,206582,1,1,164132,63623,0.7207,0.7233,1,2,0,-0.1179
2494,1,727038,572655,0.0008211529,0.9561,0.37878,73343,131838,13611, 816,279230,70119,2406,155675,49126,114121,11190, 709,239938,50337,1899,105335,126164,69525,148154,49989,128829,61964,114489,71657,172932,104538,59754,137158,66804,121657,104538,172932,1,1,138114,71535,0.6588,0.6612,1,2,0,-0.1179
2494,2,728233,583250,0.0008211529,0.9561,0.07194,65580,182527, 8266,1505,252328,78935,2877,136215,43981,161503, 6869,1291,218330,54881,2325, 94070,140732,59321,158454,42658,147487,50068,130445,60070,193196, 92326,50979,149589,55060,138965, 92326,193196,1,1,154063,60889,0.7167,0.7199,1,2,0,-0.1179
2495,1,724544,562557,0.0042486932,0.9681,0.39733,75298,130602,16064, 818,272900,72503,2287,154072,49677,109903,12826, 709,232744,51484,1787,103427,116249,66854,138174,47460,119503,59288,105973,68638,159708,102026,57151,127209,63955,112736,102026,159708,1,1,127921,68852,0.6501,0.6529,1,2,0,-0.1179
2495,2,730727,593348,0.0042486932,0.9681,0.07206,63625,183763, 5813,1503,258658,76551,2996,137818,43430,165721, 5233,1291,225524,53734,2437, 95978,150647,61993,168435,45187,156812,52744,138960,63089,206421, 94838,53582,159538,57909,147886, 94838,206421,1,1,164256,63572,0.7210,0.7236,1,2,0,-0.1179
2496,1,727336,575096,0.0004116072,0.9545,0.29198,72253,135620,14732, 824,285090,68092,2480,148245,48658,117133,12141, 720,245270,48945,1956,100273,123186,67299,143755,48695,124921,59700,111085,68861,169397,102150,57994,133469,64274,118001,102150,169397,1,1,134469,69341,0.6598,0.6623,1,2,0,-0.1179
2496,2,727935,580809,0.0004116072,0.9545,0.06937,66670,178745, 7145,1497,246468,80962,2803,143645,44449,158491, 5918,1280,212998,56273,2268, 99132,143710,61547,162854,43952,151395,52331,133848,62866,196731, 94715,52739,153278,57590,142621, 94715,196731,1,1,157708,63083,0.7143,0.7172,1,2,0,-0.1179
2497,1,724964,563123,0.0036714811,0.9609,0.34184,74590,122302,16270, 830,284743,75182,2183,148864,49332,102741,13049, 725,241885,53073,1711,100607,108854,62312,129600,43481,112775,55155, 99259,64731,150449, 98895,52891,119225,59933,106016, 98895,150449,1,1,120187,64913,0.6493,0.6530,1,2,0,-0.1179
2497,2,730307,592782,0.0036714811,0.9609,0.07074,64333,192063, 5607,1491,246815,73872,3100,143026,43775,172883, 5010,1275,216383,52145,2513, 98798,158042,66535,177009,49166,163541,56876,145674,66996,215679, 97969,57841,167522,61931,154606, 97969,215679,1,1,171990,67511,0.7181,0.7202,1,2,0,-0.1179
2498,1,727394,589405,0.0003318969,0.9577,0.23782,59505,131304,10798, 807,304571,75165,2313,142931,41154,115599, 9090, 711,266821,53635,1847,100548,137172,65692,156695,47962,137032,57839,123290,66315,184356, 94562,56824,146933,62071,130161, 94562,184356,1,0,147709,66474,0.6896,0.6912,1,2,0,-0.1179
2498,2,727877,566500,0.0003318969,0.9577,0.06795,79418,183061,11079,1514,226987,73889,2970,148959,51953,160025, 8969,1289,191447,51583,2377, 98857,129724,63155,149914,44685,139284,54193,121643,65412,181772,102302,53908,139815,59793,130461,102302,181772,1,0,144468,65950,0.6866,0.6906,1,2,0,-0.1179
