draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2088,1,551103,453500,0.0043986626,0.9654,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
2088,2,546276,434094,0.0043986626,0.9654,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
2089,1,548671,435309,0.0000337167,0.9584,0.4028,145333,295293,43673,1673,22845,168,8769,30917,101024,253525,32639,1285,19216,131,6523,20966,119773, 63997,103971,48755, 90172,47570,116256,108891,40125,136500, 73376,142782, 58259, 63997,119773,45484,104822, 65818,139641,1,2,116906, 55347,0.6787,0.6797,1.0000,2.000,0,-0.25606
2089,2,548708,452285,0.0000337167,0.9584,0.3680, 36768,458757,11713,1840,15522,152,2623,21333, 24964,388910, 9285,1414,12196,124,1930,13462,132752,116544,127507,95665,107950,92363,158094,138385,79168,170986,126546,185792,106596,116544,132752,89065,132984,116571,178388,1,2,145924,102814,0.5867,0.5815,1.0000,2.000,0,-0.25606
2090,1,550936,453059,0.0040943011,0.9394,0.2730, 44434,451456,13094,1910,15700,159,2721,21462, 30320,382694,10403,1479,12415,132,1988,13628,130477,114239,125335,93949,104940,91588,154308,135772,78025,167742,125339,181926,106168,114239,130477,87853,130088,115754,174833,2,1,142929,101552,0.5846,0.5796,1.0000,2.000,0,-0.25606
2090,2,546443,434535,0.0040943011,0.9394,0.2928,137667,302594,42292,1603,22667,161,8671,30788, 95668,259741,31521,1220,18997,123,6465,20800,122048, 66303,106142,50472, 93182,48345,120042,111504,41268,139743, 74583,146648, 58687, 66303,122048,46695,107718, 66636,143196,2,1,119901, 56609,0.6793,0.6800,1.0000,2.000,0,-0.25606
2091,1,548900,434772,0.0003836414,0.9411,0.3658,148633,295952,42207,1571,24263,165,7664,28445,103331,253775,31389,1183,20255,126,5602,19111,117290, 69570,101811,53113, 86928,53679,116393,107032,44124,133298, 79200,141112, 62610, 69570,117290,50306,103040, 70906,137206,1,2,114838, 60382,0.6554,0.6552,1.0000,2.000,0,-0.25606
2091,2,548479,452822,0.0003836414,0.9411,0.2865, 33468,458098,13179,1942,14104,155,3728,23805, 22657,388660,10535,1516,11157,129,2851,15317,135235,110972,129666,91307,111194,86254,157958,140244,75169,174188,120722,187461,102245,110972,135235,84243,134766,111484,180823,1,2,147993, 97779,0.6022,0.5980,1.0000,2.000,0,-0.25606
2092,1,550401,441470,0.0031192505,0.9290,0.4622,118181,338477,35994,1542,24705,148,5694,25660, 81907,289495,26965,1169,20570,114,4230,17020,115520, 86363,103863,67225, 85993,69273,124173,110973,56124,135418, 96941,146629, 78026, 86363,115520,64208,106250, 87485,141024,2,3,117510, 75659,0.6083,0.6055,1.0000,2.000,0,-0.25606
2092,2,546978,446124,0.0031192505,0.9290,0.2174, 63920,415573,19392,1971,13662,172,5698,26590, 44081,352940,14959,1530,10842,141,4223,17408,137006, 94179,127615,77196,112129,70660,150177,136303,63168,172067,102981,181945, 86829, 94179,137006,70341,131556, 94905,177005,2,3,145320, 82502,0.6379,0.6358,1.0000,2.000,0,-0.25606
2093,1,545979,449696,0.0049399524,0.9463,0.2783, 40584,451113,12591,1902,15550,159,2692,21388, 27735,382406,10076,1477,12317,132,1973,13580,129599,114139,124747,93873,104394,91507,153748,135194,77959,167028,125101,181185,106015,114139,129599,87779,129521,115559,174105,2,1,142271,101433,0.5838,0.5787,1.0000,2.000,0,-0.25606
2093,2,551400,437898,0.0049399524,0.9463,0.3088,141517,302937,42795,1611,22817,161,8700,30862, 98253,260029,31848,1222,19095,123,6480,20848,122927, 66402,106730,50547, 93728,48426,120603,112082,41334,140458, 74821,147389, 58839, 66402,122927,46769,108285, 66831,143924,2,1,120559, 56728,0.6800,0.6808,1.0000,2.000,0,-0.25606
2094,1,547072,447180,0.0029479332,0.9351,0.2635, 49761,445791,12513,1861,13281,152,2664,21049, 33683,376593, 9554,1420,10537,121,1909,13363,128784,113074,122689,92289,105015,87297,151164,133043,76441,164751,124229,178597,104928,113074,128784,85342,127978,114579,171674,2,4,140578, 99711,0.5850,0.5807,1.0000,2.000,0,-0.25606
2094,2,550307,440414,0.0029479332,0.9351,0.2374,132340,308259,42873,1652,25086,168,8728,31201, 92305,265842,32370,1279,20875,134,6544,21065,123741, 67467,108789,52132, 93107,52636,123186,114233,42852,142735, 75693,149977, 59927, 67467,123741,49207,109828, 67811,146356,2,4,122252, 58450,0.6765,0.6762,1.0000,2.000,0,-0.25606
2095,1,549052,435439,0.0006606651,0.9446,0.3760,143456,301199,41803,1580,23036,162,8253,29563, 99529,258159,31086,1189,19289,122,6084,19981,116390, 70374,101162,53515, 86667,53548,115993,106540,44336,132699, 80173,140699, 63278, 70374,116390,50467,102590, 71727,136700,1,4,114307, 60870,0.6525,0.6524,1.0000,2.000,0,-0.25606
2095,2,548327,452155,0.0006606651,0.9446,0.2903, 38645,452851,13583,1933,15331,158,3139,22687, 26459,384276,10838,1510,12123,133,2369,14447,136135,110168,130315,90906,111455,86385,158357,140736,74957,174787,119749,187874,101577,110168,136135,84082,135216,110663,181330,1,4,148523, 97291,0.6042,0.6000,1.0000,2.000,0,-0.25606
2096,1,549850,435975,0.0021150396,0.9446,0.2896,145402,294945,43855,1661,23859,161,8805,31162,101159,253128,32770,1281,19905,126,6552,21054,124683, 61912,108122,47587, 94938,45910,120425,112981,38960,142178, 70135,148065, 55463, 61912,124683,44153,109116, 62800,145122,2,1,121627, 53327,0.6952,0.6962,1.0000,2.000,0,-0.25606
2096,2,547529,451619,0.0021150396,0.9446,0.2844, 36699,459105,11531,1852,14508,159,2587,21088, 24829,389307, 9154,1418,11507,129,1901,13374,127842,118629,123356,96833,103184,94023,153925,134295,80333,165307,129787,180509,109392,118629,127842,90396,128690,119590,172907,2,1,141203,104834,0.5739,0.5684,1.0000,2.000,0,-0.25606
2097,1,550545,437328,0.0033816940,0.9567,0.3641,146373,296032,43533,1660,23516,165,8714,30552,101623,255035,32423,1262,19694,125,6465,20701,118753, 67208,102939,50759, 88834,50540,117078,108116,41800,135106, 76085,142736, 59292, 67208,118753,47700,104242, 67689,138922,1,3,116223, 57613,0.6686,0.6689,1.0000,2.000,0,-0.25606
2097,2,546834,450266,0.0033816940,0.9567,0.2940, 35728,458018,11853,1853,14851,155,2678,21698, 24365,387400, 9501,1437,11718,130,1988,13727,133773,113334,128538,93661,109288,89393,157272,139160,77493,172379,123837,185838,105563,113334,133773,86848,133564,114700,179108,1,3,146607,100547,0.5932,0.5886,1.0000,2.000,0,-0.25606
2098,1,549524,450484,0.0015208966,0.9333,0.2492, 54762,438083,14517,1957,16025,160,2744,21276, 37430,372166,11273,1502,12582,131,1970,13430,132344,109519,125617,89579,106920,86337,153938,135704,74009,168488,119101,182450, 99809,109519,132344,83307,130545,109455,175468,2,3,143638, 96392,0.5984,0.5939,1.0000,2.000,0,-0.25606
2098,2,547855,437110,0.0015208966,0.9333,0.2395,127339,315967,40869,1556,22342,160,8648,30974, 88558,270269,30651,1197,18830,124,6483,20998,120181, 71023,105860,54842, 91202,53596,120412,111572,45284,138997, 80821,146124, 65046, 71023,120181,51241,107261, 72935,142561,2,3,119193, 61768,0.6587,0.6588,1.0000,2.000,0,-0.25606
2099,1,546187,432387,0.0045608673,0.9455,0.5305,137054,314778,37755,1515,21854,146,6766,26319, 94717,268027,27976,1129,18011,110,4940,17477,114402, 80007,100537,61714, 84892,62032,118575,106982,51385,131471, 90917,141081, 72906, 80007,114402,58377,102746, 81913,136277,2,3,113991, 69827,0.6201,0.6187,1.0000,2.000,0,-0.25606
2099,2,551192,455207,0.0045608673,0.9455,0.2873, 45047,439272,17631,1998,16513,174,4626,25931, 31271,374408,13948,1570,13401,145,3513,16951,138123,100534,130940,82706,113230,77901,155776,140294,67908,176014,109005,187492, 91949,100534,138123,76171,135060,100477,181753,2,3,148839, 88334,0.6276,0.6244,1.0000,2.000,0,-0.25606
2100,1,549124,440132,0.0007918869,0.9342,0.4503,109217,348291,33571,1359,20327,153,7217,28989, 75304,296941,24909,1008,17130,116,5329,19395,113236, 86242,101652,66240, 85353,65825,121662,109016,54995,134607, 96661,145288, 77726, 86242,113236,62353,104421, 87195,139948,2,3,115831, 74615,0.6082,0.6060,1.0000,2.000,0,-0.25606
2100,2,548255,447462,0.0007918869,0.9342,0.2816, 72884,405759,21815,2154,18040,167,4175,23261, 50684,345494,17015,1691,14282,139,3124,15033,139290, 94300,129826,78180,112769,74108,152689,138260,64298,172878,103261,183285, 87129, 94300,139290,72195,133385, 95195,178081,2,3,147000, 83546,0.6376,0.6351,1.0000,2.000,0,-0.25606
2101,1,547289,448444,0.0025524454,0.9342,0.2670, 58219,423724,17936,1982,15110,174,4696,25448, 40297,360597,13958,1536,11976,145,3481,16454,134803, 98562,126708,81031,109285,76551,151225,135793,66648,171011,107083,182097, 90187, 98562,134803,74743,130753, 98635,176553,2,5,144418, 86677,0.6249,0.6217,1.0000,2.000,0,-0.25606
2101,2,550090,439150,0.0025524454,0.9342,0.4660,123882,330326,37450,1531,23257,146,6696,26802, 85691,281838,27966,1163,19436,110,4972,17974,117723, 81980,104769,63389, 88837,63382,123125,111483,52645,136474, 92839,146477, 74668, 81980,117723,59806,107053, 83755,141476,2,5,118413, 71484,0.6236,0.6221,1.0000,2.000,0,-0.25606
2102,1,548602,438040,0.0001594709,0.9238,0.2374,124309,322055,39901,1508,21651,160,8512,30506, 86201,275468,29790,1143,18271,121,6390,20656,118013, 75165,103960,57571, 89419,56128,120057,110093,47533,136609, 85196,144751, 68148, 75165,118013,53745,105882, 76674,140681,2,3,117558, 64957,0.6441,0.6439,1.0000,2.000,0,-0.25606
2102,2,548777,449554,0.0001594709,0.9238,0.2384, 57792,431995,15485,2005,16716,160,2880,21744, 39787,366967,12134,1556,13141,134,2063,13772,134512,105377,127517,86850,108703,83805,154293,137183,71759,170876,114726,183823, 96707,105377,134512,80804,131924,105716,177348,2,3,145273, 93204,0.6092,0.6051,1.0000,2.000,0,-0.25606
2103,1,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
2103,2,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
2104,1,548710,450157,0.0000373618,0.9152,0.2126, 36216,457973,11887,1843,15674,147,2905,22065, 23782,386919, 9129,1390,12747,114,2178,13898,124581,116412,120102,94561,101894,88889,150074,131281,78020,160962,127765,175354,107963,116412,124581,87157,125837,117865,168158,4,2,137750,102269,0.5739,0.5690,1.0000,2.000,0,-0.25606
2104,2,548669,437437,0.0000373618,0.9152,0.1406,145885,296077,43499,1670,22693,173,8487,30185,102206,255516,32795,1309,18665,141,6275,20530,127944, 64130,111376,49859, 96228,51044,124277,115995,41272,146523, 72156,153219, 56892, 64130,127944,47392,111968, 64525,149871,4,2,125080, 55892,0.6912,0.6912,1.0000,2.000,0,-0.25606
2105,1,549608,442949,0.0016739887,0.8996,0.2475,113317,348913,31468,1585,26077,140,4772,23336, 78461,298883,23926,1246,21442,117,3533,15341,120648, 87343,109487,68106, 90798,69839,130967,117146,56105,142561, 96982,155015, 77290, 87343,120648,64683,112098, 87137,148788,2,3,123803, 75944,0.6198,0.6167,1.0000,2.000,0,-0.25606
2105,2,547771,444645,0.0016739887,0.8996,0.1905, 68784,405137,23918,1928,12290,180,6620,28914, 47527,343552,17998,1453, 9970,138,4920,19087,131878, 93199,121990,76314,107324,70094,143384,130131,63188,164925,102940,173559, 87565, 93199,131878,69866,125707, 95253,169242,2,3,139028, 82217,0.6284,0.6266,1.0000,2.000,0,-0.25606
2106,1,547398,441725,0.0023537903,0.9437,0.3512,101631,376166,24225,2157,19675,142,3067,20335, 70811,319735,18507,1670,15605,120,2163,13114,125571, 98359,116856,79962, 96911,80433,141144,125624,66233,153711,109525,166678, 90959, 98359,125571,75542,120133,100242,160194,1,1,132357, 87579,0.6018,0.5978,1.0000,2.000,0,-0.25606
2106,2,549981,445869,0.0023537903,0.9437,0.2598, 80470,377884,31161,1356,18692,178,8325,31915, 55177,322700,23417,1029,15807,135,6290,21314,126954, 82183,114622,64458,101210,59500,133207,121652,53060,153774, 90397,161896, 73896, 82183,126954,59007,117673, 82148,157835,1,1,130474, 70582,0.6489,0.6483,1.0000,2.000,0,-0.25606
2107,1,549551,442201,0.0015701048,0.9394,0.2445,102594,348793,36736,1453,19949,163,8392,31471, 71191,297838,27550,1106,16899,124,6319,21174,125153, 75917,111417,59079, 98003,55266,127948,117984,48397,148441, 84630,155946, 68609, 75917,125153,54247,113838, 76621,152194,2,1,126413, 65316,0.6593,0.6593,1.0000,2.000,0,-0.25606
2107,2,547828,445393,0.0015701048,0.9394,0.2874, 79507,405257,18650,2060,18418,157,3000,20779, 54797,344597,14374,1593,14513,131,2134,13254,127373,104625,120060,85342,100119,84667,146402,129293,70896,159045,115292,172628, 96246,104625,127373,80301,123968,105769,165836,2,1,136417, 92845,0.5950,0.5905,1.0000,2.000,0,-0.25606
2108,1,551254,450348,0.0046738638,0.9325,0.2609, 50920,447888,12794,1875,13731,152,2694,21200, 34411,378363, 9767,1432,10872,121,1930,13452,129628,113629,123451,92704,105536,87884,152057,133812,76828,165730,124859,179675,105423,113629,129628,85805,128714,115141,172702,2,4,141413,100222,0.5852,0.5809,1.0000,2.000,0,-0.25606
2108,2,546125,437246,0.0046738638,0.9325,0.2299,131181,306162,42592,1638,24636,168,8698,31050, 91577,264072,32157,1267,20540,134,6523,20976,122897, 66913,108027,51716, 92586,52049,122294,113464,42465,141756, 75063,148898, 59432, 66913,122897,48744,109092, 67248,145327,2,4,121417, 57939,0.6770,0.6767,1.0000,2.000,0,-0.25606
2109,1,549912,453014,0.0022280361,0.9429,0.2638, 44593,440509,17333,1980,15114,172,4582,25629, 30821,374698,13667,1552,12019,143,3474,16640,137104,102457,130151,84212,112157,79450,155491,139679,69216,175246,111254,186996, 93913,102457,137104,77625,134370,102584,181120,2,3,148118, 90084,0.6218,0.6185,1.0000,2.000,0,-0.25606
2109,2,547467,434580,0.0022280361,0.9429,0.4830,137508,313541,38053,1533,23253,148,6810,26621, 95167,267737,28257,1147,19393,112,4979,17788,115421, 78085,101326,60209, 85965,60483,118860,107597,50077,132240, 88668,141578, 70941, 78085,115421,56923,103436, 79806,136909,2,3,114712, 68077,0.6276,0.6263,1.0000,2.000,0,-0.25606
2110,1,548053,436328,0.0011600368,0.9368,0.2901,128181,314029,41083,1539,23288,159,8673,31101, 89094,268249,30786,1181,19434,123,6503,20958,124215, 67826,109065,52599, 95140,50769,123020,114591,43200,143530, 76751,149988, 61700, 67826,124215,48856,110453, 69226,146759,2,2,122792, 58807,0.6762,0.6766,1.0000,2.000,0,-0.25606
2110,2,549326,451266,0.0011600368,0.9368,0.3071, 53920,440021,14303,1974,15079,161,2719,21149, 36894,374186,11138,1518,11978,132,1950,13470,128311,112716,122413,91821,102982,89164,151330,132685,76093,163956,123171,178585,103155,112716,128311,85692,127353,113163,171270,2,2,140038, 99354,0.5850,0.5800,1.0000,2.000,0,-0.25606
2111,1,546294,432731,0.0043658572,0.9195,0.3005,138976,319774,35451,1531,22877,133,5112,22440, 96069,272342,26550,1176,18304,102,3665,14523,114010, 85108,101595,66471, 83122,69195,121957,108543,55423,132501, 96037,143752, 76957, 85108,114010,63696,103803, 86498,138127,2,3,115068, 74865,0.6058,0.6026,1.0000,2.000,0,-0.25606
2111,2,551085,454863,0.0043658572,0.9195,0.2144, 43125,434276,19935,1982,15490,187,6280,29810, 29919,370093,15374,1523,13108,153,4788,19905,138515, 95434,129883,77950,115000,70738,152394,138733,63870,174984,103885,184822, 87898, 95434,138515,70852,134003, 95892,179903,2,3,147762, 83296,0.6395,0.6377,1.0000,2.000,0,-0.25606
2112,1,548080,435669,0.0011108286,0.9532,0.6380,140280,308698,39221,1560,24854,154,6853,26460, 97290,264469,29331,1178,20602,119,5021,17659,116396, 77065,102214,59958, 85868,61830,120034,108291,49909,133206, 87006,142445, 69374, 77065,116396,57233,104101, 78191,137826,2,3,115493, 67524,0.6311,0.6292,1.0000,2.000,0,-0.25606
2112,2,549299,451925,0.0011108286,0.9532,0.3186, 41821,445352,16165,1953,13513,166,4539,25790, 28698,377966,12593,1521,10810,136,3432,16769,136129,103477,129264,84462,112254,78103,154316,138985,69384,174280,112916,186129, 95481,103477,136129,77316,133705,104198,180203,2,3,147337, 90637,0.6191,0.6162,1.0000,2.000,0,-0.25606
2113,1,549499,451918,0.0014753335,0.9429,0.2977, 44712,445743,14909,1980,14170,153,3891,23941, 30763,377981,11778,1556,11277,125,2948,15490,137078,105687,130301,86796,113033,80632,156115,140200,71415,174403,115615,186609, 98032,105687,137078,79614,134912,106824,180505,2,3,148249, 93030,0.6144,0.6113,1.0000,2.000,0,-0.25606
2113,2,547880,435676,0.0014753335,0.9429,0.4035,137389,308307,40477,1533,24197,167,7501,28309, 95225,264454,30146,1143,20135,130,5505,18938,115447, 74855,101177,57625, 85089,59301,118236,107076,47878,133083, 84307,141965, 66822, 74855,115447,54935,102894, 75566,137524,2,3,114582, 65131,0.6376,0.6360,1.0000,2.000,0,-0.25606
2114,1,547450,432623,0.0022590190,0.9403,0.4843,138923,314371,38321,1543,21485,145,6678,25984, 95927,267708,28453,1159,17271,109,4876,17120,113359, 83332, 99941,64624, 82654,66616,119532,106695,53894,131057, 94342,141467, 75503, 83332,113359,61712,102205, 84924,136262,2,3,113529, 73052,0.6085,0.6059,1.0000,2.000,0,-0.25606
2114,2,549929,454971,0.0022590190,0.9403,0.2746, 43178,439679,17065,1970,16882,175,4714,26266, 30061,374727,13471,1540,14141,146,3577,17308,139166, 97210,131536,79797,115468,73316,154818,140581,65399,176429,105580,187107, 89352, 97210,139166,72837,135601, 97466,181767,2,3,149301, 85109,0.6369,0.6346,1.0000,2.000,0,-0.25606
2115,1,550458,437262,0.0032231344,0.9610,0.4246,148836,291538,44626,1689,23901,168,8801,30899,103444,251466,33357,1298,20053,130,6542,20972,120480, 63599,104286,47821, 90596,46980,116781,109098,39295,136700, 72287,143555, 56376, 63599,120480,44699,105190, 64332,140128,1,2,117356, 54392,0.6833,0.6843,1.0000,2.000,0,-0.25606
2115,2,546921,450332,0.0032231344,0.9610,0.3169, 33265,462512,10760,1824,14466,152,2591,21351, 22544,390969, 8567,1401,11359,125,1911,13456,132045,116943,127191,96599,107526,92953,157569,138178,79998,170786,127635,185019,108479,116943,132045,89849,132616,118057,177902,1,2,145474,103768,0.5837,0.5785,1.0000,2.000,0,-0.25606
2116,1,548715,442146,0.0000464744,0.9377,0.2396,104471,344377,38129,1604,19057,186,8559,32332, 72454,295602,28676,1222,15927,145,6431,21689,129377, 70310,114650,54648,102661,49995,129313,120213,44917,153665, 77544,159846, 62698, 70310,129377,49854,116709, 70122,156756,1,1,129961, 60018,0.6841,0.6847,1.0000,2.000,0,-0.25606
2116,2,548664,445448,0.0000464744,0.9377,0.3019, 77630,409673,17257,1909,19310,134,2833,19918, 53534,346833,13248,1477,15485,110,2022,12739,123148,110232,116827,89773, 95461,89938,145037,127063,74376,153821,122378,168727,102157,110232,123148,84695,121097,112267,161273,1,1,132869, 98143,0.5752,0.5698,1.0000,2.000,0,-0.25606
2117,1,546608,436761,0.0037935845,0.9481,0.4095,129062,313082,41291,1569,21675,171,8639,31119, 89555,269026,30918,1206,18395,133,6442,21086,118550, 70135,104213,53207, 89873,51974,118586,109866,43767,137350, 79396,144990, 62960, 70135,118550,49650,105634, 71179,141170,1,3,117632, 60239,0.6613,0.6617,1.0000,2.000,0,-0.25606
2117,2,550771,450833,0.0037935845,0.9481,0.3525, 53039,440968,14095,1944,16692,149,2753,21131, 36433,373409,11006,1493,13017,122,2011,13342,133975,110407,127265,91213,108249,87959,155765,137410,75526,170136,120526,183584,101895,110407,133975,84899,132172,111211,176859,1,3,145198, 97922,0.5972,0.5927,1.0000,2.000,0,-0.25606
2118,1,546209,439904,0.0045207718,0.9203,0.2391,118938,341530,34430,1629,21694,126,4929,22933, 82905,293322,26142,1296,17398,101,3618,15122,127245, 84555,115020,67076, 96477,68200,135350,122456,55107,150818, 93162,162327, 74820, 84555,127245,63461,117325, 83991,156572,3,2,129956, 73820,0.6377,0.6351,1.0000,2.000,0,-0.25606
