draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
59,2,894189,712595,0.00297594,0.888,0.37132,803047,35449,11312,1635, 6432,150,2174,33990,646834,28080, 7780,1438,5247,118,1332,21766,270542,113471,113471,270542,0,113471,270542,0.2955,0.2955,0,0,0,0.104
60,1,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
60,2,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
61,1,894628,715375,0.00248646,0.896,0.17192,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
61,2,899088,717557,0.00248646,0.896,0.48303,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
62,1,898744,716274,0.00210290,0.848,0.27485,807943,35232,11285,1609, 6423,157,2188,33907,650804,27879, 7739,1417,5241,125,1352,21717,273283,113034,113034,273283,0,113034,273283,0.2926,0.2926,0,0,0,0.104
62,2,894972,716658,0.00210290,0.848,0.15939,790891,29517,23542,1578, 8480,272,2464,38228,642236,24123,15744,1344,6992,208,1629,24382,272099,122950,122950,272099,0,122950,272099,0.3112,0.3112,0,0,0,0.104
63,1,893320,712795,0.00394488,0.872,0.35049,803620,35394,11173,1621, 6148,158,2143,33063,647882,28093, 7693,1415,5038,123,1295,21256,272147,112498,112498,272147,0,112498,272147,0.2925,0.2925,0,0,0,0.104
63,2,900396,720137,0.00394488,0.872,0.15878,795214,29355,23654,1566, 8755,271,2509,39072,645158,23909,15790,1346,7195,210,1686,24843,273235,123486,123486,273235,0,123486,273235,0.3113,0.3113,0,0,0,0.104
64,1,900467,717765,0.00402405,0.880,0.35710,808720,35999,11464,1621, 6414,163,2177,33909,651396,28650, 7893,1430,5242,130,1346,21678,273560,113638,113638,273560,0,113638,273560,0.2935,0.2935,0,0,0,0.104
64,2,893249,715167,0.00402405,0.880,0.17663,790114,28750,23363,1566, 8489,266,2475,38226,641644,23352,15590,1331,6991,203,1635,24421,271822,122346,122346,271822,0,122346,271822,0.3104,0.3104,0,0,0,0.104
65,1,894167,715128,0.00300047,0.888,0.15921,789238,29342,23606,1554, 8743,269,2507,38908,640329,23901,15759,1334,7183,210,1686,24726,270871,122918,122918,270871,0,122918,270871,0.3121,0.3121,0,0,0,0.104
65,2,899549,717804,0.00300047,0.888,0.37207,809596,35407,11221,1633, 6160,160,2145,33227,652711,28101, 7724,1427,5050,123,1295,21373,274511,113066,113066,274511,0,113066,274511,0.2917,0.2917,0,0,0,0.104
66,1,893894,713446,0.00330487,0.888,0.47854,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
66,2,899822,719486,0.00330487,0.888,0.17656,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
67,1,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
67,2,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
68,1,894804,716657,0.00229022,0.896,0.21150,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
68,2,898912,716275,0.00229022,0.896,0.35896,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
69,1,893324,715062,0.00394042,0.872,0.19318,790847,28352,23280,1550, 8484,273,2455,38083,642080,22990,15491,1328,6983,210,1645,24335,272297,121469,121469,272297,0,121469,272297,0.3085,0.3085,0,0,0,0.104
69,2,900392,717870,0.00394042,0.872,0.34587,807987,36397,11547,1637, 6419,156,2197,34052,650960,29012, 7992,1433,5250,123,1336,21764,273085,114515,114515,273085,0,114515,273085,0.2954,0.2954,0,0,0,0.104
70,1,893216,714339,0.00406084,0.840,0.16283,788484,29715,23482,1578, 8531,265,2516,38645,639686,24092,15654,1346,7024,204,1682,24651,268882,123571,123571,268882,0,123571,268882,0.3149,0.3149,0,0,0,0.104
70,2,900500,718593,0.00406084,0.840,0.28051,810350,35034,11345,1609, 6372,164,2136,33490,653354,27910, 7829,1415,5209,129,1299,21448,276500,112413,112413,276500,0,112413,276500,0.2890,0.2890,0,0,0,0.104
71,1,894628,715375,0.00248646,0.896,0.17192,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
71,2,899088,717557,0.00248646,0.896,0.48303,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
72,1,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
72,2,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
73,1,899775,717560,0.00325247,0.840,0.29349,807398,36374,11552,1629, 6461,152,2176,34033,650588,29006, 7998,1432,5277,118,1333,21808,272239,113997,113997,272239,0,113997,272239,0.2951,0.2951,0,0,0,0.104
73,2,893941,715372,0.00325247,0.840,0.15848,791436,28375,23275,1558, 8442,277,2476,38102,642452,22996,15485,1329,6956,215,1648,24291,273143,121987,121987,273143,0,121987,273143,0.3087,0.3087,0,0,0,0.104
74,1,900173,717665,0.00369624,0.872,0.39503,807834,36290,11541,1636, 6457,152,2167,34096,650735,28925, 7992,1440,5279,118,1324,21852,272176,113939,113939,272176,0,113939,272176,0.2951,0.2951,0,0,0,0.104
74,2,893543,715267,0.00369624,0.872,0.17346,791000,28459,23286,1551, 8446,277,2485,38039,642305,23077,15491,1321,6954,215,1657,24247,273206,122045,122045,273206,0,122045,273206,0.3088,0.3088,0,0,0,0.104
75,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
75,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
76,1,900786,721086,0.00437973,0.864,0.18236,796814,29217,23545,1577, 8492,272,2450,38419,646802,23848,15697,1354,7004,208,1635,24538,273015,122678,122678,273015,0,122678,273015,0.3100,0.3100,0,0,0,0.104
76,2,892930,711846,0.00437973,0.864,0.25082,802020,35532,11282,1610, 6411,157,2202,33716,646238,28154, 7786,1407,5229,125,1346,21561,272367,113306,113306,272367,0,113306,272367,0.2938,0.2938,0,0,0,0.104
77,1,892721,712945,0.00461277,0.872,0.36571,802462,35777,11244,1642, 6163,139,2195,33099,647568,28415, 7750,1430,5043,102,1338,21299,271566,113219,113219,271566,0,113219,271566,0.2942,0.2942,0,0,0,0.104
77,2,900995,719987,0.00461277,0.872,0.19105,796372,28972,23583,1545, 8740,290,2457,39036,645472,23587,15733,1331,7190,231,1643,24800,273816,122765,122765,273816,0,122765,273816,0.3096,0.3096,0,0,0,0.104
78,1,900842,718740,0.00444217,0.864,0.30963,810388,35086,11433,1599, 6423,169,2139,33605,653286,27952, 7883,1409,5250,136,1297,21527,276297,112710,112710,276297,0,112710,276297,0.2897,0.2897,0,0,0,0.104
78,2,892874,714192,0.00444217,0.864,0.17559,788446,29663,23394,1588, 8480,260,2513,38530,639754,24050,15600,1352,6983,197,1684,24572,269085,123274,123274,269085,0,123274,269085,0.3142,0.3142,0,0,0,0.104
79,1,897811,716039,0.00106260,0.800,0.10978,796318,27425,22624,1507, 8814,255,2485,38383,644360,22014,14950,1307,7212,195,1636,24365,276624,122770,122770,276624,0,122770,276624,0.3074,0.3074,0,0,0,0.104
79,2,895905,716893,0.00106260,0.800,0.33280,802516,37324,12203,1680, 6089,174,2167,33752,648680,29988, 8533,1454,5021,138,1345,21734,268758,113214,113214,268758,0,113214,268758,0.2964,0.2964,0,0,0,0.104
80,1,898912,716275,0.00229022,0.896,0.35896,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
80,2,894804,716657,0.00229022,0.896,0.21150,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
81,1,897788,716964,0.00103695,0.864,0.39857,806561,36435,11529,1634, 6186,159,2104,33180,650502,29140, 8001,1435,5089,123,1292,21382,272067,112248,112248,272067,0,112248,272067,0.2921,0.2921,0,0,0,0.104
81,2,895928,715968,0.00103695,0.864,0.14980,792273,28314,23298,1553, 8717,270,2548,38955,642538,22862,15482,1326,7144,210,1689,24717,273315,123736,123736,273315,0,123736,273315,0.3116,0.3116,0,0,0,0.104
82,1,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
82,2,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
83,1,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
83,2,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
84,1,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
84,2,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
85,1,896198,718768,0.00073590,0.832,0.19529,814106,20870,14247,1474, 8345,260,2008,34888,658954,17107,10075,1313,6826,197,1343,22953,270031,118972,118972,270031,0,118972,270031,0.3058,0.3058,0,0,0,0.104
85,2,897518,714164,0.00073590,0.832,0.21431,784728,43879,20580,1713, 6558,169,2644,37247,634086,34895,13408,1448,5407,136,1638,23146,275351,117012,117012,275351,0,117012,275351,0.2982,0.2982,0,0,0,0.104
86,1,895348,715539,0.00168366,0.888,0.17196,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
86,2,898368,717393,0.00168366,0.888,0.44783,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
87,1,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
87,2,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
88,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
88,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
89,1,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
89,2,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
90,1,898249,719168,0.00155097,0.856,0.16513,794883,28815,23408,1569, 8456,270,2499,38349,645523,23413,15594,1332,6959,208,1657,24482,275294,122502,122502,275294,0,122502,275294,0.3080,0.3080,0,0,0,0.104
90,2,895467,713764,0.00155097,0.856,0.35640,803951,35934,11419,1618, 6447,159,2153,33786,647517,28589, 7889,1429,5274,125,1324,21617,270088,113482,113482,270088,0,113482,270088,0.2959,0.2959,0,0,0,0.104
91,1,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
91,2,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
92,1,893298,715328,0.00396941,0.888,0.18847,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
92,2,900418,717604,0.00396941,0.888,0.38816,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
93,1,899736,717659,0.00320898,0.880,0.39311,807243,36512,11589,1621, 6426,152,2197,33996,650611,29150, 8001,1425,5250,119,1344,21759,273454,113423,113423,273454,0,113423,273454,0.2932,0.2932,0,0,0,0.104
93,2,893980,715273,0.00320898,0.880,0.19197,791591,28237,23238,1566, 8477,277,2455,38139,642429,22852,15482,1336,6983,214,1637,24340,271928,122561,122561,271928,0,122561,271928,0.3107,0.3107,0,0,0,0.104
94,1,897818,718293,0.00107040,0.824,0.23685,815457,27929,11120,1474, 5984,184,2143,33527,659274,22129, 7635,1305,4879,135,1352,21584,274241,116827,116827,274241,0,116827,274241,0.2987,0.2987,0,0,0,0.104
94,2,895898,714639,0.00107040,0.824,0.20166,783377,36820,23707,1713, 8919,245,2509,38608,633766,29873,15848,1456,7354,198,1629,24515,271141,119157,119157,271141,0,119157,271141,0.3053,0.3053,0,0,0,0.104
95,1,895253,716302,0.00178958,0.880,0.15559,790432,29248,23588,1559, 8723,271,2527,38905,641641,23814,15728,1336,7161,212,1690,24720,271777,123247,123247,271777,0,123247,271777,0.3120,0.3120,0,0,0,0.104
95,2,898463,716630,0.00178958,0.880,0.38387,808402,35501,11239,1628, 6180,158,2125,33230,651399,28188, 7755,1425,5072,121,1291,21379,273605,112737,112737,273605,0,112737,273605,0.2918,0.2918,0,0,0,0.104
96,1,895828,714102,0.00114845,0.880,0.35986,804071,36123,11456,1617, 6406,152,2177,33826,647680,28772, 7888,1426,5232,119,1338,21647,272059,112616,112616,272059,0,112616,272059,0.2928,0.2928,0,0,0,0.104
96,2,897888,718830,0.00114845,0.880,0.18214,794763,28626,23371,1570, 8497,277,2475,38309,645360,23230,15595,1335,7001,214,1643,24452,273323,123368,123368,273323,0,123368,273323,0.3110,0.3110,0,0,0,0.104
97,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
97,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
98,1,900677,718795,0.00425820,0.864,0.40649,809429,36418,11461,1635, 6210,154,2118,33252,652379,29110, 7960,1434,5100,117,1284,21411,273483,112870,112870,273483,0,112870,273483,0.2921,0.2921,0,0,0,0.104
98,2,893039,714137,0.00425820,0.864,0.15932,789405,28331,23366,1552, 8693,275,2534,38883,640661,22892,15523,1327,7133,216,1697,24688,271899,123114,123114,271899,0,123114,271899,0.3117,0.3117,0,0,0,0.104
99,1,893269,712519,0.00400175,0.872,0.37979,803403,35495,11217,1624, 6180,154,2117,33079,647422,28188, 7742,1423,5072,117,1283,21272,271471,112271,112271,271471,0,112271,271471,0.2926,0.2926,0,0,0,0.104
99,2,900447,720413,0.00400175,0.872,0.15962,795431,29254,23610,1563, 8723,275,2535,39056,645618,23814,15741,1338,7161,216,1698,24827,273911,123713,123713,273911,0,123713,273911,0.3111,0.3111,0,0,0,0.104
100,1,901104,719059,0.00473431,0.856,0.30042,810701,35079,11434,1585, 6413,169,2151,33572,653643,27949, 7893,1395,5243,136,1309,21491,276844,112700,112700,276844,0,112700,276844,0.2893,0.2893,0,0,0,0.104
100,2,892612,713873,0.00473431,0.856,0.18456,788133,29670,23393,1602, 8490,260,2501,38563,639397,24053,15590,1366,6990,197,1672,24608,268538,123284,123284,268538,0,123284,268538,0.3146,0.3146,0,0,0,0.104
101,1,895634,717156,0.00136476,0.840,0.18664,792319,29065,23464,1540, 8514,286,2435,38011,643308,23712,15667,1319,7022,221,1633,24274,272206,122328,122328,272206,0,122328,272206,0.3101,0.3101,0,0,0,0.104
101,2,898082,715776,0.00136476,0.840,0.25340,806515,35684,11363,1647, 6389,143,2217,34124,649732,28290, 7816,1442,5211,112,1348,21825,273176,113656,113656,273176,0,113656,273176,0.2938,0.2938,0,0,0,0.104
102,1,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
102,2,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
103,1,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
103,2,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
104,1,896896,714854,0.00004237,0.888,0.32894,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
104,2,896820,718078,0.00004237,0.888,0.22409,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
105,1,896871,715293,0.00001450,0.856,0.26472,807824,34107,11139,1609, 6387,158,2128,33519,651101,26973, 7665,1418,5213,124,1294,21505,275888,111973,111973,275888,0,111973,275888,0.2887,0.2887,0,0,0,0.104
105,2,896845,717639,0.00001450,0.856,0.17377,791010,30642,23688,1578, 8516,271,2524,38616,641939,25029,15818,1343,7020,209,1687,24594,269494,124011,124011,269494,0,124011,269494,0.3151,0.3151,0,0,0,0.104
106,1,900467,717765,0.00402405,0.880,0.35710,808720,35999,11464,1621, 6414,163,2177,33909,651396,28650, 7893,1430,5242,130,1346,21678,273560,113638,113638,273560,0,113638,273560,0.2935,0.2935,0,0,0,0.104
106,2,893249,715167,0.00402405,0.880,0.17663,790114,28750,23363,1566, 8489,266,2475,38226,641644,23352,15590,1331,6991,203,1635,24421,271822,122346,122346,271822,0,122346,271822,0.3104,0.3104,0,0,0,0.104
107,1,892930,711846,0.00437973,0.864,0.25082,802020,35532,11282,1610, 6411,157,2202,33716,646238,28154, 7786,1407,5229,125,1346,21561,272367,113306,113306,272367,0,113306,272367,0.2938,0.2938,0,0,0,0.104
107,2,900786,721086,0.00437973,0.864,0.18236,796814,29217,23545,1577, 8492,272,2450,38419,646802,23848,15697,1354,7004,208,1635,24538,273015,122678,122678,273015,0,122678,273015,0.3100,0.3100,0,0,0,0.104
108,1,894040,712681,0.00314208,0.896,0.32903,801595,36160,11667,1617, 6533,144,2258,34066,646032,28669, 8050,1412,5343,109,1358,21708,270701,115439,115439,270701,0,115439,270701,0.2990,0.2990,0,0,0,0.104
108,2,899676,720251,0.00314208,0.896,0.23811,797239,28589,23160,1570, 8370,285,2394,38069,647008,23333,15433,1349,6890,224,1623,24391,274681,120545,120545,274681,0,120545,274681,0.3050,0.3050,0,0,0,0.104
109,1,892988,714539,0.00431506,0.872,0.22100,790801,28472,23120,1549, 8382,281,2360,38023,641490,23226,15399,1335,6904,220,1596,24369,271123,119788,119788,271123,0,119788,271123,0.3064,0.3064,0,0,0,0.104
109,2,900728,718393,0.00431506,0.872,0.24652,808033,36277,11707,1638, 6521,148,2292,34112,651550,28776, 8084,1426,5329,113,1385,21730,274259,116196,116196,274259,0,116196,274259,0.2976,0.2976,0,0,0,0.104
110,1,893034,712316,0.00426377,0.864,0.31709,803098,34912,11356,1584, 6408,169,2124,33383,647280,27784, 7834,1394,5237,136,1291,21360,273678,112275,112275,273678,0,112275,273678,0.2909,0.2909,0,0,0,0.104
